Codigo,Nome,CodCurto,PVPBase,PesoBrt,Marca,Familia,NomeXtra
GRR2090,Rádio Portátil Grundig Mini Boy 62 / como/silver,GRR2090,"28,00","0,169",GRUNDIG,235,"Mini Rádio Portátil. Sintonizador PLL, FM. Altifalante integrado.  Ligação auriculares. Antena telescópica.  10 memorias rádio. Ultra Bass System. Peso aprox. 90 gr. Baterias 1 x AAA.. Medidas: 6,1x10,5x2,8 cm."
GLR2300,Hi-Fi Micro Grundig PSW 5000 white/green,GLR2300,"0,00","5,20499992370605",GRUNDIG,215,
GMM2400,Alisador Cabelo Grundig HS 3830,GMM2400,"19,20","0,576",GRUNDIG,190,
350070048915,Filtro Carbono Exaustor Beko (CFB6433/9433X) 9188065345,48915,"17,50","0,5",BEKO,800,
350070048916,Grelha Frigorifico p/Garrafas (55cm) BEKO 4238470100,48916,"6,50",1,BEKO,800,
350070048918,Filtro Carbono Exaustor Beko (CTB6407/9407X) 9188065385,48918,"12,00","0,5",BEKO,800,
350070048920,Cesto / Acessório p/Maq. Secar Beko 2963040100,48920,"21,50","0,5",BEKO,800,
VRK000,Óculos Grundig AS 3D G,VRK000,"165,00",1,GRUNDIG,295,Óculos activos 3D
350013046192,Congelador Vert. Beko FSE 1072,46192,"238,00",35,BEKO,120,102 L / 90 L | 3 Gavetas | Classe A+ | 850 x 545 x 600 (A x L x P)
350013046193,Congelador Vert. Beko FNE 1072,46193,"295,00",35,BEKO,120,No Frost | 90 L / 75 L | 3 Gavetas | Classe A+ | 840 x 545 x 600 mm (A x L x P)
350013046826,Congelador Vert.  Integ. Beko BU 1201,46826,"394,00",33,BEKO,115,96 L / 87 L | 3 Gavetas | Classe A+ | 820 x 595 x 545 mm (A x L x P)
350013046827,Frigorifico Integ. Beko BU 1152,46827,"310,00",39,BEKO,115,1 Porta | 125 L / 123 L (105/18) | Classe A+ | Table Top|  820 x 595 x 545 mm (A x L x P)
350013046828,Frigorifico Integ. Beko BU 1101,46828,"291,00",33,BEKO,115,1 Porta | 130 L / 128 L | Larder | Classe A+ | 820 x 595 x 545 mm (A x L x P)
350013046832,Frigorifico Integ. Beko RBI 2301,46832,"314,00",33,BEKO,115,1 Porta | 200 L / 184 L (164/20) | Table Top| Classe A+ | 1210 x 540 x 545 mm (A x L x P)
350013046260,Frigorifico Beko TSE 1282,46260,"220,00","33,5",BEKO,130,1 Porta | 120 L / 114 L (101/13) | Table Top | Classe A+ | 840 x 545 x 600 mm (A x L x P)
350013046261,Frigorifico Beko TSE 1402,46261,"208,00",33,BEKO,130,1 Porta | 135 L / 130 L | Top Larder | Classe A+ | 840 x 545 x 600 (A x L x P)
350013046259,Frigorifico Beko DS 130021,46259,"358,00","56,5",BEKO,130,2 Portas | 300 L / 288 L (215/73) | Classe A+ | 1625 x 595 x 615 mm (A x L x P)
350013046267,Frigorifico Beko SS 132020,46267,"348,00",63,BEKO,130,1 Porta | 320 L  / 278 L | Cooler | Classe A+ | 1510 x 595 x 600 mm (A x L x P)
350028048544,Placa Encast. Beko HIMG 64223 SX,48544,"147,00","9,9",BEKO,115,Placa 60 cm | 4 Gás Standard | Ignição Eletrónica | Inox | Válvula de Segurança
350004046281,Congelador Horizontal Beko HS 210520,46281,"226,00",33,BEKO,120,Horizontal | 107 L / 104 L | Classe A+ (181 Kwh/ano) | 860 x 537 x 610 mm ( A x L x P )
350070048919,Grelha Frigorifico p/Garrafas (70cm) BEKO 4803240100,48919,"6,50",1,BEKO,800,
350070048924,Filtro Carbono Exaustor Beko (CWB9510/CWB6510/DIC/DKC) 9188065319,48924,"33,00","0,5",BEKO,800,
350032047098,Maquina Lavar Beko WMB 61021 M,47098,"269,00",64,BEKO,135,1000 RPM Variável | 6 Kg | Óculo Grande XL | LED Display | Classe A+AC
350004046283,Congelador Horizontal Beko HSA 32520,46283,"357,00",49,BEKO,120,310 L / 298 L | Classe A+ | 860 x 1101 x 725 (A x L x P)
350004046286,Congelador Horizontal Beko HSA 40520,46286,"393,00",55,BEKO,120,374 L / 360 L| Classe A+ | 860 x 1285 x 725 mm (A x L x P)
350004046287,Congelador Horizontal Beko HSA 29530,46287,"463,00",55,BEKO,120,288 L / 284 L | Classe A++ | 860 x 1285 x 725 mm (A x L x P)
350004046288,Congelador Horizontal Beko HSA 47520,46288,"471,00",56,BEKO,120,467 L / 451 L | Classe A+ | 860 x 1552 x 725 mm (A x L x P)
350004046289,Congelador Horizontal Beko HSA 37530,46289,"523,00",56,BEKO,120,369 L / 350 L | Classe A++ | 860 x 1552 x 725 mm (A x L x P)
350013046297,Frigorifico Beko DSA 28020 S,46297,"334,00",46,BEKO,130,2 Portas | 263 L / 259 L (210/49) | Classe A+  | 1598 x 540 x 600 mm (A x L x P) | Silver
350019048053,Forno Encast. Beko OIM 25901 X,48053,"615,00","39,5",BEKO,115,Forno Multifunções (14) | Função Cozedura a Vapor  |   Parede traseira catalítica | Programador digital Touch Control | Prateleira telescópica | 65 lt | 43 dbA | Vitreous Line
350076048117,Exaustor Chaminé Beko CWB 6441 XN,48117,"119,00","11,6",BEKO,115,Exaustor de Chaminé 60 cm | Inox | 390 m3/h | 1 Turbina
350076048118,Exaustor Chaminé Beko CWB 9441 XN,48118,"163,00",15,BEKO,115,Exaustor de Chaminé 90 cm | Inox | 390 m3/h | 1 Turbina
350028088541,Placa Encast. Beko HIZG 64110 SX (GB),88541,"146,00",10,BEKO,115,Placa 4 Gás | Isqueiro | Inox
350013046298,Frigorifico Beko DSA 28020,46298,"304,00",51,BEKO,130,2 Portas | 263 L / 259 L (210/49) | Classe A+  | 1598 x 540 x 600 mm (A x L x P)
350004046299,Congelador Horizontal Beko HS 222540,46299,"445,00",55,BEKO,120,277 L / 220 L | Classe A+++ | 860 x 1285 x 725 (A x L x P)
350013046793,Frigorifico Beko DN 161220 DX,46793,"1 039,00",118,BEKO,130,No Frost | 611 L / 565 L (426/139) | Dispensador água |  Classe A+ (458 Kwh/ano) | 1820 x 840 x 745 mm ( A x L x P ) | Inox
GKL0320,Rádio Relógio Grundig SonoClock 230 USB White,GKL0320,"80,00","0,5",GRUNDIG,230,Rádio Relógio Despertador. Rádio FM RDS recepção. Sintetizador de frequências PLL. Micro SD card Slot. Porta USB. 3 estações pre definidas. Alimentação 230V e bateria de segurança 2 x 1.5 V. Diametro: 10.8 cm.  Cor: Branco/Laranja.
GLR6010,Coluna Bluetooth Grundig GSB 120 Black/Orange,GLR6010,"100,00","6,6",GRUNDIG,210,"Coluna Bluetooth, 2 x 5 W, transdutores passivos para amplificar as baixas frequências, alcance Bluetooth até 10 m, altifalante bluetooth mãos livres, bateria de litio 7.4 V, tempo de trabalho até mais de 8 horas, AUX input. Medidas: 17 x 7 x7 cm. Cor Preto/Laranja."
GRN1500,Rádio Portátil Grundig Music 60 Grey,GRN1500,"45,00",1,GRUNDIG,235,"Rádio mesa. Sintonizador analógico. FM mono/AM/OL. Altifalante integrado . Entrada para Headphone.  Antena telescópica. Funcionamento a 230V e a pilhas  4 x LR14. Medidas: 24,7x12,7x6,2 cm. Cor: Cinzento"
GRN1510,Rádio Portátil Grundig Music 60 Silver,GRN1510,"45,00",1,GRUNDIG,235,"Rádio mesa. Sintonizador analógico. FM mono/AM/OL. Altifalante integrado . Entrada para Headphone.  Antena telescópica. Funcionamento a 230V e a pilhas  4 x LR14. Medidas: 24,7x12,7x6,2 cm. Cor: Silver."
GRN1520,Rádio Portátil Grundig Music 60 White,GRN1520,"45,00",1,GRUNDIG,235,"Rádio mesa. Sintonizador analógico. FM mono/AM/OL. Altifalante integrado . Entrada para Headphone.  Antena telescópica. Funcionamento a 230V e a pilhas  4 x LR14. Medidas: 24,7x12,7x6,2 cm. Cor: Branco"
GRN1550,Rádio Portátil Grundig Music 60 Brown,GRN1550,"45,00",1,GRUNDIG,235,"Rádio mesa. Sintonizador analógico. FM mono/AM/OL. Altifalante integrado . Entrada para Headphone.  Antena telescópica. Funcionamento a 230V e a pilhas  4 x LR14. Medidas: 24,7x12,7x6,2 cm. Cor: Castanho"
GRR1991,Rádio Portátil Grundig Micro 61 / silver/grey,GRR1991,"18,00","0,14",GRUNDIG,235,"Rádio Portátil. Sintonizador analógico. FM/AM.  Ligação auriculares. Antena. Ultra Bass system.  Baterias 1 x AAA. Auriculares estéreo incluídos. Acessório para cinto. Medidas aprox. 5,9 x 9,0 x 2,8 cm."
GRR2740,Rádio Portátil Grundig TR 1200 Oak,GRR2740,"150,00","2,6",GRUNDIG,235,"Rádio mesa c/look retro. Controlador de ajuste de precisão. Recepção FM. Colunas baixo reflexo . Ligação auriculares. Habitação de madeira c/folheado de madeira de alta qualidade. AUX input.  Antena telescópica. Funcionamento a 230V. Medidas: 24,3x13,5x16 cm."
GDP6300,Rádio CD/MP3 Grundig RCD 1445 USB,GDP6300,"72,00","2,4",GRUNDIG,235,"Rádio CD Mp3. Sintonizador PLL FM/AM . Potencia: 12W PMPO. 10+10 memorias. Ligações: USB 2.0, auriculares. Display LCD. Alimentação 230V ou por Pilhas. Dimensões: 24,5x14x24,5 cm. Cor: Cinza/Preto"
GLR6011,Coluna Bluetooth Grundig GSB 120 Black/Silver,GLR6011,"100,00","6,6",GRUNDIG,210,"Coluna Bluetooth, 2 x 5 W, transdutores passivos para amplificar as baixas frequências, alcance Bluetooth até 10 m, altifalante bluetooth mãos livres, bateria de litio 7.4 V, tempo de trabalho até mais de 8 horas, AUX input. Medidas: 17 x 7 x7 cm. Cor Preto/Prateado."
GLR6140,Coluna Bluetooth Grundig GSB 800 Black,GLR6140,"130,00","6,6",GRUNDIG,210,"Barra de Som com 4 alto falantes, streaming de música a partir de telemóvel ou tablet via Bluetooth até 10 m de alcance, 2 x 20 W RMS, efeito de som3D, Subwoofer output, AUX input, Medidas: 99 x 9 x7 cm, Cor Preto."
GDP6330,Rádio CD/MP3 Grundig RCD 1445 USB Silver,GDP6330,"72,00","2,4",GRUNDIG,235,"Rádio CD Mp3. Sintonizador PLL FM/AM . Potencia: 12W PMPO. 10+10 memorias. Ligações: USB 2.0, auriculares. Display LCD. Alimentação 230V ou por Pilhas. Dimensões: 24,5x14x24,5 cm. Cor: Cinza/Preto"
350032047170,Maquina Lavar Beko WMY 91443 LB1,47170,"455,00",77,BEKO,135,1400 RPM Variável - 9 Kg - Óculo Grande XL - LCD Display (grande) - Eletrónica - Classe A++
350032047160,Maquina Lavar Beko WMY 71283 PTLMB2,47160,"346,00",65,BEKO,135,1200 RPM Variável - 7 Kg - Óculo Grande XL - Electrónica - Volumax - Display Digital - Classe A+++AB
350032047230,Maquina Secar Beko DPY 8506 GXB1,47230,"649,00",53,BEKO,135,Secador P/Condensação c/Bomba Calor | 16 Programas | LCD Display (grande) | 8 Kg | Controlo Humidade Eletrónico | Classe A+++
350032047231,Maquina Secar Beko DPY 8405 GXB2,47231,"590,00",53,BEKO,135,Secador P/Condensação c/Bomba Calor | 16 Programas | Display digital | 8 Kg | Controlo Humidade Eletrónico | Classe A++
350032047232,Maquina Secar Beko DPS 7405 GB5,47232,"546,00",53,BEKO,135,Secador P/Condensação c/Bomba Calor | 16 Programas | 7 Kg | Classe A-30
350032047235,Maquina Secar Beko DCY 8402 XW3,47235,"396,00",38,BEKO,135,Secador P/Condensação | 15 Programas | Display digital | 8 Kg | Controlo Humidade Eletrónico | Classe: B
350013046347,Frigorifico SBS Beko GN 162420 X,46347,"1 269,00",132,BEKO,130,Side By Side | No Frost |616 L / 526 L (375/151) | Ice Maker | Classe A+ (447 Kwh/ano) | 1790 x 920 x 710 mm ( A x L x P ) | Inox
350013046346,Frigorifico SBS Beko GN 162320 X,46346,"1 205,00","133,5",BEKO,130,SBS | No Frost | 616 L / 526 L (375/151) | Ice Maker | Classe A+ | 1790 x 920 x 710 mm (A x L x P) | Inox
350013046348,Frigorifico SBS Beko GN 163220 S,46348,"979,00",125,BEKO,130,SBS | No Frost | 560 L | Wat. Disp. | Classe A+ | 1780 x 925 x 730 (A x L x P) | Silver
350019048054,Forno Encast. Beko OIM 39701 X,48054,"652,00","39,5",BEKO,115,Forno Multifunções (14+54A) |Função Cozedura a Vapor | Parede traseira catalítica | Programador digital Touch Control | Prateleira telescópica c/ 2 níveis| 75 lt | 43 dbA | Vitreous Line
350013046895,Frigorifico Beko RDSA 240K20 W,46895,"286,00",46,BEKO,130,2 Portas | 233 L /228 L (179/49) | Classe A+ | 1458 x 540 x 600 mm (A x L x P)
350032047199,Maq.Integ. Beko WMI 81242,47199,"475,00",73,BEKO,115,1200 RPM Variável - 8 Kg - Óculo Grande - Mini LCD - Variável - Classe A+AB
375065060551,Ar Condicionado Hisense Multi (Unid.Ext.) AMW4-36U4SAD1,60551,"1 368,00",77,HISENSE,105,
375001367051,Combinado Hisense RD-46WC4SBA/CPA1,67051,"512,00",93,HISENSE,130,
375004367185,Arca Horizontal Hisense FT-403D4AW1,67185,"325,00",50,HISENSE,120,306 L / 306 L | Classe A+ | 830 x 1125 x 675 mm (A x L x P)
GKR3130,Rádio Relógio Grundig SonoClock KSC 35 Preto,GKR3130,"16,50","0,76",GRUNDIG,230,"Rádio Relógio Despertador. 1 Alarme por rádio ou sinal sonoro. Snooze 9 min. Indicador de alarme. Rádio FM/AM. Alimentação 230V e bateria de segurança. LED cor verde. Medidas: 18,5 x 4,5 x 13,0 cm. Cor: Negro."
375004367190,Arca Horizontal Hisense FT-130D4AW1,67190,"187,00",26,HISENSE,120,98 L / 98 L | Classe A+ | 837 x 563 x 519 mm (A x L x P)
375004367192,Arca Horizontal Hisense FT-267D4AW1,67192,"259,00",37,HISENSE,120,205 L / 205 L | Classe A+ | 825 x 946 x 567 mm (A x L x P)
375004367193,Arca Horizontal Hisense FT-325D4AW1,67193,"305,00",41,HISENSE,120,250 L / 250 L | Classe A+ | 832 x 1115 x 607 mm (A x L x P)
375001367012,Mini Bar Hisense RR-55D4AW1,67012,"115,00",17,HISENSE,130,
GKR2310,Rádio Relógio Grundig SonoClock SC 600,GKR2310,"17,00","0,79",GRUNDIG,230,"Rádio Relógio Despertador. 1 Alarme por rádio ou sinal sonoro. Snooze 9 min. Indicador de alarme. Rádio FM/AM. Alimentação 230V e bateria de segurança. LED cor verde. Medidas: 18,5 x 4,5 x 13,0 cm. Cor: Prata/Titane"
350032047162,Maquina Lavar Beko WMY 81283 LMXB2,47162,"496,00",72,BEKO,135,1200 RPM Variável - 8 Kg - Óculo Grande - Electrónica - Classe A++
350032047163,Maquina Lavar Beko WMY 71083 LMXB2,47163,"399,00",64,BEKO,135,1000 RPM Variável - 7 Kg - Display Digital - Classe A+++ - Inox
350032047176,Maquina Lavar Beko WMY 121444 LB1,47176,"659,00",85,BEKO,135,1400 RPM Variável - 12 Kg - Óculo Grande XL - Electrónica - Classe A++
350033047593,Maq.Louça Beko DFS 05011 W,47593,"319,00","42,3",BEKO,135,10 Talheres | 45 cm | 5 Programas | Classe A+AA
375065069516,Unidade Interior Hisense AS-09UR4SVPSC5G,69516,"128,00",10,HISENSE,105,
375065069517,Unidade Exterior Hisense AS-09UR4SVPSC5W,69517,"0,00",30,HISENSE,105,
350033047598,Maq.Louça Beko DFN 28321 W,47598,"405,00","48,4",BEKO,135,13 Talheres | Mini LCD | 8 Programas | Classe A++AA | Branca
350019048058,Forno Encast. Beko BIS 25500 XMS,48058,"537,00",41,BEKO,115,Forno Multifunções (14+52A) | Steamaid cooking function  |   Parede traseira catalítica | Programador digital Touch Control | Prateleira telescópica | 65 lt | 43 dbA
350019048059,Forno Encast. Beko BIM 25302 X,48059,"345,00","39,5",BEKO,115,Forno Multifunções (8) | Programador Digital | 65 lt. | 43 dbA  
350033047600,Maq.Louça Beko DFS 05011 X,47600,"339,00","42,3",BEKO,135,10 Talheres | 5 Programas | Meia Carga | Classe A+AA | 45 cm
350013046786,Congelador Vert.  Beko RFNE 312E33 X,46786,"728,00",62,BEKO,120,No Frost |Inox | 312 L / 275 L | 8 Gavetas | Classe A++ | 1845 x 595 x 650 mm (A x L x P)
350013046794,Frigorifico Beko RSNE 445E33 X,46794,"559,00",70,BEKO,130,1 Porta No Frost | 445 L / 375 L | Cooler | Inox | Classe A++ | 1845 x 595 x 650 mm (A x L x P) | Inox
350019048046,Forno Encast. Beko BIM 24400 BCS,48046,"379,00","38,8",BEKO,115,Forno Multifunções (12) | Parede traseira catalítica | Programador Digital | Prateleira Telescópica  | 65 lt. | 43 dbA | Vitreous Line
350019048061,Forno Encast. Beko BIE 22300 X,48061,"263,00","36,4",BEKO,115,Forno Multifunções (6) | Programador Digital | 65 lt. | 43 dbA | Classic Line
350019048062,Forno Encast. Beko BIE 22301 X,48062,"273,00","35,8",BEKO,115,Forno Multifunções (6) | Programador Digital | 65 lt. | 43 dbA | Classic Line
350019048063,Forno Encast. Beko BIE 22300 XP,48063,"470,00","41,2",BEKO,115,Forno Multifunções Pirolítico (8) | Programador Eletrónico (A.D.) |  65 lt. | 43 dbA  | Classic Line
350019048064,Forno Encast. Beko BIM 25400 XPS,48064,"550,00","43,9",BEKO,115,Forno Multifunções (14) | Pirolítico | Programador Digital (A.D.) | Prateleira Telescópica  | 65 lt. | 43 dbA | Vitreous Line
350019048066,Forno Encast. Beko BIC 22000 X,48066,"195,00","31,6",BEKO,115,Forno Convencional (4) | 67.5 lt. | 43 dbA  | Comfort Line
350019048065,Forno Encast. Beko BIE 22101 X,48065,"242,00","33,5",BEKO,115,Forno Multifunções (6) | Programador Mecânico | 65 lt. | 43 dbA | Classic Line
350076048112,Exaustor Chaminé Beko HCB 61731 BX,48112,"176,00","14,6",BEKO,115,Exaustor de Chaminé 60 cm | Inox | 540 m3/h | 1 Turbina
350076048122,Exaustor Telescópico Beko CTB 6250 X,48122,"118,00","8,5",BEKO,115,Telescópico 60 cm | Inox | 420 m3/h | 1 Motor
350076048121,Exaustor Chaminé Beko HCB 91734 BX,48121,"439,00","16,2",BEKO,115,Exaustor de Chaminé 90 cm | Inox | 740 m3/h | 1 Turbina
350033047604,Maq.Louça Beko DFN 28330 W,47604,"429,00",50,BEKO,135,13 Talheres | Aqua intensive | 8 Programas | Classe A+++AA
350004046370,Congelador Horizontal Beko HS 221520,46370,"243,00",40,BEKO,120,205 L / 187 L | Classe A+ | 912 x 751 x 725 (A x L x P)
375001367060,Combinado Hisense RB403N4EW1,67060,"464,00",78,HISENSE,130,
375001367018,Frigorifico Hisense RL325D4AW1,67018,"267,00",45,HISENSE,130,
375001367103,Frigorifico SBS Hisense RQ562N4AC1,67103,"929,00",116,HISENSE,130,
