Codigo,Nome,CodCurto,PVPBase,PesoBrt,Marca,Familia,NomeXtra
375001367021,Frigorifico Hisense RT417N4DW1,67021,"464,00","70,4",HISENSE,130,
375001367014,Frigorifico Hisense RR154D4AW2,67014,"216,00","33,5",HISENSE,130,
350076048123,Exaustor Chaminé Beko CWB 7441 X,48123,"140,00","11,6",BEKO,115,Exaustor de Chaminé 70 cm | Inox | 410 m3/h | 1 Turbina
350013046394,Combinado Beko CN 148220,46394,"670,00",86,BEKO,130,No Frost | 475 L / 426 L (301/125) | 3 gavetas | Classe A+ ( 307 Kwh/ano) | 1945 x 700 x 680 mm ( A x L x P )
350032047233,Maquina Secar Beko DPS 7205 W3,47233,"481,00",53,BEKO,135,Secador P/Condensação c/Bomba Calor | 11 Programas | 7 Kg | Classe A-30
375001367106,Frigorifico SBS Hisense RS723N4WC1,67106,"789,00",110,HISENSE,130,
350013046382,Combinado Beko CN 232121,46382,"438,00",74,BEKO,130,No Frost |320 L / 273 L (193/80) | 3 Gavetas | Classe A+ (304 Kwh/ano) | 1853  x  595 x 600 mm  (A x L x P )
375001367023,Frigorifico Hisense RT393D4AW1,67023,"330,00",61,HISENSE,130,
375001367107,Frigorifico SBS Hisense RQ562N4GW1,67107,"1 039,00",126,HISENSE,130,
375001367108,Frigorifico SBS Hisense RS670N4HC2,67108,"784,00",107,HISENSE,130,
375032067206,Máquina Roupa Hisense WFEA6010,67206,"275,00",65,HISENSE,135,
375032067207,Máquina Roupa Hisense WFDJ7010,67207,"312,00",76,HISENSE,135,
275075060311,Power Bank Hisense 4400MAH PP520,60311,"19,00","0,05",HISENSE,295,
375001367063,Combinado Hisense RB299N4AW1,67063,"390,00","57,5",HISENSE,130,
350076048126,Exaustor Chaminé Beko HCB 91731 BX,48126,"198,00","16,2",BEKO,115,Exaustor de Chaminé 90 cm | Inox | 740 m3/h | 1 Turbina
MMH000,"LCD Grundig 22"" Vision 4 22 VLE 4520 BF",MMH000,"199,00",4,GRUNDIG,250,
MMJ000,"LCD Grundig 28"" Vision 4 28 VLE 4500 BF",MMJ000,"289,00","4,4",GRUNDIG,250,
350032047495,Maquina Lavar e Secar Beko HTV 8633 XSO,47495,"515,00",60,BEKO,135,1200 RPM Variável | 8 Kg | Classe A+AD | 5 Kg secagem
350013046232,Combinado Beko CN 228121,46232,"411,00",74,BEKO,130,No Frost |295 L / 266 L (176/90) | 3 Gavetas | Classe A+ (324 Kwh/ano) | 1754 x 595 x 600 mm ( A x L x P )
MMR000,"LCD Grundig 22"" Vision 5 22 VLE 5520 WG",MMR000,"209,00",4,GRUNDIG,250,
350020048325,Microondas Encast. Beko  MGB 25333 X,48325,"290,00","14,4",BEKO,115,Grill Simultâneo | 25L | Eletrónico | Nicho para Encastre | Inox | Dimensões: 388 x 595 x 392 mm
350020048326,Microondas Encast. Beko  MGB 25333 BG,48326,"282,00","20,5",BEKO,115,Grill Simultâneo | 25L | Eletrónico | Nicho para Encastre | Dimensões: 388 x 595 x 392 mm
350020048327,Microondas Encast. Beko  MGB 25332 BG,48327,"238,00","20,5",BEKO,115,Grill Simultâneo | 25L | Eletrónico | Nicho para Encastre | Dimensões: 388 x 595 x 392 mm
375001367065,Combinado Hisense RB403N4EC2,67065,"516,00",78,HISENSE,130,
350070048923,Filtro Carbono Exaustor Beko (HCB91731BX/6511BX) 165730006,48923,"19,00","0,5",BEKO,800,
375001367066,Combinado Hisense RB371N4EW1,67066,"434,00","73,5",HISENSE,130,
GRN1400,Rádio Portátil Grundig Music 61 White,GRN1400,"50,00",1,GRUNDIG,235,"Rádio mesa. Sintonizador analógico. FM mono/AM/OL. Altifalante integrado . Entrada para Headphone.  Antena telescópica. Funcionamento a 230V e a pilhas  4 x LR14. Medidas: 24,7x12,7x6,2 cm. Cor: Branco"
GRN1410,Rádio Portátil Grundig Music 61 Black,GRN1410,"50,00",1,GRUNDIG,235,"Rádio mesa. Sintonizador analógico. FM mono/AM/OL. Altifalante integrado . Entrada para Headphone.  Antena telescópica. Funcionamento a 230V e a pilhas  4 x LR14. Medidas: 24,7x12,7x6,2 cm. Cor: Branco"
GKR3140,Rádio Relógio Grundig SonoClock KSC 35 Branco,GKR3140,"16,50","0,76",GRUNDIG,230,"Rádio Relógio Despertador. 1 Alarme por rádio ou sinal sonoro. Snooze 9 min. Indicador de alarme. Rádio FM/AM. Alimentação 230V e bateria de segurança. LED cor verde. Medidas: 18,5 x 4,5 x 13,0 cm. Cor: Negro."
350032047167,Maquina Lavar Beko WCC 8502 BWO,47167,"315,00",64,BEKO,135,1000 RPM Variável - 8 Kg - Display Digital - Classe A+++ -
355013059000,Frigorifico SBS Grundig GSBS 16820 FX,59000,"1 509,00",123,GRUNDIG,130,SBS | No Frost | 616 L / 526 L (375/151) | Ice Maker | Classe A++ | 1820 x 910 x 720 mm (A x L x P) | Inox
350013046344,Frigorifico SBS Beko GN 162530 X,46344,"1 259,00","133,5",BEKO,130,SBS | No Frost | 616 L / 526 L (375/151) | Ice Maker | Classe A++ | 1790 x 920 x 710 mm (A x L x P) | Inox
350013046798,Frigorifico SBS Beko GNE 134630 X,46798,"1 489,00","141,3",BEKO,130,Side By Side | No Frost | 605 L / 540 L (385/155) | 4 portas ( 1 multizona 77 L ) | Ice Maker | Classe A++ (453 Kwh) | 1820 x 920 x 720 mm ( A x L x P ) | Inox
350013046799,Frigorifico Beko RDNE 455E31 ZX,46799,"719,00",90,BEKO,130,2 Portas | 455 L |  Classe A++ | 1820 x 700 x 680 (A x L x P) | Inox
350013046756,Frigorifico Beko RDNE 455K20 W,46756,"569,00",90,BEKO,130,2 Portas | 455 L |  Classe A+ | 1820 x 700 x 680 (A x L x P) | Branco
350013046234,Frigorífico Beko RSSE 415M23 DW,46234,"478,00",74,BEKO,130,1 Porta | 415 L / 356 L | Cooler | W. Disp.|  Classe A+ | 1710 x 600 x 650 mm (A x L x P)
350028048589,Dominó Encast. Beko HDMI 32400 DTX,48589,"312,00",13,BEKO,115,30cm | Dueto 2 focos indução | Comandos Touch Control | Inox
350013046789,Frigorifico Beko RSNE 445E33 W,46789,"522,00",70,BEKO,130,1 Porta No Frost | 445 L / 375 L | Cooler | Classe A++ | 1845 x 595 x 650 mm (A x L x P
350013046781,Congelador Vert.  Beko RFNE 312E33 W,46781,"669,00",62,BEKO,120,No Frost | 312 L / 275 L | 8 Gavetas | Classe A++ | 1845 x 595 x 650 mm (A x L x P)
350019048069,Forno Encast. Beko BIE 24300 W,48069,"298,00",40,BEKO,115,Forno Multifunções (6) | Programador Digital | 72 lt. | 43 dbA | Home Line | Branco
350028048555,Placa Encast. Beko HII 63400 AT,48555,"318,00",12,BEKO,115,Placa 3 Indução Magnética | Touch Control 
350017048640,Fogão Gás Beko GM 15121 DX,48640,"675,00",71,BEKO,110,4 Gás | Forno Eléctico | Inox | 90 x 60 | Válvula Segurança
350017048641,Fogão Gás Beko GM 15310 DB,48641,"705,00",71,BEKO,110,4 Gás | Forno Eléctico | Inox | 90 x 60 | Válvula Segurança
350013046780,Congelador Vert.  Beko RFNE 290L21 X,46780,"544,00","74,5",BEKO,120,No Frost | 290 L / 250 L | 7 Gavetas | Classe A+ | 1710 x 595 x 650 mm (A x L x P)
350013046303,Frigorifico Beko RDSA 310M20,46303,"364,00",60,BEKO,130,2 Portas | 330 L / 318 L (245/73)| Classe A+ | 1740 x 595 x 615 mm (A x L x P)
350013046302,Frigorifico Beko RDSA 310M20 X,46302,"392,00",68,BEKO,130,2 Portas | 330 L / 318 L (245/73)| Classe A+ | 1740 x 595 x 615 mm (A x L x P) | Inox
350013046304,Frigorifico Beko RDNE 350K20 W,46304,"479,00",68,BEKO,130,2 Portas | 330 L | Classe A | No Frost | 1750 x 595 x 600 (A x L x P)
350013046310,Congelador Vert.  Beko RFNE 270K21 W,46310,"423,00",56,BEKO,120,No Frost | 270 L / 214 L | 6 Gavetas | Classe A+ | 1510 x 595 x 650 mm (A x L x P)
350013046311,Congelador Vert.  Beko RFNE 290L21 W,46311,"480,00",62,BEKO,120,No Frost | 290 L / 250 L | 7 Gavetas | Classe A+ | 1710 x 595 x 650 mm (A x L x P)
350013046312,Congelador Vert.  Beko RFNE 312K21 W,46312,"522,00",62,BEKO,120,No Frost | 312 L / 272 L | 8 Gavetas | Classe A+ | 1845 x 595 x 650 mm (A x L x P)
350013046305,Frigorifico Beko RSSE 415M21 W,46305,"422,00","71,5",BEKO,130,1 Porta | 415 L / 356 L | Cooler | Classe A+ | 1710 x 600 x 650 mm (A x L x P)
350013046306,Frigorifico Beko RSSE 415M21 X,46306,"465,00",70,BEKO,130,1 Porta | 415 L / 356 L | Cooler | Classe A+ | Inox  | 1715 x 600 x 650 mm (A x L x P)
350013046343,Frigorifico SBS Beko GN 163121 X,46343,"963,00",124,BEKO,130,SBS | No Frost | 616 L / 526 L (375/151) | Classe A+ | 1780 x 925 x 730 mm (A x L x P)
350013046391,Combinado Beko RCNE 520E31 DZX,46391,"757,00",90,BEKO,130,No Frost | 520 L / 450 L (326/124) | 3 gavetas | Dispensador água | Classe A++ | 1915 x 700 x 680 mm ( A x L x P )| Inox
375001367027,Frigorifico Hisense RL475N4BC2,67027,"520,00",80,HISENSE,130,
375001367028,Frigorifico Hisense RL423N4AW1,67028,"455,00",75,HISENSE,130,
375001367158,Arca Vertical Hisense FV341N4BC2,67158,"575,00",86,HISENSE,130,
350032047237,Maquina Secar Beko DH 9433 RXO,47237,"615,00",53,BEKO,135,Secador P/Condensação c/Bomba Calor | 16 Programas | Display digital | 9 Kg | Controlo Humidade Eletrónico | Classe A++
375089060700,Desumidificador Hisense DH-25K4HDL,60700,"205,00",20,HISENSE,190,
350013046758,Frigorifico SBS Beko GNE 60530  DX,46758,"1 375,00",139,BEKO,130,Side By Side | No Frost | 550 L (396/154) | Dispensador de água | Classe A++ (458 kwh/ano) | 1825 x 840 x 745 mm ( A x L x P ) | Inox
350013046760,Frigorifico Beko RDNE 455E31 DZW,46760,"665,00",92,BEKO,130,2 Portas | 550 L / 436 L (350/86) | Wat. Disp. |  Classe A+ | 1930 x 700 x 685 mm (A x L x P)
350020048306,Microondas Beko  MOC 20100 W,48306,"66,80","14,4",BEKO,190,20L | Mecânico | Branco
350020048307,Microondas Beko  MGC 20100 W,48307,"72,40","14,4",BEKO,190,20L | Grill | Mecânico | Branco
350013046314,Congelador Vert.  Beko RFNE 312K21 X,46314,"560,00",62,BEKO,120,No Frost | 312 L / 272 L | 8 Gavetas | Classe A+ | 1845 x 595 x 650 mm (A x L x P)
375001367067,Combinado Hisense RB371N4EC2,67067,"491,00","73,5",HISENSE,130,
375001367159,Arca Vertical Hisense FV306N4AW1,67159,"486,00",86,HISENSE,130,
375065069520,Unidade Interior Hisense AST-09UW4STG10,69520,"164,00",11,HISENSE,105,
375065069521,Unidade Exterior Hisense AST-09UW4SVE10,69521,"331,00",30,HISENSE,105,
375065069526,Unidade Interior Hisense AST-24UW4STG10,69526,"0,00",16,HISENSE,105,
350028048557,Placa Encast. Beko HIZG 64101 SX,48557,"99,00",10,BEKO,115,Placa 60 cm | 4 Gás Standard | Válvula Segurança | Inox
375065069529,Unidade Exterior Hisense AUW-24U4SA1,69529,"0,00",59,HISENSE,105,
375065069535,Unidade Exterior Hisense AUW-18U4SZ1,69535,"0,00",59,HISENSE,105,
375065069551,Painel Superior Cassete 18000BTU PE-BA-B29,69551,"0,00",5,HISENSE,105,
375065069542,Unidade Interior Hisense AUV-24UR4SAA1,69542,"0,00",59,HISENSE,105,
350070048926,Filtro Carbono Exaustor Beko (2 Pc) (CTB6250X/6407X) 9197059543,48926,"27,00","0,5",BEKO,800,
375065069545,Unidade Interior Hisense AMV-12UX4SA,69545,"0,00",24,HISENSE,105,
350028048556,Placa Encast. Beko HII 63403 AT,48556,"359,00",12,BEKO,115,Placa 3 Indução Magnética | Touch Control 
355013059001,Combinado Grundig GKN 16220 X,59001,"819,00",92,GRUNDIG,130,No Frost | 400 L / 356 L (257/99) | 3 gavetas | Classe A++ | 2010 x 595 x 650 mm ( A x L x P )  | Inox
355013059002,Combinado Grundig GKN 16220,59002,"769,00",92,GRUNDIG,130,No Frost | 400 L / 356 L (257/99) | 3 gavetas | Classe A++ | 2010 x 595 x 650 mm ( A x L x P )
355013059003,Combinado Grundig GKN 16825 X,59003,"769,00",84,GRUNDIG,130,No Frost | 365 L / 318 L (219/99) | 3 gavetas | Classe A++ | 1853 x 595 x 650 mm ( A x L x P )  | Inox
355013059004,Combinado Grundig GKN 16825,59004,"713,00",84,GRUNDIG,130,No Frost | 365 L / 318 L (219/99) | 3 gavetas | Classe A++ | 1853 x 595 x 650 mm ( A x L x P )
355013059101,Congelador Vert. Grundig GFN 13820,59101,"809,00",92,GRUNDIG,120,No Frost | 312 L / 275 L | 8 Gavetas | Classe A++ | 1845 x 595 x 650 mm (A x L x P)
355032059301,Maquina Lavar Grundig GWN 37430,59301,"437,00",75,GRUNDIG,135,1400 RPM Variável - 7 Kg - Óculo Grande XL - Electrónica - Volumax - Display Digital - Classe A+++AB
355033059500,Maquina Louça Grundig GNF 41820 X,59500,"577,00","48,4",GRUNDIG,135,13 Talheres | Mini LCD | 8 Programas | Classe A++AA | Inox
355033059501,Maquina Louça Grundig GNF 41820,59501,"525,00","48,4",GRUNDIG,135,13 Talheres | Mini LCD | 8 Programas | Classe A++AA | Branca
350013046393,Combinado Beko RCNE 520E31 W,46393,"689,00",86,BEKO,130,No Frost | 520 L / 450 L (326/124) | 3 gavetas | Classe A++ | 1915 x 700 x 680 mm ( A x L x P )| Branco
350013046395,Combinado Beko RCNE 520E31 ZX,46395,"719,00",86,BEKO,130,No Frost | 520 L / 450 L (326/124) | 3 gavetas | Classe A++ | 1915 x 700 x 680 mm ( A x L x P )| Inox
350013046767,Frigorifico Beko RSSE 445K21 W,46767,"449,00",70,BEKO,130,1 Porta Cíclico |  445 L / 400 L | Cooler | Classe A+ | 1845 x 595 x 650 mm (A x L x P
350013046766,Frigorifico Beko RSSE 445K21 X,46766,"499,00",70,BEKO,130,1 Porta Cíclico |  445 L / 400 L | Cooler | Classe A+ | Inox | 1845 x 595 x 650 mm (A x L x P
350070048909,Saco Microfibra Aspirador Beko (BKS2123) 9193042288,48909,"3,90","0,2",BEKO,800,
350017048648,Fogão Gás Beko CSG 42009 DW,48648,"229,00","49,8",BEKO,110,4 Gás c/ Válvula de Segurança | Forno a Gás | Branco | 50 x 50 cm | Válvula Segurança | Branco
MMM000,"LCD Grundig 40"" Vision 4 40 VLE 4520 BF",MMM000,"419,00",8,GRUNDIG,250,
GRN1540,Rádio Portátil Grundig Music 60 Red,GRN1540,"45,00",1,GRUNDIG,235,"Rádio mesa. Sintonizador analógico. FM mono/AM/OL. Altifalante integrado . Entrada para Headphone.  Antena telescópica. Funcionamento a 230V e a pilhas  4 x LR14. Medidas: 24,7x12,7x6,2 cm. Cor: Branco"
350032047499,Maquina Lavar e Secar Beko HITV 8733 BO,47499,"660,00",60,BEKO,115,1400 RPM Variável | 8 Kg | Classe A | 5 Kg secagem
350028048561,Placa Encast. Beko HII 64500 FHTW,48561,"517,00","14,4",BEKO,115,Placa 60 cm Indução com 2 Zonas Flexíveis + 2 Indução Normal | Slider Control | Timer
350013046340,Frigorifico Beko RDNE 535E31 ZX,46340,"739,00",92,BEKO,130,2 Portas | 550 L / 436 L (350/86) |  Classe A+ | 1930 x 700 x 685 mm (A x L x P) | Inox
350019048081,Pack Encast. Forno + Placa Beko BSE 22341 X,48081,"490,00",51,BEKO,115,BIE 22300 X + HII 63400 AT
350019048080,Pack Encast. Forno + Placa Beko BSE 22120 X,48080,"370,00",51,BEKO,115,BIE 22101 X + HIC 63401 T
GDP6310,Rádio CD/MP3 Grundig RCD 1445 USB Pink/Silver,GDP6310,"72,00","2,4",GRUNDIG,235,"Rádio CD Mp3. Sintonizador PLL FM/AM . Potencia: 12W PMPO. 10+10 memorias. Ligações: USB 2.0, auriculares. Display LCD. Alimentação 230V ou por Pilhas. Dimensões: 24,5x14x24,5 cm."
GDP6320,Rádio CD/MP3 Grundig RCD 1445 USB Blue/Silver,GDP6320,"72,00","2,4",GRUNDIG,235,"Rádio CD Mp3. Sintonizador PLL FM/AM . Potencia: 12W PMPO. 10+10 memorias. Ligações: USB 2.0, auriculares. Display LCD. Alimentação 230V ou por Pilhas. Dimensões: 24,5x14x24,5 cm."
GDP6350,Rádio CD/MP3 Grundig RCD 1445 USB Aqua/Silver,GDP6350,"72,00","2,4",GRUNDIG,235,"Rádio CD Mp3. Sintonizador PLL FM/AM . Potencia: 12W PMPO. 10+10 memorias. Ligações: USB 2.0, auriculares. Display LCD. Alimentação 230V ou por Pilhas. Dimensões: 24,5x14x24,5 cm."
350033047612,Maq.Louça Beko DFS 28020 W,47612,"354,00","42,3",BEKO,135,10 Talheres | 8 Programas | Meia Carga | Classe A++AA | 45 cm
350014048308,Ferro de engomar Beko  SIM 7124 B,48308,"46,90",2,BEKO,190,2400 W | Golpe máximo 150 g/m | Depósito 350 mg | Base cerâmica |  Azul
350014048309,Ferro de engomar Beko  SPA 7131 P,48309,"89,90","2,35",BEKO,190,3100 W | Golpe máximo 240 g/m | Depósito 350 mg | Base cerâmica |  Violeta
350017048649,Fogão Gás Beko FSG 62000 DWL,48649,"284,00",48,BEKO,110,4 Gás c/ Válvula Segurança | Forno a Gás | Branco | 60 x 60 cm
350017048650,Fogão Gás Beko FSG 62000 DXL,48650,"308,00","50,5",BEKO,110,4 Gás | Forno a Gás | Inox | 60 x 60 | Válvula Segurança
350016048659,Fogão Vitrocerâmico Beko FSM 67320 GXS,48659,"495,00",52,BEKO,110,4 Vitrocerêmicas | Forno Multifunções (8) | Classe: A-10 | Programador Digital | Inox | 60 x 60 |Inox
350016048656,Fogão Vitrocerâmico Beko FSM 67320 GWS,48656,"435,00",52,BEKO,110,4 Vitrocerêmicas | Forno Multifunções (8) | Classe: A-10 | Programador Digital | Inox | 60 x 60 |Branco
350016048658,Fogão Vitrocerâmico Beko FSE 67310 GX,48658,"460,00",45,BEKO,110,4 Vitrocerêmicas | Forno Multifunções (6) | Programador Digital | Inox | Classe: A-10 | 60 x 60 cm
350017048652,Fogão Gás Beko FSE 62110 DW,48652,"332,00",45,BEKO,110,4 Gás c/ Válvula de Segurança | Forno Multifunções (6) | Branco | Classe: A-10 | 60 x 60 cm
350017048654,Fogão Gás Beko FSG 62110 DWCS,48654,"339,00",51,BEKO,110,4 Gás | Forno a Gás | Branco | 60 x 60 | Válvula Segurança
375001367013,Frigorifico Hisense RL170D4AW2,67013,"186,00","33,5",HISENSE,130,
350032047169,Maquina Lavar Beko WTV 8602 XSOX,47169,"440,00",72,BEKO,135,1200 RPM Variável - 8 Kg - Óculo Grande XL - Electrónica - Mini LCD Display - Classe A+++AB -  Inox
350013046398,Combinado Beko RCNA 365E31 DZW,46398,"552,00",86,BEKO,130,No Frost | 365 L / 318 L (219/99) | 3 gavetas | Dispensador água | Classe A++ | 1853 x 595 x 650 mm ( A x L x P )
350013046399,Combinado Beko RCNA 365E30 ZGB,46399,"660,00",86,BEKO,130,No Frost | 365 L / 318 L (219/99) | 3 gavetas | Dispensador água | Classe A++ | 1853 x 595 x 650 mm ( A x L x P ) | Glass Black
375001367110,Frigorifico SBS Hisense RS723N4WB1,67110,"820,00",110,HISENSE,130,
375001367111,Frigorifico SBS Hisense RS695N4IS2,67111,"1 169,00",121,HISENSE,130,
350076048127,Exaustor Chaminé Beko HCA 62640 B,48127,"289,00","18,799999",BEKO,115,Exaustor de Chaminé 60 cm | Inox / Preto | 740 m3/h | 1 Turbina
375001367112,Frigorifico SBS Hisense RS670N4HW1,67112,"699,00",107,HISENSE,130,
350013046384,Combinado Beko RCSA 330K21 W,46384,"389,00",86,BEKO,130,321 L / 295 L (205/90)| 3 Gavetas | Classe A+ | 1853 x 595 x 600 mm (A x L x P)
350070048927,Filtro Carbono Exaustor Beko (CFB6433X/9433X) 9197060193,48927,"16,00","0,5",BEKO,800,
350032047173,Maquina Lavar Beko WMY 81483 LMB2,47173,"367,00",72,BEKO,135,1400 RPM Variável - 8 Kg - Óculo Grande XL - Electrónica - Volumax - Display Digital - Classe A+++AB
350019048071,Forno Encast. Beko BIE 22302 XD,48071,"286,00","35,8",BEKO,115,Forno Multifunções (6) | Programador Digital | 65 lt. | Rail Telesc. | 43 dbA | Classic Line
GMM8210,Secador Cabelo Grundig HD 6862,GMM8210,"29,99","0,455",GRUNDIG,190,
GMN3460,Secador Cabelo Grundig HD 9280,GMN3460,"45,99","0,455",GRUNDIG,190,
375001367022,Frigorifico Hisense RT326N4DW1,67022,"419,00",60,HISENSE,130,
375001367113,Frigorifico SBS Hisense RQ562N4GB1,67113,"1 049,00",126,HISENSE,130,
350032047198,Maq.Integ. Beko WMI 81442,47198,"495,00",73,BEKO,115,1400 RPM Variável - 8 Kg - Óculo Grande - Mini LCD - Variável - Classe A+++AB
350013046400,Combinado Beko RCNA 320K20 PT,46400,"484,00",86,BEKO,130,
350013046890,Frigorifico Beko RDNT 230I20 W,46890,"385,00",46,BEKO,130,2 Portas | 230 L /201 L (139/62) | Classe A+ | 1450 x 540 x 620 mm (A x L x P)
350013046891,Frigorifico Beko RDNT 230I20 P,46891,"405,00",46,BEKO,130,2 Portas | 230 L /201 L (139/62) Titanium| Classe A+ | 1450 x 540 x 620 mm (A x L x P)
350013046893,Frigorifico Beko RDNT 270I20 P,46893,"465,00",46,BEKO,130,2 Portas | 270 L /241 L (179/62) Titanium| Classe A+ | 1650 x 540 x 610 mm (A x L x P)
350013046892,Frigorifico Beko RDNT 270I20 W,46892,"429,00",46,BEKO,130,2 Portas | 270 L /241 L (179/62) | Classe A+ | 1650 x 540 x 610 mm (A x L x P)
350013046380,Combinado Beko RCNA 320E21 X,46380,"528,00",69,BEKO,130,No Frost |320 L / 273 L (193/80) | 3 Gavetas | Classe A+ (304 Kwh/ano) | 1853  x  595 x 600 mm  (A x L x P ) | Inox
350013046379,Combinado Beko RCNA 320E21 W,46379,"507,00",74,BEKO,130,No Frost |320 L / 273 L (193/80) | 3 Gavetas | Classe A+ (304 Kwh/ano) | 1853  x  595 x 600 mm  (A x L x P )
350013046386,Combinado Beko RCNA 320K20 W,46386,"438,00",74,BEKO,130,No Frost |320 L / 273 L (193/80) | 3 Gavetas | Classe A+ (304 Kwh/ano) | 1853  x  595 x 600 mm  (A x L x P )
355032059302,Maquina Lavar Grundig GWN 49430,59302,"516,00",77,GRUNDIG,135,1400 RPM Variável - 9 Kg - Óculo Grande XL - Electrónica - Volumax - Display Digital - Classe A+++(-10%)AB
355032059303,Maquina Lavar Grundig GWN 38230,59303,"455,00",75,GRUNDIG,135,1200 RPM Variável - 8 Kg - Óculo Grande XL - Electrónica - Volumax - Display Digital - Classe A+++AB
355013059006,Frigorifico Grundig GSN 10720,59006,"713,00",82,GRUNDIG,130,1 Porta No Frost | 445 L / 375 L | Cooler | Inox | Classe A++ | 1845 x 595 x 650 mm (A x L x P)
350086048743,Aquecedor eléctrico água Beko BWH 100 EUC,48743,"189,00","34,5",BEKO,190,2000 W |  | 100 Lt | Instalação vertical | Classe C | Consumo anual 2813 Kwh
350086048744,Aquecedor eléctrico água Beko BWH 80 EUC,48744,"168,00",29,BEKO,190,2000 W |  | 80 Lt | Instalação vertical | Classe C | Consumo anual 1467 Kwh
350086048745,Aquecedor eléctrico água Beko BWH 50 EUC,48745,"140,00","21,5",BEKO,190,2000 W |  | 50 Lt | Instalação vertical | Classe C | Consumo anual 1433 Kwh
GLR7500,Hi-Fi Micro Grundig M 1000 BT,GLR7500,"119,00","5,8",GRUNDIG,215,
PGM000,"LCD Grundig 55"" Vision 6 55 VLE 6621 BP",PGM000,"659,00","20,5",GRUNDIG,250,
GMN0400,Secador Cabelo Grundig HD 6080,GMN0400,"25,99","0,455",GRUNDIG,190,
GMN3660,Aparador Cabelo Grundig MC 3340,GMN3660,"27,99","0,889",GRUNDIG,190,
GMN3560,Aparador Cabelo Grundig MC 3320,GMN3560,"21,99","0,889",GRUNDIG,190,
350014048319,Ferro de Caldeira Beko  SGA 7126 P,48319,"129,00","4,7",BEKO,190,2600 W | 6.0 Bar | Golpe máximo 100 g/m | Depósito 1Lt | Base cerâmica |  Azul
350013046837,Combinado Int. Beko BCHA 275E3 S,46837,"544,00",63,BEKO,115,275 L / 255 L (186/69) Semi No Frost | 3 Gavetas | Classe: A++ | 1770 x 540 x 535 mm (A x L x P)
350013046387,Combinado Beko RCNA 320K30 W,46387,"502,00",74,BEKO,130,No Frost |320 L / 287 L (197/90) | 3 Gavetas | Classe A++ (250 Kwh/ano) | 1853  x  595 x 600 mm  (A x L x P )
350013046388,Combinado Beko RCNA 320K30 PT,46388,"529,00",86,BEKO,130,No Frost |320 L / 287 L (197/90) | 3 Gavetas | Classe A++ (250 Kwh/ano) | 1853  x  595 x 600 mm  (A x L x P ) | PVC Inox
350013046237,Combinado Beko RCHA 270K20 X,46237,"403,00",69,BEKO,130,Semi No Frost | 273 L (193/80) | 3 Gavetas | Classe A+ (304 Kwh/ano) | 1705 x 540 x 600 ( A x L x P ) | Inox
350033047615,Maq.Louça Beko DFN 05210 W,47615,"312,00",41,BEKO,135,12 Talheres | LED Control | 5 Programas | Classe A+AA
350033047616,Maq.Louça Beko DFN 05210 X,47616,"340,00",42,BEKO,135,15 Talheres | 5 Programas | Meia Carga | Classe A+AA
350033047617,Maq.Louça Beko DSN 15420 X,47617,"435,00","48,4",BEKO,115,12 Talheres | 5 Programas | Classe A++A | Painel Inox
375001367068,Combinado Hisense RB400N4BC3,67068,"665,00",83,HISENSE,130,
375001367069,Combinado Hisense RB400N4EG2,67069,"560,00",83,HISENSE,130,
350013046896,Frigorifico Beko DSA 240K20 X,46896,"329,00",46,BEKO,130,2 Portas | 233 L /228 L (179/49) | Classe A+ | 1458 x 540 x 600 mm (A x L x P)
350033047620,Maq.Louça Integ. Beko DIN 26410,47620,"395,00",43,BEKO,115,12 Talheres | 6 Programas | Classe A+AA | Total Integrável
350033047621,Maq.Louça Integ. Beko DIN 26421,47621,"426,00",41,BEKO,115,12 Talheres | 6 Programas | Led Spot | Classe A++AA | Total Integrável
350033047618,Maq.Louça Beko DFN 26420 W,47618,"383,00","46,5",BEKO,135,13 Talheres | Aqua intensive | 6 Programas | Classe A++AA
350033047619,Maq.Louça Beko DFN 26420 X,47619,"415,00","46,5",BEKO,135,13 Talheres | Aqua intensive | 6 Programas | Classe A++AA
350033047622,Maq.Louça Integ. Beko DIS 15013,47622,"370,00",43,BEKO,115,10 Talheres | 5 Programas | Classe A+AA | Total Integrável
350019048079,Forno Encast. Beko BIR 25500 XMS,48079,"482,00",41,BEKO,115,Forno Multifunções (12) | Programador Digital (A.D.) | Prateleira Telescópica  | 65 lt. | 43 dbA | Vitreous Line | Tecnologia SURF
350014048314,Ferro de engomar Beko  SPM 7128 P,48314,"0,00","2,425",BEKO,190,3100 W | Golpe máximo 240 g/m | Depósito 350 mg | Base cerâmica |  Violeta
350031048315,Varinha Magica Beko HBS 7750 X,48315,"55,90","1,3333",BEKO,190,750 W | 4 laminas inox | Laminas alto-rendimento | Pé metalico
350031048316,Varinha Magica Beko HBS 6700 W,48316,"49,90","1,4333",BEKO,190,6000 W | 4 laminas inox | Função turbo | Pé metalico
350031048317,Picadora Beko CHG 7402 X,48317,"57,90","2,325",BEKO,190,"Picadora de alimentos, 400 W, capacidade de 1lt com tampa separada, lâmina inox, Inox/Preto."
350031048330,Batedeira Beko HMM 7350 X,48330,"51,90","1,525",BEKO,190,"350 W | 3 velocidades + turbo | Função ""eject"" integrada"
350060048331,Espremedor Citrinos Beko CJB 6100 W,48331,"51,90","2,3333",BEKO,190,"Espremedos de Citrinos, 100 W, aço escovado inox/preto."
