Codigo,Nome,CodCurto,PVPBase,PesoBrt,Marca,Familia,NomeXtra,GAMA,Familia,subfamilia,stock
350013046786,Congelador Vert.  Beko RFNE 312E33 X,46786,"728,00",62,BEKO,120,No Frost |Inox | 312 L / 275 L | 8 Gavetas | Classe A++ | 1845 x 595 x 650 mm (A x L x P),GRANDES DOMÉSTICOS,CONGELADORES,VERTICAIS,sim
350013046312,Congelador Vert.  Beko RFNE 312K21 W,46312,"522,00",62,BEKO,120,No Frost | 312 L / 272 L | 8 Gavetas | Classe A+ | 1845 x 595 x 650 mm (A x L x P),GRANDES DOMÉSTICOS,CONGELADORES,VERTICAIS,sim
350013046314,Congelador Vert.  Beko RFNE 312K21 X,46314,"560,00",62,BEKO,120,No Frost | 312 L / 272 L | 8 Gavetas | Classe A+ | 1845 x 595 x 650 mm (A x L x P),GRANDES DOMÉSTICOS,CONGELADORES,VERTICAIS,sim
350013046193,Congelador Vert. Beko FNE 1072,46193,"295,00",35,BEKO,120,No Frost | 90 L / 75 L | 3 Gavetas | Classe A+ | 840 x 545 x 600 mm (A x L x P),GRANDES DOMÉSTICOS,CONGELADORES,VERTICAIS,sim
350013046192,Congelador Vert. Beko FSE 1072,46192,"238,00",35,BEKO,120,102 L / 90 L | 3 Gavetas | Classe A+ | 850 x 545 x 600 (A x L x P),GRANDES DOMÉSTICOS,CONGELADORES,VERTICAIS,sim
355013059101,Congelador Vert. Grundig GFN 13820,59101,"809,00",92,GRUNDIG,120,No Frost | 312 L / 275 L | 8 Gavetas | Classe A++ | 1845 x 595 x 650 mm (A x L x P),GRANDES DOMÉSTICOS,CONGELADORES,VERTICAIS,sim
375001367159,Arca Vertical Hisense FV306N4AW1,67159,"486,00",86,HISENSE,130,,GRANDES DOMÉSTICOS,CONGELADORES,VERTICAIS,sim
375001367158,Arca Vertical Hisense FV341N4BC2,67158,"575,00",86,HISENSE,130,,GRANDES DOMÉSTICOS,CONGELADORES,VERTICAIS,sim
350014048319,Ferro de Caldeira Beko  SGA 7126 P,48319,"129,00","4,7",BEKO,190,2600 W | 6.0 Bar | Golpe máximo 100 g/m | Depósito 1Lt | Base cerâmica |  Azul,PEQUENOS DOMÉSTICOS,CUIDADO DE ROUPA,FERROS COM CALDEIRA,sim
350014048308,Ferro de engomar Beko  SIM 7124 B,48308,"46,90",2,BEKO,190,2400 W | Golpe máximo 150 g/m | Depósito 350 mg | Base cerâmica |  Azul,PEQUENOS DOMÉSTICOS,CUIDADO DE ROUPA,FERROS A VAPOR,sim
350014048309,Ferro de engomar Beko  SPA 7131 P,48309,"89,90","2,35",BEKO,190,3100 W | Golpe máximo 240 g/m | Depósito 350 mg | Base cerâmica |  Violeta,PEQUENOS DOMÉSTICOS,CUIDADO DE ROUPA,FERROS A VAPOR,sim
350014048314,Ferro de engomar Beko  SPM 7128 P,48314,"0,00","2,425",BEKO,190,3100 W | Golpe máximo 240 g/m | Depósito 350 mg | Base cerâmica |  Violeta,PEQUENOS DOMÉSTICOS,CUIDADO DE ROUPA,FERROS A VAPOR,sim
350019048080,Pack Encast. Forno + Placa Beko BSE 22120 X,48080,"370,00",51,BEKO,115,BIE 22101 X + HIC 63401 T,GRANDES DOMÉSTICOS,ENCASTRE,FORNO + MESA,sim
350019048081,Pack Encast. Forno + Placa Beko BSE 22341 X,48081,"490,00",51,BEKO,115,BIE 22300 X + HII 63400 AT,GRANDES DOMÉSTICOS,ENCASTRE,FORNO + MESA,sim
350076048113,Exaustor Canopy Beko CCB 6487 S,48113,"105,00","5,4",BEKO,115,Canopy 52 cm | Silver | 375 m3/h | 2 motores,GRANDES DOMÉSTICOS,ENCASTRE,EXAUSTORES,sim
350076048117,Exaustor Chaminé Beko CWB 6441 XN,48117,"119,00","11,6",BEKO,115,Exaustor de Chaminé 60 cm | Inox | 390 m3/h | 1 Turbina,GRANDES DOMÉSTICOS,ENCASTRE,EXAUSTORES,sim
350076048123,Exaustor Chaminé Beko CWB 7441 X,48123,"140,00","11,6",BEKO,115,Exaustor de Chaminé 70 cm | Inox | 410 m3/h | 1 Turbina,GRANDES DOMÉSTICOS,ENCASTRE,EXAUSTORES,sim
350076048118,Exaustor Chaminé Beko CWB 9441 XN,48118,"163,00",15,BEKO,115,Exaustor de Chaminé 90 cm | Inox | 390 m3/h | 1 Turbina,GRANDES DOMÉSTICOS,ENCASTRE,EXAUSTORES,sim
350076048127,Exaustor Chaminé Beko HCA 62640 B,48127,"289,00","18,799999",BEKO,115,Exaustor de Chaminé 60 cm | Inox / Preto | 740 m3/h | 1 Turbina,GRANDES DOMÉSTICOS,ENCASTRE,EXAUSTORES,sim
350076048112,Exaustor Chaminé Beko HCB 61731 BX,48112,"176,00","14,6",BEKO,115,Exaustor de Chaminé 60 cm | Inox | 540 m3/h | 1 Turbina,GRANDES DOMÉSTICOS,ENCASTRE,EXAUSTORES,sim
350076048126,Exaustor Chaminé Beko HCB 91731 BX,48126,"198,00","16,2",BEKO,115,Exaustor de Chaminé 90 cm | Inox | 740 m3/h | 1 Turbina,GRANDES DOMÉSTICOS,ENCASTRE,EXAUSTORES,sim
350076048121,Exaustor Chaminé Beko HCB 91734 BX,48121,"439,00","16,2",BEKO,115,Exaustor de Chaminé 90 cm | Inox | 740 m3/h | 1 Turbina,GRANDES DOMÉSTICOS,ENCASTRE,EXAUSTORES,sim
350076048130,Exaustor Ilha Beko HCI 91845 BXH,48130,"729,00",36,BEKO,115,Exaustor de Ilha 90 cm | Inox / Vidro | 700 m3/h | 1 Turbina | Touch Control,GRANDES DOMÉSTICOS,ENCASTRE,EXAUSTORES,sim
350076048122,Exaustor Telescópico Beko CTB 6250 X,48122,"118,00","8,5",BEKO,115,Telescópico 60 cm | Inox | 420 m3/h | 1 Motor,GRANDES DOMÉSTICOS,ENCASTRE,EXAUSTORES,sim
350076048103,Exaustor Telescópico Beko CTB 6406/6407 W,48103,"81,00","8,4",BEKO,115,Telescópico 60 cm | Branco | 375 m3/h | 1 Motor,GRANDES DOMÉSTICOS,ENCASTRE,EXAUSTORES,sim
350076048102,Exaustor Telescópico Beko CTB 6407 X,48102,"90,00","8,4",BEKO,115,Telescópico 60 cm | Inox | 280 m3/h | 1 Motor,GRANDES DOMÉSTICOS,ENCASTRE,EXAUSTORES,sim
350076048114,Exaustor Telescópico Beko CTB 9407 X,48114,"140,00","8,2",BEKO,115,Telescópico 90 cm | Inox | 375 m3/h | 2 Motores,GRANDES DOMÉSTICOS,ENCASTRE,EXAUSTORES,sim
350019048066,Forno Encast. Beko BIC 22000 X,48066,"195,00","31,6",BEKO,115,Forno Convencional (4) | 67.5 lt. | 43 dbA  | Comfort Line,GRANDES DOMÉSTICOS,ENCASTRE,FORNOS,sim
350019048065,Forno Encast. Beko BIE 22101 X,48065,"242,00","33,5",BEKO,115,Forno Multifunções (6) | Programador Mecânico | 65 lt. | 43 dbA | Classic Line,GRANDES DOMÉSTICOS,ENCASTRE,FORNOS,não
350019048061,Forno Encast. Beko BIE 22300 X,48061,"263,00","36,4",BEKO,115,Forno Multifunções (6) | Programador Digital | 65 lt. | 43 dbA | Classic Line,GRANDES DOMÉSTICOS,ENCASTRE,FORNOS,sim
350019048062,Forno Encast. Beko BIE 22301 X,48062,"273,00","35,8",BEKO,115,Forno Multifunções (6) | Programador Digital | 65 lt. | 43 dbA | Classic Line,GRANDES DOMÉSTICOS,ENCASTRE,FORNOS,não
350019048071,Forno Encast. Beko BIE 22302 XD,48071,"286,00","35,8",BEKO,115,Forno Multifunções (6) | Programador Digital | 65 lt. | Rail Telesc. | 43 dbA | Classic Line,GRANDES DOMÉSTICOS,ENCASTRE,FORNOS,sim
350019048056,Forno Encast. Beko BIE 24300 B,48056,"298,00",40,BEKO,115,Forno Multifunções (6) | Programador Digital | 72 lt. | 43 dbA | Home Line | Negro,GRANDES DOMÉSTICOS,ENCASTRE,FORNOS,não
350019048069,Forno Encast. Beko BIE 24300 W,48069,"298,00",40,BEKO,115,Forno Multifunções (6) | Programador Digital | 72 lt. | 43 dbA | Home Line | Branco,GRANDES DOMÉSTICOS,ENCASTRE,FORNOS,sim
350019048046,Forno Encast. Beko BIM 24400 BCS,48046,"379,00","38,8",BEKO,115,Forno Multifunções (12) | Parede traseira catalítica | Programador Digital | Prateleira Telescópica  | 65 lt. | 43 dbA | Vitreous Line,GRANDES DOMÉSTICOS,ENCASTRE,FORNOS,sim
350019048055,Forno Encast. Beko BIM 24400 WCS,48055,"379,00",40,BEKO,115,Forno Multifunções (12) | Parede traseira catalítica | Programador Digital | Prateleira Telescópica  | 65 lt. | 43 dbA | Vitreous Line,GRANDES DOMÉSTICOS,ENCASTRE,FORNOS,sim
350019048059,Forno Encast. Beko BIM 25302 X,48059,"345,00","39,5",BEKO,115,Forno Multifunções (8) | Programador Digital | 65 lt. | 43 dbA  ,GRANDES DOMÉSTICOS,ENCASTRE,FORNOS,sim
350019048079,Forno Encast. Beko BIR 25500 XMS,48079,"482,00",41,BEKO,115,Forno Multifunções (12) | Programador Digital (A.D.) | Prateleira Telescópica  | 65 lt. | 43 dbA | Vitreous Line | Tecnologia SURF,GRANDES DOMÉSTICOS,ENCASTRE,FORNOS,sim
350019048058,Forno Encast. Beko BIS 25500 XMS,48058,"537,00",41,BEKO,115,Forno Multifunções (14+52A) | Steamaid cooking function  |   Parede traseira catalítica | Programador digital Touch Control | Prateleira telescópica | 65 lt | 43 dbA,GRANDES DOMÉSTICOS,ENCASTRE,FORNOS,sim
350019048034,Forno Encast. Beko OIM 24500 W,48034,"442,00","37,5",BEKO,115,Forno Multifunções (12) | Parede traseira catalítica | Programador Digital | 65 lt. | 43 dbA | Vitreous Line,GRANDES DOMÉSTICOS,ENCASTRE,FORNOS,sim
350019048024,Forno Encast. Beko OIM 25700 X,48024,"559,00","37,799999",BEKO,115,Forno Multifunções (12) | Parede traseira catalítica | Programador digital Touch Control | Prateleira telescópica | 65 lt | 43 dbA | Vitreous Line,GRANDES DOMÉSTICOS,ENCASTRE,FORNOS,sim
350019048053,Forno Encast. Beko OIM 25901 X,48053,"615,00","39,5",BEKO,115,Forno Multifunções (14) | Função Cozedura a Vapor  |   Parede traseira catalítica | Programador digital Touch Control | Prateleira telescópica | 65 lt | 43 dbA | Vitreous Line,GRANDES DOMÉSTICOS,ENCASTRE,FORNOS,sim
350019048054,Forno Encast. Beko OIM 39701 X,48054,"652,00","39,5",BEKO,115,Forno Multifunções (14+54A) |Função Cozedura a Vapor | Parede traseira catalítica | Programador digital Touch Control | Prateleira telescópica c/ 2 níveis| 75 lt | 43 dbA | Vitreous Line,GRANDES DOMÉSTICOS,ENCASTRE,FORNOS,sim
350019059052,Forno Encast. Grundig GEBM 13001 X,59052,"367,00","43,9",GRUNDIG,115,Forno Multifunções (8) | Programador Digital (A.D.) | Prateleira Telescópica  | 65 lt. | 43 dbA | Vitreous Line,GRANDES DOMÉSTICOS,ENCASTRE,FORNOS,não
350019048063,Forno Encast. Beko BIE 22300 XP,48063,"470,00","41,2",BEKO,115,Forno Multifunções Pirolítico (8) | Programador Eletrónico (A.D.) |  65 lt. | 43 dbA  | Classic Line,GRANDES DOMÉSTICOS,ENCASTRE,FORNOS,sim
350019048064,Forno Encast. Beko BIM 25400 XPS,48064,"550,00","43,9",BEKO,115,Forno Multifunções (14) | Pirolítico | Programador Digital (A.D.) | Prateleira Telescópica  | 65 lt. | 43 dbA | Vitreous Line,GRANDES DOMÉSTICOS,ENCASTRE,FORNOS,sim
350013046837,Combinado Int. Beko BCHA 275E3 S,46837,"544,00",63,BEKO,115,275 L / 255 L (186/69) Semi No Frost | 3 Gavetas | Classe: A++ | 1770 x 540 x 535 mm (A x L x P),GRANDES DOMÉSTICOS,ENCASTRE,COMBINADOS,sim
350013046817,Frigorifico Integ. Beko B 1751,46817,"296,00",34,BEKO,115,1 Porta - 142 L  - Classe A+ - 840 x 540 x 548 (A x L x P),GRANDES DOMÉSTICOS,ENCASTRE,FRIGORIFICOS,sim
350013046828,Frigorifico Integ. Beko BU 1101,46828,"291,00",33,BEKO,115,1 Porta | 130 L / 128 L | Larder | Classe A+ | 820 x 595 x 545 mm (A x L x P),GRANDES DOMÉSTICOS,ENCASTRE,FRIGORIFICOS,sim
350013046827,Frigorifico Integ. Beko BU 1152,46827,"310,00",39,BEKO,115,1 Porta | 125 L / 123 L (105/18) | Classe A+ | Table Top|  820 x 595 x 545 mm (A x L x P),GRANDES DOMÉSTICOS,ENCASTRE,FRIGORIFICOS,sim
350013046832,Frigorifico Integ. Beko RBI 2301,46832,"314,00",33,BEKO,115,1 Porta | 200 L / 184 L (164/20) | Table Top| Classe A+ | 1210 x 540 x 545 mm (A x L x P),GRANDES DOMÉSTICOS,ENCASTRE,FRIGORIFICOS,não
350013046825,Frigorifico Integ. Beko RBI 6301,46825,"343,00",45,BEKO,115,2 Portas | 250 L / 215 L (170/45) | Larder | Classe A+ | 1440 x 545 x 580 mm (A x L x P),GRANDES DOMÉSTICOS,ENCASTRE,FRIGORIFICOS,sim
350013046826,Congelador Vert.  Integ. Beko BU 1201,46826,"394,00",33,BEKO,115,96 L / 87 L | 3 Gavetas | Classe A+ | 820 x 595 x 545 mm (A x L x P),GRANDES DOMÉSTICOS,ENCASTRE,CONGELADORES VERTICAIS,sim
350013046801,Congelador Vert. Integ. Beko 2950 B,46801,"345,00",52,BEKO,115,220 L | 5 Gavetas | Classe B | 1440 x 540 x 548 (A x L x P),GRANDES DOMÉSTICOS,ENCASTRE,CONGELADORES VERTICAIS,sim
350013046811,Congelador Vert. Integ. Beko FBI 5850 HCA+,46811,"550,00",58,BEKO,115,220 L / 196 L | 8 Gavetas | Classe A+ | 1770 x 540 x 548 mm (A x L x P),GRANDES DOMÉSTICOS,ENCASTRE,CONGELADORES VERTICAIS,sim
350032047199,Maq.Integ. Beko WMI 81242,47199,"475,00",73,BEKO,115,1200 RPM Variável - 8 Kg - Óculo Grande - Mini LCD - Variável - Classe A+AB,GRANDES DOMÉSTICOS,ENCASTRE,MAQ.LAVAR ROUPA,sim
350032047198,Maq.Integ. Beko WMI 81442,47198,"495,00",73,BEKO,115,1400 RPM Variável - 8 Kg - Óculo Grande - Mini LCD - Variável - Classe A+++AB,GRANDES DOMÉSTICOS,ENCASTRE,MAQ.LAVAR ROUPA,sim
350032047499,Maquina Lavar e Secar Beko HITV 8733 BO,47499,"660,00",60,BEKO,115,1400 RPM Variável | 8 Kg | Classe A | 5 Kg secagem,GRANDES DOMÉSTICOS,ENCASTRE,MAQ.LAVAR/SECAR ROUPA,sim
350033047622,Maq.Louça Integ. Beko DIS 15013,47622,"370,00",43,BEKO,115,10 Talheres | 5 Programas | Classe A+AA | Total Integrável,GRANDES DOMÉSTICOS,ENCASTRE,MÁQUINAS DE LOIÇA,sim
350033047617,Maq.Louça Beko DSN 15420 X,47617,"435,00","48,4",BEKO,115,12 Talheres | 5 Programas | Classe A++A | Painel Inox,GRANDES DOMÉSTICOS,ENCASTRE,MÁQUINAS DE LOIÇA,sim
350033047502,Maq.Louça Integ. Beko D 3520 BW,47502,"325,00",44,BEKO,115,12 Talheres | 5 Programas | Classe B | Branca,GRANDES DOMÉSTICOS,ENCASTRE,MÁQUINAS DE LOIÇA,sim
350033047620,Maq.Louça Integ. Beko DIN 26410,47620,"395,00",43,BEKO,115,12 Talheres | 6 Programas | Classe A+AA | Total Integrável,GRANDES DOMÉSTICOS,ENCASTRE,MÁQUINAS DE LOIÇA,não
350033047621,Maq.Louça Integ. Beko DIN 26421,47621,"426,00",41,BEKO,115,12 Talheres | 6 Programas | Led Spot | Classe A++AA | Total Integrável,GRANDES DOMÉSTICOS,ENCASTRE,MÁQUINAS DE LOIÇA,sim
350033047628,Maq.Louça Integ. Beko DIN 28423,47628,"485,00",49,BEKO,115,12 Talheres | 8 Programas | Classe A++AA | Total Integrável,GRANDES DOMÉSTICOS,ENCASTRE,MÁQUINAS DE LOIÇA,sim
350033047525,Maq.Louça Integ. Beko DSN 6830,47525,"445,00",44,BEKO,115,12 Talheres | Mini LCD | 8 Programas | Classe A | Painel Branco,GRANDES DOMÉSTICOS,ENCASTRE,MÁQUINAS DE LOIÇA,sim
350028048564,Placa Encast. Beko HIAG 64223 SX,48564,"147,00","9,9",BEKO,115,Placa 60 cm | 4 Gás Standard | Ignição Eletrónica | Inox | Válvula de Segurança,GRANDES DOMÉSTICOS,ENCASTRE,PLACAS,sim
350028048567,Placa Encast. Beko HIAL 75225 SX,48567,"272,00",14,BEKO,115,Placa 70 cm | 5 Gás  (4 Standard + 1 Wok) | Ignição eletrónica | Válvula Segurança | Inox,GRANDES DOMÉSTICOS,ENCASTRE,PLACAS,não
350028048562,Placa Encast. Beko HIAW 64225 SX,48562,"198,00",12,BEKO,115,Placa 60 cm| 4 Gás (1 Wok) | Ignição eletrónica | Válvula Segurança | Inox,GRANDES DOMÉSTICOS,ENCASTRE,PLACAS,sim
350028048566,Placa Encast. Beko HIAW 75225 SL,48566,"272,00",14,BEKO,115,Placa 70 cm | 5 Gás  (4 Standard + 1 Wok) | Ignição eletrónica | Válvula Segurança | Inox,GRANDES DOMÉSTICOS,ENCASTRE,PLACAS,sim
350028048544,Placa Encast. Beko HIMG 64223 SX,48544,"147,00","9,9",BEKO,115,Placa 60 cm | 4 Gás Standard | Ignição Eletrónica | Inox | Válvula de Segurança,GRANDES DOMÉSTICOS,ENCASTRE,PLACAS,não
350028048557,Placa Encast. Beko HIZG 64101 SX,48557,"99,00",10,BEKO,115,Placa 60 cm | 4 Gás Standard | Válvula Segurança | Inox,GRANDES DOMÉSTICOS,ENCASTRE,PLACAS,sim
350028048541,Placa Encast. Beko HIZG 64110 SX,48541,"121,00",10,BEKO,115,Placa 60 cm | 4 Gás Standard | Isqueiro | Válvula Segurança | Inox,GRANDES DOMÉSTICOS,ENCASTRE,PLACAS,sim
350028088541,Placa Encast. Beko HIZG 64110 SX (GB),88541,"146,00",10,BEKO,115,Placa 4 Gás | Isqueiro | Inox,GRANDES DOMÉSTICOS,ENCASTRE,PLACAS,não
350028048555,Placa Encast. Beko HII 63400 AT,48555,"318,00",12,BEKO,115,Placa 3 Indução Magnética | Touch Control ,GRANDES DOMÉSTICOS,ENCASTRE,PLACAS,sim
350028048556,Placa Encast. Beko HII 63403 AT,48556,"359,00",12,BEKO,115,Placa 3 Indução Magnética | Touch Control ,GRANDES DOMÉSTICOS,ENCASTRE,PLACAS,sim
350028048595,Placa Encast. Beko HII 64500 FHT,48595,"449,00","14,4",BEKO,115,Placa 60 cm Indução com 2 Zonas Flexíveis + 2 Indução Normal | Slider Control | Timer,GRANDES DOMÉSTICOS,ENCASTRE,PLACAS,sim
350028048561,Placa Encast. Beko HII 64500 FHTW,48561,"517,00","14,4",BEKO,115,Placa 60 cm Indução com 2 Zonas Flexíveis + 2 Indução Normal | Slider Control | Timer,GRANDES DOMÉSTICOS,ENCASTRE,PLACAS,sim
350028048534,Placa Encast. Beko HII 68600 PTX,48534,"564,00","16,6",BEKO,115,Placa 60 cm Indução | 8 Zonas Flexíveis | Slider Control | Timer | Moldura Inox,GRANDES DOMÉSTICOS,ENCASTRE,PLACAS,sim
350028058590,Placa Encast. Grundig GIEI 638370 HF,58590,"579,00","14,4",GRUNDIG,115,Placa 60 cm Indução com 2 Zonas Flexíveis + 1 Indução Dupla | Slider Control | Timer,GRANDES DOMÉSTICOS,ENCASTRE,PLACAS,sim
350028048591,Dominó Encast. Beko HDCC 32200 X,48591,"145,00","4,8",BEKO,115,30cm | Dueto 2 focos vitrocerâmicos | Comandos Frontais | Inox,GRANDES DOMÉSTICOS,ENCASTRE,PLACAS,sim
350028048598,Dominó Encast. Beko HDCE 32200 X,48598,"99,00","5,8",BEKO,115,30cm | Dominó 2 focos electricos | Comandos Frontais | Inox,GRANDES DOMÉSTICOS,ENCASTRE,PLACAS,sim
350028048590,Dominó Encast. Beko HDMC 32400 TX,48590,"170,00","4,9",BEKO,115,30cm | Dueto 2 focos vitrocerâmicos | Comandos Touch Control | Inox,GRANDES DOMÉSTICOS,ENCASTRE,PLACAS,sim
350028048589,Dominó Encast. Beko HDMI 32400 DTX,48589,"312,00",13,BEKO,115,30cm | Dueto 2 focos indução | Comandos Touch Control | Inox,GRANDES DOMÉSTICOS,ENCASTRE,PLACAS,sim
350028048599,Dominó Encast. Beko HDCG 32220 FX,48599,"79,00",3,BEKO,115,30cm | Dueto 2 gás | Isqueiro | Comandos Frontais | Inox,GRANDES DOMÉSTICOS,ENCASTRE,PLACAS,não
350028048533,Placa Encast. Beko HIC 64402 E,48533,"220,00","8,6",BEKO,115,Placa 60 cm | 4 Vitrocerâmicas com 1 duo| Touch Control,GRANDES DOMÉSTICOS,ENCASTRE,PLACAS,sim
350028048527,Placa Encast. Beko HIC 64403 T,48527,"238,00","8,9",BEKO,115,Placa 60 cm | 4 Vitrocerâmicas c/ 1 Duo + 1 Extensão | Touch Control,GRANDES DOMÉSTICOS,ENCASTRE,PLACAS,sim
350028048563,Placa Encast. Beko HILG 64120 S,48563,"182,00","13,2",BEKO,115,Placa 4 Cristal Gás | Ignição Electrónica | Válvula Segurança | Grelhas de Esmalte | Botões Cilindricos ,GRANDES DOMÉSTICOS,ENCASTRE,PLACAS,sim
350028048569,Placa Encast. Beko HILL 75222 SL,48569,"272,00","16,1",BEKO,115,Placa 70 cm | Cristal Gás | 4 Standard + 1 Wok | Ignição Electrónica | Válvula Segurança,GRANDES DOMÉSTICOS,ENCASTRE,PLACAS,sim
350028048568,Placa Encast. Beko HILM 64120 S,48568,"235,00","9,9",BEKO,115,Placa 60 cm | 2 Vitrocerâmicas + 2 Cristal Gás | Ignição Electrónica | Válvula Segurança,GRANDES DOMÉSTICOS,ENCASTRE,PLACAS,sim
350028048571,Placa Encast. Beko HILW 64222 S,48571,"215,00","13,2",BEKO,115,Placa 60 cm | 4 Cristal Gás (3 Standard + 1 Wok) | Ignição Electrónica | Válvula Segurança | Grelhas de Esmalte | Botões Cilindricos,GRANDES DOMÉSTICOS,ENCASTRE,PLACAS,sim
350028048529,Placa Encast. Beko HILW 75222 SL,48529,"272,00","16,1",BEKO,115,Placa 70 cm | Cristal Gás | 4 Standard + 1 Wok | Ignição Electrónica | Válvula Segurança,GRANDES DOMÉSTICOS,ENCASTRE,PLACAS,sim
350020048327,Microondas Encast. Beko  MGB 25332 BG,48327,"238,00","20,5",BEKO,115,Grill Simultâneo | 25L | Eletrónico | Nicho para Encastre | Dimensões: 388 x 595 x 392 mm,GRANDES DOMÉSTICOS,ENCASTRE,MICROONDAS,sim
350020048326,Microondas Encast. Beko  MGB 25333 BG,48326,"282,00","20,5",BEKO,115,Grill Simultâneo | 25L | Eletrónico | Nicho para Encastre | Dimensões: 388 x 595 x 392 mm,GRANDES DOMÉSTICOS,ENCASTRE,MICROONDAS,sim
350020048325,Microondas Encast. Beko  MGB 25333 X,48325,"290,00","14,4",BEKO,115,Grill Simultâneo | 25L | Eletrónico | Nicho para Encastre | Inox | Dimensões: 388 x 595 x 392 mm,GRANDES DOMÉSTICOS,ENCASTRE,MICROONDAS,sim
GLR7500,Hi-Fi Micro Grundig M 1000 BT,GLR7500,"119,00","5,8",GRUNDIG,215,,IMAGEM E SOM,EQUIPAMENTOS AUDIO,APARELHAGENS MICROS,sim
GLR7610,Hi-Fi Micro Grundig M 2000 BT,GLR7610,"161,00","5,8",GRUNDIG,215,,IMAGEM E SOM,EQUIPAMENTOS AUDIO,APARELHAGENS MICROS,sim
GLR7620,Hi-Fi Micro Grundig M 3000 BT,GLR7620,"198,00","5,8",GRUNDIG,215,,IMAGEM E SOM,EQUIPAMENTOS AUDIO,APARELHAGENS MICROS,sim
GLR2300,Hi-Fi Micro Grundig PSW 5000 white/green,GLR2300,"0,00","5,2049999237061",GRUNDIG,215,,IMAGEM E SOM,EQUIPAMENTOS AUDIO,APARELHAGENS MICROS,sim
GDS2610,Mp3 Grundig Mpaxx 920 FM/2Gb (white),GDS2610,"27,00","0,181",GRUNDIG,925,,IMAGEM E SOM,EQUIPAMENTOS AUDIO,LEITORES DE MP3,sim
GDS0600,Mp4 Grundig Mpixx 2002 FM/2GB arta sil. gl./cool tit,GDS0600,"0,00","0,46900001168251",GRUNDIG,930,,IMAGEM E SOM,EQUIPAMENTOS AUDIO,LEITORES DE MP4,sim
GDS2200,Mp4 Grundig Mpixx 8800,GDS2200,"199,00","0,40000000596046",GRUNDIG,930,"Reprodutor Mp3 e MP4. Capacidade memoria interna 8GB. Compatível com ficheiros Mp3, WMA, BMP, JPEG, SMV (AVI, MPG4, DVD).  Display com 16 milhoes cores com ecrã tactil de 2,4"". Microfone. Ligação USB 2.0 (mini). Cinta  para pendurar. Auriculares incluído. Slot Expansão leitor cartões SD/MMC até 8GB",IMAGEM E SOM,EQUIPAMENTOS AUDIO,LEITORES DE MP4,sim
GLR6010,Coluna Bluetooth Grundig GSB 120 Black/Orange,GLR6010,"100,00","6,6",GRUNDIG,210,"Coluna Bluetooth, 2 x 5 W, transdutores passivos para amplificar as baixas frequências, alcance Bluetooth até 10 m, altifalante bluetooth mãos livres, bateria de litio 7.4 V, tempo de trabalho até mais de 8 horas, AUX input. Medidas: 17 x 7 x7 cm. Cor Preto/Laranja.",IMAGEM E SOM,EQUIPAMENTOS AUDIO,OUTRO HI-FI,sim
GLR6011,Coluna Bluetooth Grundig GSB 120 Black/Silver,GLR6011,"100,00","6,6",GRUNDIG,210,"Coluna Bluetooth, 2 x 5 W, transdutores passivos para amplificar as baixas frequências, alcance Bluetooth até 10 m, altifalante bluetooth mãos livres, bateria de litio 7.4 V, tempo de trabalho até mais de 8 horas, AUX input. Medidas: 17 x 7 x7 cm. Cor Preto/Prateado.",IMAGEM E SOM,EQUIPAMENTOS AUDIO,OUTRO HI-FI,sim
GLR7200,Coluna Bluetooth Grundig GSB 150,GLR7200,"0,00","6,6",GRUNDIG,210,"Barra de Som com 4 alto falantes, streaming de música a partir de telemóvel ou tablet via Bluetooth até 10 m de alcance, 2 x 20 W RMS, efeito de som3D, Subwoofer output, AUX input, Medidas: 99 x 9 x7 cm, Cor Branco.",IMAGEM E SOM,EQUIPAMENTOS AUDIO,OUTRO HI-FI,sim
GLR7230,Coluna Bluetooth Grundig GSB 150 Charcoal,GLR7230,"0,00","6,6",GRUNDIG,210,"Barra de Som com 4 alto falantes, streaming de música a partir de telemóvel ou tablet via Bluetooth até 10 m de alcance, 2 x 20 W RMS, efeito de som3D, Subwoofer output, AUX input, Medidas: 99 x 9 x7 cm, Cor Branco.",IMAGEM E SOM,EQUIPAMENTOS AUDIO,OUTRO HI-FI,sim
GLR7240,Coluna Bluetooth Grundig GSB 150 Maia,GLR7240,"0,00","6,6",GRUNDIG,210,"Barra de Som com 4 alto falantes, streaming de música a partir de telemóvel ou tablet via Bluetooth até 10 m de alcance, 2 x 20 W RMS, efeito de som3D, Subwoofer output, AUX input, Medidas: 99 x 9 x7 cm, Cor Branco.",IMAGEM E SOM,EQUIPAMENTOS AUDIO,OUTRO HI-FI,sim
GLR7250,Coluna Bluetooth Grundig GSB 150 Odessa,GLR7250,"0,00","6,6",GRUNDIG,210,"Barra de Som com 4 alto falantes, streaming de música a partir de telemóvel ou tablet via Bluetooth até 10 m de alcance, 2 x 20 W RMS, efeito de som3D, Subwoofer output, AUX input, Medidas: 99 x 9 x7 cm, Cor Branco.",IMAGEM E SOM,EQUIPAMENTOS AUDIO,OUTRO HI-FI,sim
