44810518,"VENT ORBEGOZ.CHÃO-45C.130W.OSC-PWO1946",431,ORBEGOZO,6,CLIMATIZAÇÃO,620,VENTILAÇÃO,6200621,"VENTOINHAS                                        ",",00","100,90","64,86",não,não,não,não,16932,"8436044535321 ","7,5","79,118",200,622,636,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=44810518 ","Potência: 130 W<BR>Nº de Velocidades: 3  <BR>Diâmetro: 45 cm<BR>Cor: Silver  <BR>Garantia: 2 anos<BR>-","Potência:130 W<br>Diâmetro:45 cm<br>Nº de Velocidades:3 <br>Cor:Silver <br>Características:Cabeça oscilante multi-orientável de posição fixa ou oscilante<BR>Pega de transporte<BR>Grelha de segurança <br>Garantia:2 anos<br>",,,Não,
44810519,"VENT ORBEGOZ.CHÃO-45C.120W.OSC-PWO1947",431,ORBEGOZO,6,CLIMATIZAÇÃO,620,VENTILAÇÃO,6200621,"VENTOINHAS                                        ",",00","74,90","48,02",não,não,não,não,17229,"8436044538094 ",0,0,0,0,0,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=44810519 ","Potência: 120 W<BR>Nº de Velocidades: 3  <BR>Diâmetro: 45 cm<BR>Cor: Silver  <BR>Garantia: 2 anos<BR>-","Potência:120 W<br>Diâmetro:45 cm<br>Nº de Velocidades:3 <br>Cor:Silver <br>Características:Movimento oval<BR>A hélice gira no interior da grelha melhorando a distribuição do ar<BR>Inclinação regulável<BR>Recolhe cabos<BR>Base estável<BR>Grelha de segurança<BR>Grande caudal de ar <br>Garantia:2 anos<br>",,,Não,
44810520,"VENT ORBEGOZ.CHÃO-50C.130W.OSC-PWO1952",431,ORBEGOZO,6,CLIMATIZAÇÃO,620,VENTILAÇÃO,6200621,"VENTOINHAS                                        ",",00","109,90","70,97",não,não,não,não,16933,"8436044535338 ",0,0,0,0,0,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=44810520 ","Potência: 130 W<BR>Nº de Velocidades: 3  <BR>Diâmetro: 50 cm<BR>Cor: Silver  <BR>Garantia: 2 anos<BR>-","Potência:130 W<br>Diâmetro:50 cm<br>Nº de Velocidades:3 <br>Cor:Silver <br>Características:Cabeça oscilante multi-orientável de posição fixa ou oscilante<BR>Pega de transporte<BR>Grelha de segurança <br>Garantia:2 anos<br>",,,Não,
44810521,"VENT ORBEGOZ.CHÃO-45C.130W.OSC-PWM2147",431,ORBEGOZO,6,CLIMATIZAÇÃO,620,VENTILAÇÃO,6200621,"VENTOINHAS                                        ",",00","109,90","70,97",não,não,não,não,16935,"8436044535352 ",0,0,0,0,0,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=44810521 ","Potência: 130 W<BR>Nº de Velocidades: 3  <BR>Diâmetro: 45 cm<BR>Cor: Silver  <BR>Acessórios Incluídos: Comando  <BR>Garantia: 2 anos<BR>-","Potência:130 W<br>Diâmetro:45 cm<br>Nº de Velocidades:3 <br>Cor:Silver <br>Características:Cabeça oscilante multi-orientável de posição fixa ou oscilante<BR>Segurança anti rolagem<BR>Pega de transporte<BR>Grelha de segurança <br>Acessórios Incluídos:Comando <br>Garantia:2 anos<br>",,,Não,
44810522,"VENT ORBEGOZ.PAREDE-45C.60W.3V.-WF0145",431,ORBEGOZO,6,CLIMATIZAÇÃO,620,VENTILAÇÃO,6200621,"VENTOINHAS                                        ",",00","46,90","30,18",não,não,não,não,17225,"8436044538056 ",0,0,0,0,0,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=44810522 ","Potência: 60 W<BR>Nº de Velocidades: 3  <BR>Diâmetro: 45 cm<BR>Cor: Branco  <BR>Garantia: 2 anos<BR>-","Potência:60 W<br>Diâmetro:45 cm<br>Nº de Velocidades:3 <br>Cor:Branco <br>Características:Cabeça inclinável<BR>Função oscilante<BR>Grade de segurança<BR>Silenciosa <br>Garantia:2 anos<br>",,,Não,
44810523,"VENT ORBEGOZ.PAREDE-45C.55W.TEM-WF0245",431,ORBEGOZO,6,CLIMATIZAÇÃO,620,VENTILAÇÃO,6200621,"VENTOINHAS                                        ",",00","50,90","32,92",não,não,não,não,17193,"8436044537776 ","4,175","52,02",510,510,200,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=44810523 ","Potência: 55 W<BR>Diâmetro: 45 cm<BR>Cor: Branco  <BR>Acessórios Incluídos: Comando  <BR>Garantia: 2 anos<BR>-","Potência:55 W<br>Diâmetro:45 cm<br>Cor:Branco <br>Características:3 modos de funcionamento: normal, nature e sleep<BR>Movimento oscilante<BR>Cabeça inclinável<BR>Grelha de segurança<BR>Indicadores luminosos LED<BR>Temporizador de 0,5 a 7,5 horas <br>Acessórios Incluídos:Comando <br>Garantia:2 anos<br>",,,Não,
44810524,"VENT ORBEGOZ.TECTO-136C.70W.3V-CP97132",431,ORBEGOZO,6,CLIMATIZAÇÃO,620,VENTILAÇÃO,6200621,"VENTOINHAS                                        ",",00","220,90","142,70",não,não,não,não,17232,"8436044538124 ",0,0,0,0,0,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=44810524 ","Potência: 70 W<BR>Nº de Velocidades: 3  <BR>Diâmetro: 136 cm<BR>Cor: Nogal escuro  <BR>Acessórios Incluídos: Comando  <BR>Garantia: 2 anos<BR>-","Potência:70 W<br>Diâmetro:136 cm<br>Nº de Velocidades:3 <br>Cor:Nogal escuro <br>Características:Temporizador de 1, 2, 4 e 8 horas<BR>Pás de madeira natural<BR>Luz LED 12 W<BR>Classe A<BR>Plafon <br>Acessórios Incluídos:Comando <br>Garantia:2 anos<br>",,,Não,
44810525,"VENT ORBEGOZ.TECTO-160C.85W.3V-CP96160",431,ORBEGOZO,6,CLIMATIZAÇÃO,620,VENTILAÇÃO,6200621,"VENTOINHAS                                        ",",00","220,90","142,70",não,não,não,não,17231,"8436044538117 ",0,0,0,0,0,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=44810525 ","Potência: 85 W<BR>Nº de Velocidades: 3  <BR>Diâmetro: 160 cm<BR>Cor: Nóz claro  <BR>Garantia: 2 anos<BR>-","Potência:85 W<br>Diâmetro:160 cm<br>Nº de Velocidades:3 <br>Cor:Nóz claro <br>Características:3 pás ABS Look madeira<BR>Luz LED 18 W<BR>Classe A+<BR>Plafon<BR>Muito silenciosa <br>Garantia:2 anos<br>",,,Não,
44810526,"VENT ORBEGOZ.TECTO-132C.70W.3V-CF98132",431,ORBEGOZO,6,CLIMATIZAÇÃO,620,VENTILAÇÃO,6200621,"VENTOINHAS                                        ",",00","204,90","132,41",não,não,não,não,17233,"8436044538131 ",0,0,0,0,0,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=44810526 ","Potência: 70 W<BR>Nº de Velocidades: 3  <BR>Diâmetro: 132 cm<BR>Cor: Cereja  <BR>Acessórios Incluídos: Comando  <BR>Garantia: 2 anos<BR>-","Potência:70 W<br>Diâmetro:132 cm<br>Nº de Velocidades:3 <br>Cor:Cereja <br>Características:Temporizador de 1, 2, 4 e 8 horas<BR>Pás de madeira natural<BR>Altura: 33 cm<BR>Silenciosa <br>Acessórios Incluídos:Comando <br>Garantia:2 anos<br>",,,Não,
44810527,"SACO ASP ORBEGOZ.P/AP7000 (10)  -15262",431,ORBEGOZO,9,"ACESSÓRIOS E BATERIAS",900,"ACESSÓRIOS E BATERIAS",9000902,"ACESSÓRIOS                                        ",",00","13,90","8,41",não,não,não,não,15262,"8436044523458 ","0,3","1,9",200,190,50," ","Quantidades: 10  <BR>Características: Sacos para aspirador AP 7000  <BR>-","Quantidades:10 <br>Características:Sacos para aspirador AP 7000 <br>",,,Sim,
