48430500,"M.BARBEAR BRAUN REC.  -SERIES7/7855S",262,BRAUN,3,"PEQUENOS DOMÉSTICOS",330,"ASSEIO PESSOAL",3300332,"MAQUINAS DE BARBEAR                               ",",00","221,99","145,76",não,não,não,sim,4210201166689,"4210201166689 ","0,548","2,387",220,155,70,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=48430500 ","Alimentação: Recarregável  <BR>Bateria: 50 minutos  <BR>Tempo de Carga: 1 hora  <BR>Cor: Silver / Preto  <BR>Acessórios Incluídos: Estojo de viagem  <BR>Garantia: 2 anos<BR>-","Alimentação:Recarregável <br>Bateria:50 minutos <br>Tempo de Carga:1 hora <br>Cor:Silver / Preto <br>Características:Visor LCD: 5 indicadores do nível de carga da bateria, 6 para nível de limpeza e 1 que indica o momento de substituição de lâminas<BR>Tecnologia sónica inteligente: com 10.000 microvibrações por minuto<BR>3 modos de personalização: Modo Extra Sensível, Modo, Normal e Modo Intensivo<BR>ActiveLift: aparador intermédio oscilante exclusivo<BR>Sistema de corte integralmente flexível<BR>Pente extensível<BR>Botão de bloqueio<BR>Totalmente lavável <br>Acessórios Incluídos:Estojo de viagem <br>Garantia:2 anos<br>",,,Não,
48430502,"DEPILAD BRAUN ARRANQ.S.EPIL-SE7/7537",262,BRAUN,3,"PEQUENOS DOMÉSTICOS",330,"ASSEIO PESSOAL",3300333,"DEPILADORAS                                       ",",00","91,15","58,71",sim,não,não,não,4210201165323,"4210201165323 ","0,61","3,562",195,261,70,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=48430502 ","Alimentação: Recarregável  <BR>Nº de Velocidades: 2  <BR>Cor: Branco  <BR>Acessórios Incluídos: Acessório de massagem e de potência<BR>Gillette  <BR>Garantia: 2 anos<BR>-","Alimentação:Recarregável <br>Nº de Velocidades:2 <br>Cor:Branco <br>Características:Tecnologia Close-Grip com 40 micropinças<BR>Seco & Húmido: pode utilizar-se debaixo de água<BR>Sistema Softlift: levanta e solta os pelos mais curtos<BR>Cabeça oscilante<BR>Luz smartlight: ilumina e revela até os pelos <br>Acessórios Incluídos:Acessório de massagem e de potência<BR>Gillette <br>Garantia:2 anos<br>",,,Sim,
48430503,"DEPILAD BRAUN ESFOLIAD.FACIAL-SE832E",262,BRAUN,3,"PEQUENOS DOMÉSTICOS",330,"ASSEIO PESSOAL",3300341,"SAÚDE E BELEZA                                    ",",00","72,51","46,38",sim,não,não,não,4210201139331,"4210201139331 ","0,355","1,918",225,155,55,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=48430503 ","Cor: Branco  <BR>Acessórios Incluídos: 2 recargas limpeza esfoliante<BR>Bolsa  <BR>Garantia: 2 anos<BR>-","Cor:Branco <br>Características:Tecnologia Close-grip com 10 micropinças<BR>Cabeça de depilação estreita<BR>Micro-filamentos de massagem<BR>Recomendado dermatologicamente<BR>Limpeza profunda dos poros<BR>Cabeça de limpeza fácil<BR>Cabeça de protecção <br>Acessórios Incluídos:2 recargas limpeza esfoliante<BR>Bolsa <br>Garantia:2 anos<br>",,,Sim,
48430504,"ESC.DENTES BRAUN         -GENIUS9000",262,BRAUN,3,"PEQUENOS DOMÉSTICOS",330,"ASSEIO PESSOAL",3300334,"ESCOVAS DE DENTES                                 ",",00","253,99","167,65",não,não,não,sim,4210201157526,"4210201157526 ","1,24","5,75",250,230,100,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=48430504 ","Alimentação: Recarregável  <BR>R.P.M.: 8.800 oscilações / min &#43  40.000 pulsações / min  <BR>Cor: Preto  <BR>Acessórios Incluídos: 4 cabeças de escovagem  <BR>Garantia: 2 anos<BR>-","Alimentação:Recarregável <br>R.P.M.:8.800 oscilações / min + 40.000 pulsações / min <br>Cor:Preto <br>Características:Ação de escovagem 3D<BR>Temporizador de 2 minutos, avisando cada 30 segundos<BR>6 modos de escovagem<BR>Sensor de pressão com luz<BR>Controlo de pressão<BR>Bluetooth<BR>Autonomia: 56 minutos <br>Acessórios Incluídos:4 cabeças de escovagem <br>Garantia:2 anos<br>",,,Não,
48430505,"SECAD BRAUN 1600W.VIAGEM-SERIES3/350",262,BRAUN,3,"PEQUENOS DOMÉSTICOS",330,"ASSEIO PESSOAL",3300331,"SECADORES DE CABELO                               ",",00","28,99","18,17",não,não,não,sim,4210201107934,"4210201107934 ","0,515","3,06",85,180,200,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=48430505 ","Potência: 1600 W<BR>Nº de Velocidades: 1  <BR>Nº de Temperaturas: 2  <BR>Cor: Preto  <BR>Garantia: 2 anos<BR>-","Potência:1600 W<br>Nº de Velocidades:1 <br>Nº de Temperaturas:2 <br>Cor:Preto <br>Características:Tecnologia IONTEC<BR>Sistema de aquecimento Infrared<BR>Pega dobrável e concentrador<BR>Multivoltagem<BR>Argola para pendurar <br>Garantia:2 anos<br>",,,Não,
48430506,"ESC.DENTES BRAUN -GENIUS8CROSSACTION",262,BRAUN,3,"PEQUENOS DOMÉSTICOS",330,"ASSEIO PESSOAL",3300334,"ESCOVAS DE DENTES                                 ",",00","211,99","139,93",não,não,não,sim,4210201171829,"4210201171829 ","0,814","5,875",250,235,100,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=48430506 ","Alimentação: Recarregável  <BR>R.P.M.: 8.800 oscilações / min &#43  40.000 pulsações / min  <BR>Cor: Silver  <BR>Acessórios Incluídos: 3 cabeças de escovagem  <BR>Garantia: 2 anos<BR>-","Alimentação:Recarregável <br>R.P.M.:8.800 oscilações / min + 40.000 pulsações / min <br>Cor:Silver <br>Características:Ação de escovagem 3D<BR>Temporizador de 2 minutos, avisando cada 30 segundos<BR>5 modos de escovagem<BR>Sensor de pressão com luz<BR>Controlo de pressão<BR>Bluetooth<BR>Autonomia: 56 minutos <br>Acessórios Incluídos:3 cabeças de escovagem <br>Garantia:2 anos<br>",,,Não,
48430509,"ESC.DENTES BRAUN    -PRO600SENSITIVE",262,BRAUN,3,"PEQUENOS DOMÉSTICOS",330,"ASSEIO PESSOAL",3300334,"ESCOVAS DE DENTES                                 ",",00","36,99","22,88",não,não,não,não,4210201157762,"4210201157762 ","0,376","2,03",70,125,232,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=48430509 ","Alimentação: Recarregável  <BR>R.P.M.: 8.800 oscilações / min &#43  20.000 pulsações / min  <BR>Acessórios Incluídos: 1 recarga  <BR>Garantia: 2 anos<BR>-","Alimentação:Recarregável <br>R.P.M.:8.800 oscilações / min + 20.000 pulsações / min <br>Características:Acção de escovagem 3D<BR>1 modos de escovagem<BR>Sensor de pressão<BR>Temporizador de 2 minutos avisando cada 30 segundos<BR>Autonomia: 30 minutos <br>Acessórios Incluídos:1 recarga <br>Garantia:2 anos<br>",,,Sim,
48430510,"ESC.DENTES BRAUN    -STAGES STARWARS",262,BRAUN,3,"PEQUENOS DOMÉSTICOS",330,"ASSEIO PESSOAL",3300334,"ESCOVAS DE DENTES                                 ",",00","21,99","13,64",não,não,não,não,4210201160922,"4210201160922 ","0,315","1,452",55,110,240,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=48430510 ","Alimentação: Recarregável  <BR>R.P.M.: 7.600 oscilações / min  <BR>Cor: Azul / Vermelho  <BR>Garantia: 2 anos<BR>-","Alimentação:Recarregável <br>R.P.M.:7.600 oscilações / min <br>Cor:Azul / Vermelho <br>Características:Ação de escovagem 2D<BR>1 modo de escovagem<BR>Temporizador de 2 minutos<BR>Autonomia: 20 minutos <br>Garantia:2 anos<br>",,,Não,
48430511,"REC BRAUN P/ESC.DENT.(4)-ST.STARWARS",262,BRAUN,9,"ACESSÓRIOS E BATERIAS",900,"ACESSÓRIOS E BATERIAS",9000902,"ACESSÓRIOS                                        ",",00","13,59","8,12",sim,não,não,não,4210201160953,"4210201160953 ","0,04","0,258",220,56,21,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=48430511 ","Quantidades: 4  <BR>Garantia: 2 anos<BR>-","Quantidades:4 <br>Características:Filamentos Power Tip concebidos para uma melhor limpeza nas zonas posteriores dos molares<BR>Filamentos de formato côncavo especialmente desenhados para envolver toda a superfície dos dentes e proporcionar uma melhor limpeza<BR>Cabeça de escovagem com bordos de proteção especialmente desenhados para proteger as gengivas <br>Garantia:2 anos<br>",,,Não,
48430512,"IRRIGADOR BRAUN 0,6L.4PONT.-WATERJET",262,BRAUN,3,"PEQUENOS DOMÉSTICOS",330,"ASSEIO PESSOAL",3300334,"ESCOVAS DE DENTES                                 ",",00","74,24","47,97",sim,não,não,não,4210201139652,"4210201139652 ","0,5","8,208",240,180,190,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=48430512 ","Cor: Branco  <BR>Acessórios Incluídos: 4 ponteiras  <BR>Garantia: 2 anos<BR>-","Cor:Branco <br>Características:O irrigador de limpeza de jatos de água e ar pressurizado combate as bactérias da placa bacteriana e garante massagem gengival<BR>Ideal para pessoas com gengivites, gengivas retraídas, periodontites, que procurem uma solução standard com a garantia Oral-B, para o cuidado da higiene oral sem comprometer a saúde das gengivas<BR>Consumidores envolvidos na categoria que procurem limpeza dos seus dentes e das gengivas<BR>Depósito de água: 600 ml <br>Acessórios Incluídos:4 ponteiras <br>Garantia:2 anos<br>",,,Sim,
