22862975,"VODAFONE.ALCATEL A3 XL          149,90",236,VODAFONE,4,"TELEFONES E TELEMÓVEIS",410,"TELEMÓVEIS / CARTÕES",4100411,"TELEMÓVEIS                                        ","149,90","149,90","118,66",não,não,não,sim,,"              ","0,52","3,136",205,170,90,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=22862975 ","Processador: Octa Core 1,1 GHz  <BR>Ecrã: 6   <BR>Memória: 16 GB<BR>Slot para cartão de memória até 128 GB  <BR>Câmara: 8 MP<BR>Tecnologia: Android 7.0  <BR>Memória RAM: 2 GB  <BR>Auton. Standby: até: 375 horas<BR>Bateria: 3000 mAh<BR>Auton. Conversação: até: 12 h  <BR>Peso: 159 gr<BR>Dimensão: 16,5 x 8,2 x 0,8 cm (AxLxP)<BR>Cor: Cinzento  <BR>Acessórios Incluídos: Auricular estéreo<BR>Cabo de dados  <BR>Garantia: 2 anos<BR>-","Processador:Octa Core 1,1 GHz <br>Ecrã:6' <br>Memória:16 GB<BR>Slot para cartão de memória até 128 GB <br>Câmara:8 MP<br>Tecnologia:Android 7.0 <br>Memória RAM:2 GB <br>Auton. Standby: até:375 horas<br>Auton. Conversação: até:12 h <br>Bateria:3000 mAh<br>Peso:159 gr<br>Dimensão:16,5 x 8,2 x 0,8 cm (AxLxP)<br>Cor:Cinzento <br>Características:4G<BR>Gravação de vídeo em 720p<BR>Câmara frontal de 5 MP<BR>VoLTE<BR>HD Voice<BR>Wi-Fi<BR>Bluetooth <br>Acessórios Incluídos:Auricular estéreo<BR>Cabo de dados <br>Garantia:2 anos<br>",,,Não,
22862976,"VODAFONE.HUAWEI Y7              199,90",236,VODAFONE,4,"TELEFONES E TELEMÓVEIS",410,"TELEMÓVEIS / CARTÕES",4100411,"TELEMÓVEIS                                        ","199,90","199,90","158,24",não,não,não,sim,,"              ","0,624","3,136",205,170,90,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=22862976 ","Processador: Octa Core 1,4 GHz  <BR>Ecrã: 5,5   <BR>Memória: 16 GB<BR>Slot para cartão de memória até 128 GB  <BR>Câmara: 12 MP<BR>Tecnologia: Android 7.0  <BR>Memória RAM: 2 GB  <BR>Auton. Standby: até: 831 horas<BR>Bateria: 4000 mAh<BR>Auton. Conversação: até: 25 h  <BR>Peso: 165 gr<BR>Dimensão: 15,3 x 7,6 x 0,8 cm (AxLxP)<BR>Cor: Cinzento  <BR>Acessórios Incluídos: Cabo de dados  <BR>Garantia: 2 anos<BR>-","Processador:Octa Core 1,4 GHz <br>Ecrã:5,5' <br>Memória:16 GB<BR>Slot para cartão de memória até 128 GB <br>Câmara:12 MP<br>Tecnologia:Android 7.0 <br>Memória RAM:2 GB <br>Auton. Standby: até:831 horas<br>Auton. Conversação: até:25 h <br>Bateria:4000 mAh<br>Peso:165 gr<br>Dimensão:15,3 x 7,6 x 0,8 cm (AxLxP)<br>Cor:Cinzento <br>Características:4G<BR>Gravação de vídeo em 1080p<BR>Câmara frontal de 8 MP<BR>Wi-Fi<BR>Bluetooth <br>Acessórios Incluídos:Cabo de dados <br>Garantia:2 anos<br>",,,Não,
22862977,"VODAFONE.SAMS.GALAXY J3 2017 DR 199,90",236,VODAFONE,4,"TELEFONES E TELEMÓVEIS",410,"TELEMÓVEIS / CARTÕES",4100411,"TELEMÓVEIS                                        ","199,90","199,90","158,24",não,não,não,sim,,"5604234600743 ",0,0,0,0,0,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=22862977 ","Processador: Quad Core 1,4 GHz  <BR>Ecrã: 5   <BR>Memória: 16 GB<BR>Slot para cartão de memória até 256 GB  <BR>Câmara: 13 MP<BR>Tecnologia: Android 7.0  <BR>Memória RAM: 2 GB  <BR>Auton. Standby: até: 546 horas<BR>Bateria: 2400 mAh<BR>Auton. Conversação: até: 12 h  <BR>Peso: 143 gr<BR>Dimensão: 14,3 x 7 x 0,8 cm (AxLxP)<BR>Cor: Dourado  <BR>Acessórios Incluídos: Auricular estéreo<BR>Cabo de dados  <BR>Garantia: 2 anos<BR>-","Processador:Quad Core 1,4 GHz <br>Ecrã:5' <br>Memória:16 GB<BR>Slot para cartão de memória até 256 GB <br>Câmara:13 MP<br>Tecnologia:Android 7.0 <br>Memória RAM:2 GB <br>Auton. Standby: até:546 horas<br>Auton. Conversação: até:12 h <br>Bateria:2400 mAh<br>Peso:143 gr<br>Dimensão:14,3 x 7 x 0,8 cm (AxLxP)<br>Cor:Dourado <br>Características:4G<BR>Gravação de vídeo em 1080p<BR>Câmara frontal de 5 MP<BR>VoLTE<BR>HD Voice<BR>NFC<BR>Bluetooth<BR>Wi-Fi <br>Acessórios Incluídos:Auricular estéreo<BR>Cabo de dados <br>Garantia:2 anos<br>",,,Não,
22862978,"VODAFONE.SAMS.GALAXY J3 2017 PT 229,90",236,VODAFONE,4,"TELEFONES E TELEMÓVEIS",410,"TELEMÓVEIS / CARTÕES",4100411,"TELEMÓVEIS                                        ","229,90","229,90","181,99",não,não,não,sim,,"              ","0,474","3,136",205,170,90,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=22862978 ","Processador: Quad Core 1,4 GHz  <BR>Ecrã: 5   <BR>Memória: 16 GB<BR>Slot para cartão de memória até 256 GB  <BR>Câmara: 13 MP<BR>Tecnologia: Android 7.0  <BR>Memória RAM: 2 GB  <BR>Auton. Standby: até: 546 horas<BR>Bateria: 2400 mAh<BR>Auton. Conversação: até: 12 h  <BR>Peso: 143 gr<BR>Dimensão: 14,3 x 7 x 0,8 cm (AxLxP)<BR>Cor: Preto  <BR>Acessórios Incluídos: Auricular estéreo<BR>Cabo de dados  <BR>Garantia: 2 anos<BR>-","Processador:Quad Core 1,4 GHz <br>Ecrã:5' <br>Memória:16 GB<BR>Slot para cartão de memória até 256 GB <br>Câmara:13 MP<br>Tecnologia:Android 7.0 <br>Memória RAM:2 GB <br>Auton. Standby: até:546 horas<br>Auton. Conversação: até:12 h <br>Bateria:2400 mAh<br>Peso:143 gr<br>Dimensão:14,3 x 7 x 0,8 cm (AxLxP)<br>Cor:Preto <br>Características:4G<BR>Gravação de vídeo em 1080p<BR>Câmara frontal de 5 MP<BR>VoLTE<BR>HD Voice<BR>NFC<BR>Bluetooth<BR>Wi-Fi <br>Acessórios Incluídos:Auricular estéreo<BR>Cabo de dados <br>Garantia:2 anos<br>",,,Não,
22862979,"VODAFONE.IPHONE 6 32GB CZ       419,90",236,VODAFONE,4,"TELEFONES E TELEMÓVEIS",410,"TELEMÓVEIS / CARTÕES",4100411,"TELEMÓVEIS                                        ","419,90","419,90","330,10",não,não,não,sim,,"5604234600583 ","0,418","0,592",155,85,45,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=22862979 ","Processador: Apple A8  <BR>Ecrã: 4,7   <BR>Memória: 32 GB  <BR>Câmara: 8 MP<BR>Tecnologia: IOS 8  <BR>Auton. Standby: até: 250 horas<BR>Bateria: 1810 mAh<BR>Auton. Conversação: até: 14 h  <BR>Peso: 129 gr<BR>Dimensão: 13,8 x 6,7 x 0,6 cm (AxLxP)<BR>Cor: Cinzento  <BR>Garantia: 2 anos<BR>-","Processador:Apple A8 <br>Ecrã:4,7' <br>Memória:32 GB <br>Câmara:8 MP<br>Tecnologia:IOS 8 <br>Auton. Standby: até:250 horas<br>Auton. Conversação: até:14 h <br>Bateria:1810 mAh<br>Peso:129 gr<br>Dimensão:13,8 x 6,7 x 0,6 cm (AxLxP)<br>Cor:Cinzento <br>Características:4G<BR>Gravação de vídeo Full HD<BR>A-GPS<BR>NFC<BR>Wi-Fi<BR>Bluetooth<BR>VoLTE<BR>HD Voice <br>Garantia:2 anos<br>",,,Não,
22862982,"VODAFONE.SAMSUNG GALAXY S8+ CZ  919,90",236,VODAFONE,4,"TELEFONES E TELEMÓVEIS",410,"TELEMÓVEIS / CARTÕES",4100411,"TELEMÓVEIS                                        ","919,90","919,90","745,15",não,não,não,sim,,"5604234595438 ","0,55","3,4",200,170,100,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=22862982 ","Processador: Octa Core 2,3 GHz  <BR>Ecrã: 6,2   <BR>Memória: 64 GB  <BR>Câmara: 12 MP<BR>Tecnologia: Android 7.0  <BR>Memória RAM: 4 GB  <BR>Bateria: 3500 mAh<BR>Peso: 173 gr<BR>Dimensão: 15,9 x 7,3 x 0,8 cm (AxLxP)<BR>Cor: Cinzento  <BR>Garantia: 2 anos<BR>-","Processador:Octa Core 2,3 GHz <br>Ecrã:6,2' <br>Memória:64 GB <br>Câmara:12 MP<br>Tecnologia:Android 7.0 <br>Memória RAM:4 GB <br>Bateria:3500 mAh<br>Peso:173 gr<br>Dimensão:15,9 x 7,3 x 0,8 cm (AxLxP)<br>Cor:Cinzento <br>Características:4G<BR>Câmara frontal de 8 MP<BR>A-GPS<BR>NFC<BR>Wi-Fi<BR>Bluetooth <br>Garantia:2 anos<br>",,,Não,
22862983,"VODAFONE.SAMSUNG GALAXY S8 PT   719,90",236,VODAFONE,4,"TELEFONES E TELEMÓVEIS",410,"TELEMÓVEIS / CARTÕES",4100411,"TELEMÓVEIS                                        ","719,90","719,90","573,98",não,não,não,sim,,"5604234595407 ","0,55","3,4",200,170,100,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=22862983 ","Processador: Octa Core 2,3 GHz  <BR>Ecrã: 5,8   <BR>Memória: 64 GB  <BR>Câmara: 12 MP<BR>Tecnologia: Android 7.0  <BR>Memória RAM: 4 GB  <BR>Bateria: 3000 mAh<BR>Peso: 155 gr<BR>Dimensão: 14,8 x 6,8 x 0,8 cm (AxLxP)<BR>Cor: Preto  <BR>Garantia: 2 anos<BR>-","Processador:Octa Core 2,3 GHz <br>Ecrã:5,8' <br>Memória:64 GB <br>Câmara:12 MP<br>Tecnologia:Android 7.0 <br>Memória RAM:4 GB <br>Bateria:3000 mAh<br>Peso:155 gr<br>Dimensão:14,8 x 6,8 x 0,8 cm (AxLxP)<br>Cor:Preto <br>Características:4G+<BR>Câmara frontal de 8 MP<BR>A-GPS<BR>NFC<BR>Wi-Fi<BR>Bluetooth <br>Garantia:2 anos<br>",,,Não,
22862984,"VODAFONE.SAMSUNG GALAXY S8 PTD  719,90",236,VODAFONE,4,"TELEFONES E TELEMÓVEIS",410,"TELEMÓVEIS / CARTÕES",4100411,"TELEMÓVEIS                                        ","719,90","719,90","573,98",não,não,não,sim,,"5604234595384 ","0,55","3,4",200,170,100,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=22862984 ","Processador: Octa Core 2,3 GHz  <BR>Ecrã: 5,8   <BR>Memória: 64 GB  <BR>Câmara: 12 MP<BR>Tecnologia: Android 7.0  <BR>Memória RAM: 4 GB  <BR>Bateria: 3000 mAh<BR>Peso: 155 gr<BR>Dimensão: 14,8 x 6,8 x 0,8 cm (AxLxP)<BR>Cor: Prateado  <BR>Garantia: 2 anos<BR>-","Processador:Octa Core 2,3 GHz <br>Ecrã:5,8' <br>Memória:64 GB <br>Câmara:12 MP<br>Tecnologia:Android 7.0 <br>Memória RAM:4 GB <br>Bateria:3000 mAh<br>Peso:155 gr<br>Dimensão:14,8 x 6,8 x 0,8 cm (AxLxP)<br>Cor:Prateado <br>Características:4G+<BR>Câmara frontal de 8 MP<BR>A-GPS<BR>NFC<BR>Wi-Fi<BR>Bluetooth <br>Garantia:2 anos<br>",,,Não,
22862985,"VODAFONE.SAMSUNG GALAXY S8 CZ   719,90",236,VODAFONE,4,"TELEFONES E TELEMÓVEIS",410,"TELEMÓVEIS / CARTÕES",4100411,"TELEMÓVEIS                                        ","719,90","719,90","573,98",não,não,não,sim,,"5604234595391 ","0,55","3,4",200,170,100,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=22862985 ","Processador: Octa Core 2,3 GHz  <BR>Ecrã: 5,8   <BR>Memória: 64 GB  <BR>Câmara: 12 MP<BR>Tecnologia: Android 7.0  <BR>Memória RAM: 4 GB  <BR>Bateria: 3000 mAh<BR>Peso: 155 gr<BR>Dimensão: 14,8 x 6,8 x 0,8 cm (AxLxP)<BR>Cor: Cinzento  <BR>Garantia: 2 anos<BR>-","Processador:Octa Core 2,3 GHz <br>Ecrã:5,8' <br>Memória:64 GB <br>Câmara:12 MP<br>Tecnologia:Android 7.0 <br>Memória RAM:4 GB <br>Bateria:3000 mAh<br>Peso:155 gr<br>Dimensão:14,8 x 6,8 x 0,8 cm (AxLxP)<br>Cor:Cinzento <br>Características:4G+<BR>Câmara frontal de 8 MP<BR>A-GPS<BR>NFC<BR>Wi-Fi<BR>Bluetooth <br>Garantia:2 anos<br>",,,Não,
22862986,"VODAFONE.SAMS.GALAXY A5 2017 PT 359,90",236,VODAFONE,4,"TELEFONES E TELEMÓVEIS",410,"TELEMÓVEIS / CARTÕES",4100411,"TELEMÓVEIS                                        ","359,90","359,90","284,90",não,não,não,sim,,"5604234591607 ",0,0,0,0,0,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=22862986 ","Processador: Octa Core 1,9 GHz  <BR>Ecrã: 5,2   <BR>Memória: 32 GB  <BR>Câmara: 16 MP<BR>Tecnologia: Android 6.0  <BR>Memória RAM: 3 GB  <BR>Auton. Standby: até: 636 horas<BR>Bateria: 3000 mAh<BR>Auton. Conversação: até: 18 h  <BR>Peso: 159 gr<BR>Dimensão: 14,6 x 7,1 x 0,7 cm (AxLxP)<BR>Cor: Preto  <BR>Acessórios Incluídos: Cabo de dados<BR>Auricular estéreo  <BR>Garantia: 2 anos<BR>-","Processador:Octa Core 1,9 GHz <br>Ecrã:5,2' <br>Memória:32 GB <br>Câmara:16 MP<br>Tecnologia:Android 6.0 <br>Memória RAM:3 GB <br>Auton. Standby: até:636 horas<br>Auton. Conversação: até:18 h <br>Bateria:3000 mAh<br>Peso:159 gr<br>Dimensão:14,6 x 7,1 x 0,7 cm (AxLxP)<br>Cor:Preto <br>Características:4G+<BR>Câmara frontal de 16 MP<BR>Leitor de impressões digitais<BR>A-GPS<BR>RCS<BR>VoLTE<BR>HD Voice<BR>Wi-Fi<BR>Bluetooth <br>Acessórios Incluídos:Cabo de dados<BR>Auricular estéreo <br>Garantia:2 anos<br>",,,Não,
