43915654,"UNID.INT SAMSUNG INV.WIFI-AR09RXPXBWKN",389,"SAMSUNG  - AR CONDICIONADO",6,CLIMATIZAÇÃO,610,"AR CONDICIONADO",6100614,"AR COND.INVERTER                                  ",",00","351,90","228,71",não,não,não,não,AR09RXPXBWKN,"              ",0,0,0,0,0,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=43915654 ","Capacidade de Arrefecimento: 8.530 Btu/h  <BR>Capacidade de Aquecimento: 10.919 Btu/h  <BR>Humi/Desumidificação: 24 L/24H<BR>Classe Energética: A&#43 &#43   <BR>Filtro: Triplo Neo  <BR>Dimensão: 31,7 x 88,6 x 33,5 cm (AxLxP)<BR>Cor: Branco  <BR>Acessórios Incluídos: Telecomando  <BR>Garantia: 2 anos<BR>-","Capacidade de Arrefecimento:8.530 Btu/h <br>Capacidade de Aquecimento:10.919 Btu/h <br>Humi/Desumidificação:24 L/24H<br>Classe Energética:A++ <br>Filtro:Triplo Neo <br>Dimensão:31,7 x 88,6 x 33,5 cm (AxLxP)<br>Cor:Branco <br>Características:Tecnologia Wind-Free<BR>Tecnologia Bomba de calor<BR>Fluxo de ar longo<BR>Wi-Fi<BR>Indicador de limpeza do filtro<BR>Temporizador 24h<BR>Desumidificação<BR>Defletor único optimizado<BR>Mostrador de temperatura interior digital<BR>Função modo automático e Rearme automático<BR>Modos ventilação e silencioso<BR>Varrimento vertical e horizontal automático<BR>Arrefecimento em dois passos<BR>Compressor inverter de 8 pólos<BR>Modo noturno<BR>Modo Económico<BR>Limpeza automática <br>Acessórios Incluídos:Telecomando <br>Garantia:2 anos<br>",A++,,Não,
43915655,"UNID.INT SAMSUNG INV.WIFI-AR12RXPXBWKN",389,"SAMSUNG  - AR CONDICIONADO",6,CLIMATIZAÇÃO,610,"AR CONDICIONADO",6100614,"AR COND.INVERTER                                  ",",00","400,90","260,96",não,não,não,não,AR12RXPXBWKN,"8801643665449 ","11,9","94,336",320,880,335,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=43915655 ","Capacidade de Arrefecimento: 11.942 Btu/h  <BR>Capacidade de Aquecimento: 11.942 Btu/h  <BR>Humi/Desumidificação: 36 L/24H<BR>Classe Energética: A&#43 &#43   <BR>Filtro: Triplo Neo  <BR>Dimensão: 31,7 x 88,6 x 33,5 cm (AxLxP)<BR>Cor: Branco  <BR>Acessórios Incluídos: Telecomando  <BR>Garantia: 2 anos<BR>-","Capacidade de Arrefecimento:11.942 Btu/h <br>Capacidade de Aquecimento:11.942 Btu/h <br>Humi/Desumidificação:36 L/24H<br>Classe Energética:A++ <br>Filtro:Triplo Neo <br>Dimensão:31,7 x 88,6 x 33,5 cm (AxLxP)<br>Cor:Branco <br>Características:Tecnologia Wind-Free<BR>Tecnologia Bomba de calor<BR>Fluxo de ar longo<BR>Wi-Fi<BR>Indicador de limpeza do filtro<BR>Temporizador 24h<BR>Desumidificação<BR>Defletor único optimizado<BR>Mostrador de temperatura interior digital<BR>Função modo automático e Rearme automático<BR>Modos ventilação e silencioso<BR>Varrimento vertical e horizontal automático<BR>Arrefecimento em dois passos<BR>Compressor inverter de 8 pólos<BR>Modo noturno<BR>Modo Económico<BR>Limpeza automática <br>Acessórios Incluídos:Telecomando <br>Garantia:2 anos<br>",A++,,Não,
43915656,"UNID.INT SAMSUNG INV.WIFI-AR18RXPXBWKN",389,"SAMSUNG  - AR CONDICIONADO",6,CLIMATIZAÇÃO,610,"AR CONDICIONADO",6100614,"AR COND.INVERTER                                  ",",00","544,90","354,79",não,não,não,não,AR18RXPXBWKN,"8801643614218 ","16,3","166,753",385,1125,385,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=43915656 ","Capacidade de Arrefecimento: 17.061 Btu/h  <BR>Capacidade de Aquecimento: 20.473 Btu/h  <BR>Humi/Desumidificação: 48 L/24H<BR>Classe Energética: A&#43 &#43   <BR>Filtro: Triplo Neo  <BR>Dimensão: 37,4 x 113 x 38,4 cm (AxLxP)<BR>Cor: Branco  <BR>Acessórios Incluídos: Telecomando  <BR>Garantia: 2 anos<BR>-","Capacidade de Arrefecimento:17.061 Btu/h <br>Capacidade de Aquecimento:20.473 Btu/h <br>Humi/Desumidificação:48 L/24H<br>Classe Energética:A++ <br>Filtro:Triplo Neo <br>Dimensão:37,4 x 113 x 38,4 cm (AxLxP)<br>Cor:Branco <br>Características:Tecnologia Wind-Free<BR>Tecnologia Bomba de calor<BR>Fluxo de ar longo<BR>Wi-Fi<BR>Indicador de limpeza do filtro<BR>Temporizador 24h<BR>Desumidificação<BR>Defletor único optimizado<BR>Mostrador de temperatura interior digital<BR>Função modo automático e Rearme automático<BR>Modos ventilação e silencioso<BR>Varrimento vertical e horizontal automático<BR>Arrefecimento em dois passos<BR>Compressor inverter de 8 pólos<BR>Modo noturno<BR>Modo Económico<BR>Limpeza automática <br>Acessórios Incluídos:Telecomando <br>Garantia:2 anos<br>",A++,,Não,
43915657,"UNID.INT SAMSUNG INV.WIFI-AR24RXPXBWKN",389,"SAMSUNG  - AR CONDICIONADO",6,CLIMATIZAÇÃO,610,"AR CONDICIONADO",6100614,"AR COND.INVERTER                                  ",",00","734,90","477,94",não,não,não,não,AR24RXPXBWKN,"              ",0,0,0,0,0,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=43915657 ","Capacidade de Arrefecimento: 22.179 Btu/h  <BR>Capacidade de Aquecimento: 25.250 Btu/h  <BR>Humi/Desumidificação: 60 L/24H<BR>Classe Energética: A&#43 &#43   <BR>Filtro: Triplo Neo  <BR>Dimensão: 37,4 x 113 x 38,4 cm (AxLxP)<BR>Cor: Branco  <BR>Acessórios Incluídos: Telecomando  <BR>Garantia: 2 anos<BR>-","Capacidade de Arrefecimento:22.179 Btu/h <br>Capacidade de Aquecimento:25.250 Btu/h <br>Humi/Desumidificação:60 L/24H<br>Classe Energética:A++ <br>Filtro:Triplo Neo <br>Dimensão:37,4 x 113 x 38,4 cm (AxLxP)<br>Cor:Branco <br>Características:Tecnologia Wind-Free<BR>Tecnologia Bomba de calor<BR>Fluxo de ar longo<BR>Wi-Fi<BR>Indicador de limpeza do filtro<BR>Temporizador 24h<BR>Desumidificação<BR>Defletor único optimizado<BR>Mostrador de temperatura interior digital<BR>Função modo automático e Rearme automático<BR>Modos ventilação e silencioso<BR>Varrimento vertical e horizontal automático<BR>Arrefecimento em dois passos<BR>Compressor inverter de 8 pólos<BR>Modo noturno<BR>Modo Económico<BR>Limpeza automática <br>Acessórios Incluídos:Telecomando <br>Garantia:2 anos<br>",A++,,Não,
43915658,"UNID.INT SAMSUNG INV.WIFI-AR07RXWXCWKN",389,"SAMSUNG  - AR CONDICIONADO",6,CLIMATIZAÇÃO,610,"AR CONDICIONADO",6100614,"AR COND.INVERTER                                  ",",00","270,90","175,91",não,não,não,não,AR07RXWXCWKN,"              ",12,"95,408",320,335,890,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=43915658 ","Capacidade de Arrefecimento: 6.800 Btu/h  <BR>Capacidade de Aquecimento: 7.500 Btu/h  <BR>Cor: Branco  <BR>Garantia: 2 anos<BR>-","Capacidade de Arrefecimento:6.800 Btu/h <br>Capacidade de Aquecimento:7.500 Btu/h <br>Cor:Branco <br>Características:Tecnologia Wind-Free Cooling<BR>Controlo Wi-Fi<BR>Aplicação de controlo: Samsung SmartThings<BR>Compressor Digital Inverter (8 pólos)<BR>Purificação de ar: Filtro triplo Neo<BR>Modo arrefecimento em 2 passos<BR>Modo Económico: Single User<BR>Modo Noturno: Good´sleep<BR>Defletores com oscilação automática (vertical e horizontal)<BR>Monitorização de consumo de energia<BR>Temporizador 24 horas<BR>Fluxo de ar longo<BR>Rearme automático<BR>Função modo automático<BR>Desumidificação <br>Garantia:2 anos<br>",,,Sim,
43915659,"UNID.INT SAMSUNG INV.WIFI-AR09RXWXCWKN",389,"SAMSUNG  - AR CONDICIONADO",6,CLIMATIZAÇÃO,610,"AR CONDICIONADO",6100614,"AR COND.INVERTER                                  ",",00","306,90","199,38",não,não,não,não,AR09RXWXCWKN,"8801643665425 ",12,"95,408",320,335,890,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=43915659 ","Capacidade de Arrefecimento: 9.400 Btu/h  <BR>Capacidade de Aquecimento: 10.900 Btu/h  <BR>Dimensão: 31,7 x 88,6 x 33,5 cm (AxLxP)<BR>Cor: Branco  <BR>Garantia: 2 anos<BR>-","Capacidade de Arrefecimento:9.400 Btu/h <br>Capacidade de Aquecimento:10.900 Btu/h <br>Dimensão:31,7 x 88,6 x 33,5 cm (AxLxP)<br>Cor:Branco <br>Características:Tecnologia Wind-Free Cooling<BR>Controlo Wi-Fi<BR>Aplicação de controlo: Samsung SmartThings<BR>Compressor Digital Inverter (8 pólos)<BR>Purificação de ar: Filtro triplo Neo<BR>Modo arrefecimento em 2 passos<BR>Modo Económico: Single User<BR>Modo Noturno: Good´sleep<BR>Defletores com oscilação automática (vertical e horizontal)<BR>Monitorização de consumo de energia<BR>Temporizador 24 horas<BR>Fluxo de ar longo<BR>Rearme automático<BR>Função modo automático<BR>Desumidificação <br>Garantia:2 anos<br>",,,Sim,
43915660,"UNID.INT SAMSUNG INV.WIFI-AR12RXWXCWKN",389,"SAMSUNG  - AR CONDICIONADO",6,CLIMATIZAÇÃO,610,"AR CONDICIONADO",6100614,"AR COND.INVERTER                                  ",",00","346,90","225,76",não,não,não,não,AR12RXWXCWKN,"8801643665463 ",12,"91,872",330,870,320,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=43915660 ","Capacidade de Arrefecimento: 11.900 Btu/h  <BR>Capacidade de Aquecimento: 11.900 Btu/h  <BR>Dimensão: 31,7 x 88,6 x 33,5 cm (AxLxP)<BR>Cor: Branco  <BR>Garantia: 2 anos<BR>-","Capacidade de Arrefecimento:11.900 Btu/h <br>Capacidade de Aquecimento:11.900 Btu/h <br>Dimensão:31,7 x 88,6 x 33,5 cm (AxLxP)<br>Cor:Branco <br>Características:Tecnologia Wind-Free Cooling<BR>Controlo Wi-Fi<BR>Aplicação de controlo: Samsung SmartThings<BR>Compressor Digital Inverter (8 pólos)<BR>Purificação de ar: Filtro triplo Neo<BR>Modo arrefecimento em 2 passos<BR>Modo Económico: Single User<BR>Modo Noturno: Good´sleep<BR>Defletores com oscilação automática (vertical e horizontal)<BR>Monitorização de consumo de energia<BR>Temporizador 24 horas<BR>Fluxo de ar longo<BR>Rearme automático<BR>Função modo automático<BR>Desumidificação <br>Garantia:2 anos<br>",,,Sim,
43915661,"UNID.INT SAMSUNG INV.WIFI-AR18RXWXCWKN",389,"SAMSUNG  - AR CONDICIONADO",6,CLIMATIZAÇÃO,610,"AR CONDICIONADO",6100614,"AR COND.INVERTER                                  ",",00","472,90","307,87",não,não,não,não,AR18RXWXCWKN,"8801643614232 ","16,3","165,319",380,385,1130,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=43915661 ","Capacidade de Arrefecimento: 17.100 Btu/h  <BR>Capacidade de Aquecimento: 20.500 Btu/h  <BR>Dimensão: 37,4 x 113 x 38,4 cm (AxLxP)<BR>Cor: Branco  <BR>Garantia: 2 anos<BR>-","Capacidade de Arrefecimento:17.100 Btu/h <br>Capacidade de Aquecimento:20.500 Btu/h <br>Dimensão:37,4 x 113 x 38,4 cm (AxLxP)<br>Cor:Branco <br>Características:Tecnologia Wind-Free Cooling<BR>Controlo Wi-Fi<BR>Aplicação de controlo: Samsung SmartThings<BR>Compressor Digital Inverter (8 pólos)<BR>Purificação de ar: Filtro triplo Neo<BR>Modo arrefecimento em 2 passos<BR>Modo Económico: Single User<BR>Modo Noturno: Good´sleep<BR>Defletores com oscilação automática (vertical e horizontal)<BR>Monitorização de consumo de energia<BR>Temporizador 24 horas<BR>Fluxo de ar longo<BR>Rearme automático<BR>Função modo automático<BR>Desumidificação <br>Garantia:2 anos<br>",,,Não,
43915662,"UNID.INT SAMSUNG INV.WIFI-AR24RXWXCWKN",389,"SAMSUNG  - AR CONDICIONADO",6,CLIMATIZAÇÃO,610,"AR CONDICIONADO",6100614,"AR COND.INVERTER                                  ",",00","635,90","413,43",não,não,não,não,AR24RXWXCWKN,"8801643614294 ",17,"171,873",390,1130,390,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=43915662 ","Capacidade de Arrefecimento: 22.200 Btu/h  <BR>Capacidade de Aquecimento: 25.200 Btu/h  <BR>Dimensão: 37,4 x 113 x 38,4 cm (AxLxP)<BR>Cor: Branco  <BR>Garantia: 2 anos<BR>-","Capacidade de Arrefecimento:22.200 Btu/h <br>Capacidade de Aquecimento:25.200 Btu/h <br>Dimensão:37,4 x 113 x 38,4 cm (AxLxP)<br>Cor:Branco <br>Características:Tecnologia Wind-Free Cooling<BR>Controlo Wi-Fi<BR>Aplicação de controlo: Samsung SmartThings<BR>Compressor Digital Inverter (8 pólos)<BR>Purificação de ar: Filtro triplo Neo<BR>Modo arrefecimento em 2 passos<BR>Modo Económico: Single User<BR>Modo Noturno: Good´sleep<BR>Defletores com oscilação automática (vertical e horizontal)<BR>Monitorização de consumo de energia<BR>Temporizador 24 horas<BR>Fluxo de ar longo<BR>Rearme automático<BR>Função modo automático<BR>Desumidificação <br>Garantia:2 anos<br>",,,Não,
43915663,"UNID.INT SAMSUNG INVERTER-AR07RXFPEWQN",389,"SAMSUNG  - AR CONDICIONADO",6,CLIMATIZAÇÃO,610,"AR CONDICIONADO",6100614,"AR COND.INVERTER                                  ",",00","220,90","143,67",não,não,não,não,AR07RXFPEWQN,"8801643658205 ","10,2","82,786",265,880,355,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=43915663 ","Capacidade de Arrefecimento: 6.824 Btu/h  <BR>Capacidade de Aquecimento: 7.506 Btu/h  <BR>Filtro: Triplo Neo  <BR>Dimensão: 26 x 88 x 36 cm (AxLxP)<BR>Cor: Branco  <BR>Acessórios Incluídos: Comando infravermelhos  <BR>Garantia: 2 anos<BR>-","Capacidade de Arrefecimento:6.824 Btu/h <br>Capacidade de Aquecimento:7.506 Btu/h <br>Filtro:Triplo Neo <br>Dimensão:26 x 88 x 36 cm (AxLxP)<br>Cor:Branco <br>Características:Compressor Samsung Digital Inverter (8 pólos)<BR>Purificação de ar: Filtro de alta densidade com tripla ação<BR>Modo arrefecimento em 2 passos<BR>Modo Económico: Single User<BR>Modo Noturno: Good´sleep<BR>Defletores com oscilação automática (vertical e horizontal)<BR>Temporizador 24 horas<BR>Rearme automático<BR>Função modo automático<BR>Desumidificação <br>Acessórios Incluídos:Comando infravermelhos <br>Garantia:2 anos<br>",,,Não,
