16709002,"OCULOS 3D LG RECARREGAVEIS-AGS100",251,"LG  - LINHA CASTANHA",9,"ACESSÓRIOS E BATERIAS",900,"ACESSÓRIOS E BATERIAS",9000902,"ACESSÓRIOS                                        ",",00","41,06","29,25",sim,não,não,não,AGS100,"8808992876021 ","0,3","2,352",210,160,70,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=16709002 ","Cor: Preto  <BR>Garantia: 2 anos<BR>-","Cor:Preto <br>Características:7m / 120º <BR>Recarregáveis<BR>Com Obturador para expriência 3D<BR>Emissor 3D incluido na TV<BR>COMPATÍVEL COM:<BR>LED LCD (LX9500 / LX6500) <br>Garantia:2 anos<br>",,,Sim,
16709007,"CAMARA LG P/SKYPE-2011   -ANVC300",251,"LG  - LINHA CASTANHA",9,"ACESSÓRIOS E BATERIAS",900,"ACESSÓRIOS E BATERIAS",9000902,"ACESSÓRIOS                                        ",",00","39,10","27,27",sim,não,não,não,ANVC300,"8808992350880 ","0,35","1,827",105,290,60,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=16709007 ","Cor: Preto  <BR>Garantia: 2 anos<BR>-","Cor:Preto <br>Características:Utilizada com o serviço Skype em televisores da gama Smart TV´s LG<BR>Compatível com todos os modelos das séries LV375S, LV5500, LW5500, LW570S e LW650S<BR>Câmera de 2.0 MP<BR>30 f/s (VGA)<BR>Microfone embutido<BR>Modelos de TV 2011 <br>Garantia:2 anos<br>",,,Sim,
16720175,"SIST.H.C LG HDMI-300W.USB-HT304SU",251,"LG  - LINHA CASTANHA",2,"IMAGEM E SOM",280,"SIST.HOME CINEMA",2800281,"SIST.HOME CINEMA C/FIOS                           ",",00","230,36","160,05",não,não,não,sim,HT304SU,"8808992490838 ",11,"74,626",430,390,445,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=16720175 ","Compatibilidade: DVD, DVD-R, DVD-RW, DVD&#43 R, DVD&#43 RW, CD, CD-R, CD-RW, MP3, WMA, JPEG, CDG, DivX  <BR>Som: 300 W<BR>Entradas/Saídas: Scart<BR>HDMI<BR>1 x Composto<BR>1 x Componente  <BR>Garantia: 2 anos<BR>-","Compatibilidade:DVD, DVD-R, DVD-RW, DVD+R, DVD+RW, CD, CD-R, CD-RW, MP3, WMA, JPEG, CDG, DivX <br>Som:300 W<br>Entradas/Saídas:Scart<BR>HDMI<BR>1 x Composto<BR>1 x Componente <br>Características:Varrimento progressivo<BR>Full HD (1080P) Reescalonamento<BR>Dolby Digital<BR>Dolby Digital II<BR>VSM<BR>EQ Natural<BR>EQ Automático<BR>Sintonizador FM<BR>RDS<BR>Gravação e reprodução directa USB <br>Garantia:2 anos<br>",,,Não,
16720265,"LEIT.DVD LG DIVX-XVID-USB  -DP132",251,"LG  - LINHA CASTANHA",2,"IMAGEM E SOM",240,"DVD /BLURAY /TDT",2400243,"LEITOR DE DVD                                     ",",00","60,27","40,02",não,não,não,sim,DP132,"8806084458827 ","1,3","6,195",75,295,280,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=16720265 ","Entradas/Saídas: Saída vídeo composto<BR>Saída áudio analógico<BR>USB  <BR>Compatibilidade: DVD, DVD&#43 R, DVD&#43 RW, DVD-R, DVD-RW, CD-R, CD-RW, MPEG4, DivX, AVI, MPG, MPEG, JPEG, DivX5, XviD, MP4, MP3 e WMA  <BR>Cor: Preto  <BR>Acessórios Incluídos: Telecomando  <BR>Garantia: 2 anos<BR>-","Entradas/Saídas:Saída vídeo composto<BR>Saída áudio analógico<BR>USB <br>Compatibilidade:DVD, DVD+R, DVD+RW, DVD-R, DVD-RW, CD-R, CD-RW, MPEG4, DivX, AVI, MPG, MPEG, JPEG, DivX5, XviD, MP4, MP3 e WMA <br>Cor:Preto <br>Características:Leitura multimédia de HDD externo USB<BR>Dolby digital 2 canais <br>Acessórios Incluídos:Telecomando <br>Garantia:2 anos<br>",,,Não,
16720266,"LEIT.DVD LG JPEG-MPEG4-USB -DP132",251,"LG  - LINHA CASTANHA",2,"IMAGEM E SOM",240,"DVD /BLURAY /TDT",2400243,"LEITOR DE DVD                                     ",",00","36,28","23,83",sim,não,não,não,DP132,"8806087732900 ","1,3","6,608",280,295,80,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=16720266 ","Entradas/Saídas: Saída vídeo composto<BR>Saída áudio analógico<BR>USB  <BR>Compatibilidade: DVD, DVD-R, DVD&#43 RW, DVD-RW, DVD&#43 R, MPEG4, DivX, JPEG, DivX3, MP3, WMA  <BR>Cor: Preto  <BR>Acessórios Incluídos: Telecomando  <BR>Garantia: 2 anos<BR>-","Entradas/Saídas:Saída vídeo composto<BR>Saída áudio analógico<BR>USB <br>Compatibilidade:DVD, DVD-R, DVD+RW, DVD-RW, DVD+R, MPEG4, DivX, JPEG, DivX3, MP3, WMA <br>Cor:Preto <br>Características:Full HD Up-scaling<BR>Dolby Digital 2 canais <br>Acessórios Incluídos:Telecomando <br>Garantia:2 anos<br>",,,Sim,
16720275,"SIST.H.C LG BLURAY-3D-BTTH-LHB655",251,"LG  - LINHA CASTANHA",2,"IMAGEM E SOM",280,"SIST.HOME CINEMA",2800281,"SIST.HOME CINEMA C/FIOS                           ",",00","491,99","325,14",não,não,não,sim,LHB655,"8806087225976 ","25,86","142,56",450,990,320,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=16720275 ","Sistema: 5.1  <BR>Compatibilidade: BD-ROM, BD-R, BD-RE, DVD, DVD&#43 R, DVD-R, DVD&#43 RW, DVD-RW, Áudio CD, CD-R, CD-RW, DTS-CD, MPEG4, DivX, DivX HD, MKV, AVCHD, M4V, WMV, 3GP, MP3, AAC, WMA, FLAC  <BR>Som: 1000 W<BR>Entradas/Saídas: HDMI<BR>Ethernet<BR>USB<BR>Entrada ótica<BR>Entrada áudio  <BR>Cor: Preto  <BR>Acessórios Incluídos: Telecomando  <BR>Garantia: 2 anos<BR>-","Sistema:5.1 <br>Compatibilidade:BD-ROM, BD-R, BD-RE, DVD, DVD+R, DVD-R, DVD+RW, DVD-RW, Áudio CD, CD-R, CD-RW, DTS-CD, MPEG4, DivX, DivX HD, MKV, AVCHD, M4V, WMV, 3GP, MP3, AAC, WMA, FLAC <br>Som:1000 W<br>Entradas/Saídas:HDMI<BR>Ethernet<BR>USB<BR>Entrada ótica<BR>Entrada áudio <br>Cor:Preto <br>Características:SMART TV<BR>Sintonizador digital FM<BR>RDS<BR>Bluetooth<BR>Powerful Bass Blast<BR>Modo de som privado<BR>Compatível com Multi-Room Music Flow<BR>Sound Sync<BR>Colunas protegidas por rede<BR>Simplink <br>Acessórios Incluídos:Telecomando <br>Garantia:2 anos<br>",,,Não,
16720278,"LEIT.BLURAY LG 3D FHD-DLNA -BP450",251,"LG  - LINHA CASTANHA",2,"IMAGEM E SOM",240,"DVD /BLURAY /TDT",2400249,"LEITOR BLURAY/HDDVD                               ",",00","75,02","49,29",sim,não,não,não,BP450,"8806087226195 ","1,484","8,06",80,310,325,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=16720278 ","Compatibilidade: Máxima compatibilidade de reprodução  <BR>Entradas/Saídas: HDMI<BR>Saída áudio coaxial<BR>Ethernet<BR>USB  <BR>Cor: Preto  <BR>Acessórios Incluídos: Controlo remoto  <BR>Garantia: 2 anos<BR>-","Compatibilidade:Máxima compatibilidade de reprodução <br>Entradas/Saídas:HDMI<BR>Saída áudio coaxial<BR>Ethernet<BR>USB <br>Cor:Preto <br>Características:Display<BR>Full HD 3D<BR>Deep Color<BR>1080p Upscaling<BR>Redução de ruído<BR>Private Sound Mode<BR>DLNA<BR>Wi-Fi<BR>Dynamic Range Control<BR>Simplink<BR>Desliga-se automaticamente<BR>Screen Saver<BR>Função Multiroom<BR>Compatível com Music Flow (CD) <br>Acessórios Incluídos:Controlo remoto <br>Garantia:2 anos<br>",,,Sim,
16720279,"LEIT.BLURAY LG UPSCALIN.FHD-BP250",251,"LG  - LINHA CASTANHA",2,"IMAGEM E SOM",240,"DVD /BLURAY /TDT",2400249,"LEITOR BLURAY/HDDVD                               ",",00","59,03","38,78",sim,não,não,não,BP250,"8806087225921 ","1,5","8,052",305,330,80,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=16720279 ","Compatibilidade: Máxima compatibilidade de reprodução  <BR>Entradas/Saídas: HDMI<BR>USB  <BR>Cor: Preto  <BR>Acessórios Incluídos: Controlo remoto  <BR>Garantia: 2 anos<BR>-","Compatibilidade:Máxima compatibilidade de reprodução <br>Entradas/Saídas:HDMI<BR>USB <br>Cor:Preto <br>Características:Full HD Up-scaling<BR>Deep Color<BR>Redução de ruído<BR>Dynamic Range Control<BR>Simplink<BR>Desliga-se automaticamente<BR>Screen Saver<BR>Memória da última cena<BR>Reprodução externa de disco <br>Acessórios Incluídos:Controlo remoto <br>Garantia:2 anos<br>",,,Sim,
16720281,"LEIT.BLURAY LG UHD4K-WIFI  -UBK90",251,"LG  - LINHA CASTANHA",2,"IMAGEM E SOM",240,"DVD /BLURAY /TDT",2400249,"LEITOR BLURAY/HDDVD                               ",",00","215,24","141,43",sim,não,não,não,UBK90,"8806098211166 ","2,627","10,45",80,475,275,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=16720281 ","Compatibilidade: Máxima compatibilidade de reprodução  <BR>Entradas/Saídas: 2 x HDMI<BR>Saída áudio ótica<BR>USB<BR>Ethernet  <BR>Cor: Preto  <BR>Acessórios Incluídos: Telecomando  <BR>Garantia: 2 anos<BR>-","Compatibilidade:Máxima compatibilidade de reprodução <br>Entradas/Saídas:2 x HDMI<BR>Saída áudio ótica<BR>USB<BR>Ethernet <br>Cor:Preto <br>Características:Display LED<BR>4K upscaling<BR>1080p Upscaling<BR>HDR 10<BR>Dolby Vision HDR<BR>Wi-Fi<BR>Simplink<BR>Dynamic Range Control<BR>Desliga-se automaticamente<BR>Controlo parental <br>Acessórios Incluídos:Telecomando <br>Garantia:2 anos<br>",,,Sim,
16725020,"PROJETOR LG 800L.LED-HDMI -PW800G",419,"LG  - INFORMATICA",5,INFORMÁTICA,530,MONITORES,5300531,"PROJECTORES INFORMÁTICA                           ",",00","599,00","465,62",não,não,não,sim,PW800G,"8806087266429 ","1,74","8,398",190,260,170,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=16725020 ","Resolução: 1280 x 800 px<BR>Conectividade: HDMI<BR>USB<BR>MHL<BR>Miracast<BR>VGA<BR>AV in<BR>Saída áudio  <BR>Luminosidade: 800 ANSI Lumen<BR>Duração de Lâmpada: 30000 Horas<BR>Contraste: 100.000:1  <BR>Cor: Branco / azul  <BR>Garantia: 2 anos<BR>-","Resolução:1280 x 800 px<br>Conectividade:HDMI<BR>USB<BR>MHL<BR>Miracast<BR>VGA<BR>AV in<BR>Saída áudio <br>Luminosidade:800 ANSI Lumen<br>Duração de Lâmpada:30000 Horas<br>Contraste:100.000:1 <br>Cor:Branco / azul <br>Características:Tecnologia LED<BR>Som: 2 x 1 W <br>Garantia:2 anos<br>",,,Não,
