Referencia,Descrição,CodMarca,NOME_MARCA,Cod.Gama,NOME_GAMA,Cod.Familia,NOME_FAMILIA,SUBFAMILIA,NOME_SUBFAMILIA,PVP_MARCA,PVP_CENTRAL,PR_LIQUIDO,EM_PROMOÇ+O,EXCLUSIVO,OFERTA,FORA_GAMA,PartNr,EAN,Peso(kg),Volume(dm3),Comprimento(mm),Largura(mm),Altura(mm),LinkImagem,Caracteristicas_Resumo,Caracteristicas_Completa,Classe_energetica,Link_Classe_Energetica,Stock,
10430670,"CAPA TOSHIBA TABLET 8  PT-PX1861E-1NCA",380,"TOSHIBA  - INFORMATICA",5,INFORMÁTICA,590,ACESSÓRIOS,5900596,"MALAS                                             ","4,90","3,72","2,58",sim,não,não,não,PX1861E-1NCA,"4051528108576 ","0,156","1,078",25,164,263,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=10430670 ","Compatibilidade: Para Tablet Encore de 8 polegadas  <BR>Cor: Preto  <BR>Garantia: 2 anos<BR>-","Compatibilidade:Para Tablet Encore de 8 polegadas <br>Cor:Preto <br>Características:Giratória: pode ser usada em modo retrato ou paisagem<BR>Com suporte de caneta<BR>Material: couro PU <br>Garantia:2 anos<br>",,,Sim,
10430671,"CAPA TOSHIBA TABLET 8  TQ-PX1863E-1NCA",380,"TOSHIBA  - INFORMATICA",5,INFORMÁTICA,590,ACESSÓRIOS,5900596,"MALAS                                             ","4,90","3,72","2,58",sim,não,não,não,PX1863E-1NCA,"4051528108590 ","0,304","1,053",25,162,260,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=10430671 ","Compatibilidade: Para Tablet Encore de 8 polegadas  <BR>Cor: Turquesa  <BR>Garantia: 2 anos<BR>-","Compatibilidade:Para Tablet Encore de 8 polegadas <br>Cor:Turquesa <br>Características:Giratória: pode ser usada em modo retrato ou paisagem<BR>Com suporte de caneta<BR>Material: couro PU <br>Garantia:2 anos<br>",,,Sim,
10430702,"RATO TOSHIBA S/F W30 BR  -PA5155E-1ETW",380,"TOSHIBA  - INFORMATICA",5,INFORMÁTICA,590,ACESSÓRIOS,5900592,"RATOS                                             ","19,99","19,99","16,00",não,não,não,sim,PA5155E-1ETW,"4051528077667 ",0,"0,765",170,100,45,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=10430702 ","Conectividade: USB  <BR>Cor: Branco  <BR>Garantia: 2 anos<BR>-","Conectividade:USB <br>Cor:Branco <br>Características:Tecnologia de luz azul LED para maior precisão em quase todas as superfícies <br>Garantia:2 anos<br>",,,Não,
11129001,"CALCULADORA CASIO CIENTIFICA -FX82MS",394,CASIO,5,INFORMÁTICA,510,"COMPUTADORES E TABLET'S",5100515,"CALCULADORAS                                      ",",00","12,90","8,76",não,não,não,não,FX82MS,"4549526607547 ","0,7","3,724",280,190,70,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=11129001 ","Características: LCD monocromado de 2 linhas<BR>240 funções<BR>Cálculos clássicos<BR>Cálculos estatísticos<BR>Percentagem<BR>Fracções<BR>Trigonometria<BR>Potências<BR>Raízes<BR>Conversão de coordenadas<BR>Ligação ao Pc ou a outra máquina  <BR>Garantia: 2 anos<BR>-","Características:LCD monocromado de 2 linhas<BR>240 funções<BR>Cálculos clássicos<BR>Cálculos estatísticos<BR>Percentagem<BR>Fracções<BR>Trigonometria<BR>Potências<BR>Raízes<BR>Conversão de coordenadas<BR>Ligação ao Pc ou a outra máquina <br>Garantia:2 anos<br>",,,Não,
11129003,"CALCULADORA CASIO BOLSO   -HL820LVBK",394,CASIO,5,INFORMÁTICA,510,"COMPUTADORES E TABLET'S",5100515,"CALCULADORAS                                      ",",00","4,90","3,04",não,não,não,não,HL820LVBK,"4971850169284 ","0,995","0,513",19,135,200,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=11129003 ","Cor: Preto  <BR>Garantia: 2 anos<BR>-","Cor:Preto <br>Características:8 dígitos<BR>Funções no visor<BR>Visor grande<BR>Constantes<BR>Memória<BR>Percentagem<BR>Percentagem Forte M U %<BR>Raiz quadrada<BR>Pilha LR44 <br>Garantia:2 anos<br>",,,Não,
11129004,"CALCULADORA CASIO BOLSO     -HL820VA",394,CASIO,5,INFORMÁTICA,510,"COMPUTADORES E TABLET'S",5100515,"CALCULADORAS                                      ",",00","4,90","3,19",não,não,não,não,HL820VA,"4971850175896 ","0,075","0,34",15,124,183,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=11129004 ","Características: Visor de 8 dígitos<BR>Cálculo de percentagem<BR>Tampa de metal<BR>Raiz quadrada<BR>Teclas de plástico<BR>Funciona a pilhas  <BR>Garantia: 2 anos<BR>-","Características:Visor de 8 dígitos<BR>Cálculo de percentagem<BR>Tampa de metal<BR>Raiz quadrada<BR>Teclas de plástico<BR>Funciona a pilhas <br>Garantia:2 anos<br>",,,Não,
11129005,"CALCULADORA CASIO BOLSO    -HL820VER",394,CASIO,5,INFORMÁTICA,510,"COMPUTADORES E TABLET'S",5100515,"CALCULADORAS                                      ",",00","5,90","3,57",não,não,não,não,HL820VER,"4971850172611 ","0,081","0,81",200,135,30,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=11129005 ","Características: Tampa e Grande Visor com 8 Dígitos<BR>Memória independente<BR>Inversor de sinais<BR>Tecla de percentagem  <BR>Garantia: 2 anos<BR>-","Características:Tampa e Grande Visor com 8 Dígitos<BR>Memória independente<BR>Inversor de sinais<BR>Tecla de percentagem <br>Garantia:2 anos<br>",,,Sim,
11129006,"CALCULADORA CASIO BOLSO   -LC401LVBU",394,CASIO,5,INFORMÁTICA,510,"COMPUTADORES E TABLET'S",5100515,"CALCULADORAS                                      ",",00","6,90","4,53",não,não,não,não,LC401LVBU,"4971850182405 ","0,105","0,544",20,136,200,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=11129006 ","Cor: Azul  <BR>Garantia: 2 anos<BR>-","Cor:Azul <br>Características:8 dígitos<BR>Visor grande<BR>Memória<BR>Percentagem<BR>Calculo de percentagem<BR>Tecla para mudança sinal +/-<BR>Raiz quadrada<BR>Tampa protectora <br>Garantia:2 anos<br>",,,Não,
11129007,"CALCULADORA CASIO BOLSO   -LC401LVPK",394,CASIO,5,INFORMÁTICA,510,"COMPUTADORES E TABLET'S",5100515,"CALCULADORAS                                      ",",00","6,90","4,53",não,não,não,não,LC401LVPK,"4971850182412 ","0,105","0,544",20,136,200,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=11129007 ","Cor: Rosa  <BR>Garantia: 2 anos<BR>-","Cor:Rosa <br>Características:8 dígitos<BR>Visor grande<BR>Memória<BR>Percentagem<BR>Calculo de percentagem<BR>Tecla para mudança sinal +/-<BR>Raiz quadrada<BR>Tampa protectora <br>Garantia:2 anos<br>",,,Não,
11129008,"CALCULADORA CASIO BOLSO      -HS8VER",394,CASIO,5,INFORMÁTICA,510,"COMPUTADORES E TABLET'S",5100515,"CALCULADORAS                                      ",",00","7,90","4,85",não,não,não,não,HS8VER,"4971850188728 ","0,075","0,513",19,135,200,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=11129008 ","Características: 8 dígitos<BR>Funções no visor<BR>Visor grande<BR>Constantes<BR>Memória<BR>Percentagem<BR>Percentagem Forte M U %<BR>Raiz quadrada<BR>Troca de sinal  <BR>Garantia: 2 anos<BR>-","Características:8 dígitos<BR>Funções no visor<BR>Visor grande<BR>Constantes<BR>Memória<BR>Percentagem<BR>Percentagem Forte M U %<BR>Raiz quadrada<BR>Troca de sinal <br>Garantia:2 anos<br>",,,Sim,
11129010,"CALCULADORA CASIO BOLSO     -SL150BK",394,CASIO,5,INFORMÁTICA,510,"COMPUTADORES E TABLET'S",5100515,"CALCULADORAS                                      ",",00","4,90","3,36",não,não,não,sim,SL150BK,"4971850168362 ","0,055","0,353",13,136,200,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=11129010 ","Características: Visor de 8 dígitos<BR>Bateria solar de grande capacidade<BR>Tampa de plástico<BR>Raiz quadrada<BR>Cálculo de percentagem<BR>Sinal mais / menos  <BR>Garantia: 2 anos<BR>-","Características:Visor de 8 dígitos<BR>Bateria solar de grande capacidade<BR>Tampa de plástico<BR>Raiz quadrada<BR>Cálculo de percentagem<BR>Sinal mais / menos <br>Garantia:2 anos<br>",,,Não,
11129021,"CALCULADORA CASIO SECRETAR.-DR320TEC",394,CASIO,5,INFORMÁTICA,510,"COMPUTADORES E TABLET'S",5100515,"CALCULADORAS                                      ",",00","105,90","72,59",não,não,não,sim,DR320TEC,"4971850178446 ","2,17","14,099",130,254,427,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=11129021 ","Características: Visor de 14 dígitos<BR>Velocidade de impressão: 3,5 linhas/s<BR>Triplo 0<BR>Cálculo de média<BR>Impressão a 2 cores<BR>Cálculo de impostos<BR>Conversor de divisas<BR>Tecla de correcção rápida<BR>Cálculo de lucros<BR>% Delta<BR>Bateria de reserva incorporada<BR>Contador de itens<BR>Funciona com ligação eléctrica  <BR>Garantia: 2 anos<BR>-","Características:Visor de 14 dígitos<BR>Velocidade de impressão: 3,5 linhas/s<BR>Triplo 0<BR>Cálculo de média<BR>Impressão a 2 cores<BR>Cálculo de impostos<BR>Conversor de divisas<BR>Tecla de correcção rápida<BR>Cálculo de lucros<BR>% Delta<BR>Bateria de reserva incorporada<BR>Contador de itens<BR>Funciona com ligação eléctrica <br>Garantia:2 anos<br>",,,Não,
11129027,"CALCULADORA CASIO CIENTIF.-FX9750GII",394,CASIO,5,INFORMÁTICA,510,"COMPUTADORES E TABLET'S",5100515,"CALCULADORAS                                      ",",00","98,78","67,76",sim,não,não,não,FX9750GII,"4971850033905 ","0,5","2,219",45,182,271,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=11129027 ","Características: Visor matricial 64 x 128 pontos<BR>8 linhas por 21 colunas<BR>905 funções<BR>Programação<BR>Cálculo básico<BR>Trigonometria<BR>Fracções<BR>Potências<BR>Raízes<BR>Estatística (2 variáveis)<BR>64 KB memória RAM<BR>Permanente 26 variáveis  <BR>Garantia: 2 anos<BR>-","Características:Visor matricial 64 x 128 pontos<BR>8 linhas por 21 colunas<BR>905 funções<BR>Programação<BR>Cálculo básico<BR>Trigonometria<BR>Fracções<BR>Potências<BR>Raízes<BR>Estatística (2 variáveis)<BR>64 KB memória RAM<BR>Permanente 26 variáveis <br>Garantia:2 anos<br>",,,Sim,
11129028,"CALCULADORA CASIO CIENTIF.-FX9860GII",394,CASIO,5,INFORMÁTICA,510,"COMPUTADORES E TABLET'S",5100515,"CALCULADORAS                                      ",",00","162,90","111,69",não,não,não,não,FX9860GII,"4971850033691 ","0,7","3,439",70,182,270,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=11129028 ","Características: Visor Gráfico Iluminado de alto contraste de 64 x 128 pixéis<BR>10 &#43  2 dígitos<BR>Menu por ícones<BR>1025 Funções<BR>Programação, Cálculo básico, Funções financeiras, Resolução equações, Matrizes, Estatística (2 Variáveis), Funções gráficas<BR>Memória: 64 KB RAM / 1,5 MB ROM<BR>Permite ligação a computador  <BR>Garantia: 2 anos<BR>-","Características:Visor Gráfico Iluminado de alto contraste de 64 x 128 pixéis<BR>10 + 2 dígitos<BR>Menu por ícones<BR>1025 Funções<BR>Programação, Cálculo básico, Funções financeiras, Resolução equações, Matrizes, Estatística (2 Variáveis), Funções gráficas<BR>Memória: 64 KB RAM / 1,5 MB ROM<BR>Permite ligação a computador <br>Garantia:2 anos<br>",,,Não,
11129030,"CALCULADORA CASIO CIENT.-FX9860GIISD",394,CASIO,5,INFORMÁTICA,510,"COMPUTADORES E TABLET'S",5100515,"CALCULADORAS                                      ",",00","156,90","107,50",não,não,não,não,FX9860GIISD,"4971850033738 ","0,699","3,626",280,185,70,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=11129030 ","Cor: Branco/Azul  <BR>Acessórios Incluídos: Cabo USB  <BR>Garantia: 2 anos<BR>-","Cor:Branco/Azul <br>Características:Visor Gráfico de alto contraste de 64 x 128 pixéis<BR>21 x 8 dígitos<BR>Memória: 61 KB RAM / 1,5 MB ROM<BR>Funções hiperbólicas e respectivas inversas, estatística unidimensional e bidimensional<BR>4 pilhas AAA<BR>Slot para Cartões de Memória SD <br>Acessórios Incluídos:Cabo USB <br>Garantia:2 anos<br>",,,Não,
11129031,"CALCULADORA CASIO SECRETAR.-FR620TEC",394,CASIO,5,INFORMÁTICA,510,"COMPUTADORES E TABLET'S",5100515,"CALCULADORAS                                      ",",00","98,90","67,81",não,não,não,sim,FR-620TEC-E-EH,"4971850178514 ","2,175","14,088",255,130,425,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=11129031 ","Cor: Preta  <BR>Garantia: 2 anos<BR>-","Cor:Preta <br>Características:12 dígitos<BR>Contador de parcelas<BR>Teclas de plástico<BR>Tecla de correcção rápida<BR>Funciona a 220 Volts<BR>Conversões em Euros<BR>Margem, Custo, Preço de Venda<BR>Percentagem Delta<BR>Calculo de médias<BR>Margem forte<BR>0 a 4 casas decimais seleccionáveis<BR>Fita de Nylon 2 cores<BR>Largura do papel: 58mm<BR>2 cores de impressão<BR>Velocidade de impressão: 3,5 linhas por segundo<BR>Memórias independentes<BR>Total e grande total<BR>Corta (0-4) ou arredonda (5-9)<BR>Taxas automáti <br>Garantia:2 anos<br>",,,Não,
11129033,"CALCULADORA CASIO CIENTIFICA -FXCG20",394,CASIO,5,INFORMÁTICA,510,"COMPUTADORES E TABLET'S",5100515,"CALCULADORAS                                      ",",00","173,90","119,56",não,não,não,sim,FXCG20,"4971850033660 ","0,99","38,57",190,290,700,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=11129033 ","Cor: Preto  <BR>Garantia: 2 anos<BR>-","Cor:Preto <br>Características:Ecrã LCD a cores<BR>Visor com expressões em formato<BR>Opção SOLVE<BR>Estatística<BR>Gráfico de funções<BR>Matrizes<BR>Cálculo integral<BR>Divisão com resto<BR>Conversão de unidades<BR>Gráfico de barras e circular<BR>Geração de números aleatórios<BR>eActividades<BR>Folha de cálculo<BR>Software de geometria dinâmica<BR>Possibilidade de colocar pontos numa miragem <br>Garantia:2 anos<br>",,,Não,
11129034,"CALCULADORA CASIO SECRETAR.-MS20NCBU",394,CASIO,9,"ACESSÓRIOS E BATERIAS",900,"ACESSÓRIOS E BATERIAS",9000902,"ACESSÓRIOS                                        ",",00","14,90","9,69",não,não,não,sim,MS20NCBU,"4971850087427 ","0,185","1,472",230,160,40,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=11129034 ","Cor: Azul / Branco  <BR>Garantia: 2 anos<BR>-","Cor:Azul / Branco <br>Características:Visor extra grande<BR>Cálculo de impostos<BR>Função de câmbio<BR>Teclas de plástico<BR>12 digitos<BR>2 vias de alimentação <br>Garantia:2 anos<br>",,,Não,
11129035,"CALCULADORA CASIO SECRETARIA -MS10BS",394,CASIO,5,INFORMÁTICA,510,"COMPUTADORES E TABLET'S",5100515,"CALCULADORAS                                      ",",00","13,90","8,99",não,não,não,sim,MS10BS,"              ","0,18","2,304",160,240,60,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=11129035 ","Cor: Preto  <BR>Garantia: 2 anos<BR>-","Cor:Preto <br>Características:10 dígitos<BR>2 formas de energia (pilha e solar)<BR>Teclado plástico resistente<BR>Percentagem normal e forte<BR>Conversão de moedas<BR>Taxas automáticas<BR>Memória independente<BR>Separação de decimais com 3 casas<BR>Troca de sinal (+/-) <br>Garantia:2 anos<br>",,,Não,
11129037,"CALCULADORA CASIO SECRETAR.-MS20NCGN",394,CASIO,9,"ACESSÓRIOS E BATERIAS",900,"ACESSÓRIOS E BATERIAS",9000902,"ACESSÓRIOS                                        ",",00","14,90","9,69",não,não,não,sim,MS20NCGN,"4971850087441 ","0,184","1,173",230,170,30,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=11129037 ","Cor: Verde / Branco  <BR>Garantia: 2 anos<BR>-","Cor:Verde / Branco <br>Características:Visor extra grande<BR>Cálculo de impostos<BR>Função de câmbio<BR>Teclas de plástico<BR>12 digitos<BR>2 vias de alimentação <br>Garantia:2 anos<br>",,,Não,
11129038,"CALCULADORA CASIO SECRETAR.-MS20NCRG",394,CASIO,9,"ACESSÓRIOS E BATERIAS",900,"ACESSÓRIOS E BATERIAS",9000902,"ACESSÓRIOS                                        ",",00","14,90","9,69",não,não,não,sim,MS20NCRG,"4971850087410 ","0,184","1,104",230,160,30,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=11129038 ","Cor: Laranja / Branco  <BR>Garantia: 2 anos<BR>-","Cor:Laranja / Branco <br>Características:Visor extra grande<BR>Cálculo de impostos<BR>Função de câmbio<BR>Teclas de plástico<BR>12 digitos<BR>2 vias de alimentação <br>Garantia:2 anos<br>",,,Não,
11129039,"CALCULADORA CASIO SECRETAR.-MS20NCRD",394,CASIO,9,"ACESSÓRIOS E BATERIAS",900,"ACESSÓRIOS E BATERIAS",9000902,"ACESSÓRIOS                                        ",",00","14,90","9,69",não,não,não,sim,MS20NCRD,"4971850087434 ","0,18","1,282",35,158,232,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=11129039 ","Cor: Vermelho / Branco  <BR>Garantia: 2 anos<BR>-","Cor:Vermelho / Branco <br>Características:Visor extra grande<BR>Cálculo de impostos<BR>Função de câmbio<BR>Teclas de plástico<BR>12 digitos<BR>2 vias de alimentação <br>Garantia:2 anos<br>",,,Não,
11129042,"CALCULADORA CASIO SECRETAR.-DR420TEC",394,CASIO,5,INFORMÁTICA,510,"COMPUTADORES E TABLET'S",5100515,"CALCULADORAS                                      ",",00","113,90","77,83",não,não,não,sim,DR420TEC,"4971850178545 ","2,085","14,254",130,255,430,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=11129042 ","Cor: Preto  <BR>Garantia: 2 anos<BR>-","Cor:Preto <br>Características:12 digitos<BR>Impressão com fita de nylon de 2 cores<BR>Impressor muito robusto<BR>Memória<BR>Percentagem normal e forte<BR>Conversor de moedas<BR>Virgula flutuante selecionável<BR>Velocidade de 4,4 linhas por segundo <br>Garantia:2 anos<br>",,,Não,
11129043,"CALCULADORA CASIO BOLSO        -HL4A",394,CASIO,5,INFORMÁTICA,510,"COMPUTADORES E TABLET'S",5100515,"CALCULADORAS                                      ",",00","4,90","3,22",não,não,não,não,HL4A,"4971850163190 ","0,055","1,241",124,182,55,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=11129043 ","Cor: Silver  <BR>Garantia: 2 anos<BR>-","Cor:Silver <br>Características:Visor com 8 dígitos<BR>Corpo em plástico<BR>Alimentação a pilhas <br>Garantia:2 anos<br>",,,Não,
11129044,"CALCULADORA CASIO BOLSO       -HS8VA",394,CASIO,5,INFORMÁTICA,510,"COMPUTADORES E TABLET'S",5100515,"CALCULADORAS                                      ",",00","5,90","3,85",não,não,não,não,HS8VA,"4971850175872 ","0,075","0,361",124,182,16,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=11129044 ","Cor: Silver  <BR>Garantia: 2 anos<BR>-","Cor:Silver <br>Características:Visor com 8 dígitos<BR>Raiz quadrada<BR>Tampa de metal<BR>Teclas em plástico<BR>2 fontes de alimentação <br>Garantia:2 anos<br>",,,Sim,
11129045,"CALCULADORA CASIO BOLSO    -SL100VER",394,CASIO,9,"ACESSÓRIOS E BATERIAS",900,"ACESSÓRIOS E BATERIAS",9000902,"ACESSÓRIOS                                        ",",00","10,90","7,54",não,não,não,sim,SL100VER,"4971850188773 ","0,083","0,311",131,183,13,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=11129045 ","Cor: Vermelho  <BR>Garantia: 2 anos<BR>-","Cor:Vermelho <br>Características:Visor de grandes dimensões<BR>Duas superfícies<BR>Cálculo de percentagem<BR>Tampa de plástico<BR>2 fontes de alimentação <br>Garantia:2 anos<br>",,,Não,
11129046,"CALCULADORA CASIO BOLSO   -SL300NCRG",394,CASIO,9,"ACESSÓRIOS E BATERIAS",900,"ACESSÓRIOS E BATERIAS",9000902,"ACESSÓRIOS                                        ",",00","7,90","5,39",não,não,não,sim,SL300NCRG,"4971850087342 ","0,098","0,516",136,200,19,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=11129046 ","Cor: Branco / Laranja  <BR>Garantia: 2 anos<BR>-","Cor:Branco / Laranja <br>Características:Visor de 8 digitos<BR>Pilhas e solar<BR>Cálculo de taxas<BR>Calculo de tempo<BR>Grande visor <br>Garantia:2 anos<br>",,,Não,
11129047,"CALCULADORA CASIO BOLSO   -SL300NCBU",394,CASIO,9,"ACESSÓRIOS E BATERIAS",900,"ACESSÓRIOS E BATERIAS",9000902,"ACESSÓRIOS                                        ",",00","7,90","5,39",não,não,não,sim,SL300NCBU,"4971850087359 ","0,098","0,516",136,200,19,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=11129047 ","Cor: Branco / Azul  <BR>Garantia: 2 anos<BR>-","Cor:Branco / Azul <br>Características:Visor de 8 digitos<BR>Pilhas e solar<BR>Cálculo de taxas<BR>Calculo de tempo<BR>Grande visor <br>Garantia:2 anos<br>",,,Não,
11129048,"CALCULADORA CASIO BOLSO   -SL300NCRD",394,CASIO,9,"ACESSÓRIOS E BATERIAS",900,"ACESSÓRIOS E BATERIAS",9000902,"ACESSÓRIOS                                        ",",00","7,90","5,39",não,não,não,sim,SL300NCRD,"4971850087366 ","0,098","0,516",136,200,19,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=11129048 ","Cor: Branco / Vermelho  <BR>Garantia: 2 anos<BR>-","Cor:Branco / Vermelho <br>Características:Visor de 8 digitos<BR>Pilhas e solar<BR>Cálculo de taxas<BR>Calculo de tempo<BR>Grande visor <br>Garantia:2 anos<br>",,,Não,
11129049,"CALCULADORA CASIO BOLSO   -SL300NCGN",394,CASIO,9,"ACESSÓRIOS E BATERIAS",900,"ACESSÓRIOS E BATERIAS",9000902,"ACESSÓRIOS                                        ",",00","7,90","5,39",não,não,não,sim,SL300NCGN,"4971850087373 ","0,098","0,516",136,200,19,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=11129049 ","Cor: Branco / Verde  <BR>Garantia: 2 anos<BR>-","Cor:Branco / Verde <br>Características:Visor de 8 digitos<BR>Pilhas e solar<BR>Cálculo de taxas<BR>Calculo de tempo<BR>Grande visor <br>Garantia:2 anos<br>",,,Não,
11129050,"CALCULADORA CASIO BOLSO   -SL300NCPK",394,CASIO,9,"ACESSÓRIOS E BATERIAS",900,"ACESSÓRIOS E BATERIAS",9000902,"ACESSÓRIOS                                        ",",00","7,90","5,39",não,não,não,sim,SL300NCPK,"4971850087380 ","0,098","0,516",136,200,19,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=11129050 ","Cor: Branco / Rosa  <BR>Garantia: 2 anos<BR>-","Cor:Branco / Rosa <br>Características:Visor de 8 digitos<BR>Pilhas e solar<BR>Cálculo de taxas<BR>Calculo de tempo<BR>Grande visor <br>Garantia:2 anos<br>",,,Não,
11129051,"CALCULADORA CASIO BOLSO   -SL320TER+",394,CASIO,9,"ACESSÓRIOS E BATERIAS",900,"ACESSÓRIOS E BATERIAS",9000902,"ACESSÓRIOS                                        ",",00","10,90","7,16",não,não,não,sim,SL320TER+,"4971850188766 ","0,105","0,527",131,183,22,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=11129051 ","Cor: Lilás  <BR>Garantia: 2 anos<BR>-","Cor:Lilás <br>Características:Visor com 12 dígitos<BR>Conversor de divisas<BR>Cálculo de impostos<BR>A pilhas e solar <br>Garantia:2 anos<br>",,,Não,
11129052,"CALCULADORA CASIO BOLSO    -SL305ECO",394,CASIO,9,"ACESSÓRIOS E BATERIAS",900,"ACESSÓRIOS E BATERIAS",9000902,"ACESSÓRIOS                                        ",",00","10,90","7,16",não,não,não,sim,SL305ECO,"4971850185710 ","0,106","0,251",86,127,23,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=11129052 ","Cor: Silver  <BR>Garantia: 2 anos<BR>-","Cor:Silver <br>Características:Cálculo de impostos<BR>Bateria solar / duas fontes de alimentação<BR>Pilhas <br>Garantia:2 anos<br>",,,Não,
11129053,"CALCULADORA CASIO BOLSO  -SL1000TWBK",394,CASIO,9,"ACESSÓRIOS E BATERIAS",900,"ACESSÓRIOS E BATERIAS",9000902,"ACESSÓRIOS                                        ",",00","12,90","8,79",não,não,não,sim,SL1000TWBK,"4971850901969 ","0,117","0,598",136,200,22,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=11129053 ","Cor: Preto  <BR>Garantia: 2 anos<BR>-","Cor:Preto <br>Características:Visor com 10 dígitos<BR>2 fontes de alimentação<BR>Cálculo de impostos<BR>Corpo de metal <br>Garantia:2 anos<br>",,,Não,
11129054,"CALCULADORA CASIO BOLSO  -SL1000TWGD",394,CASIO,9,"ACESSÓRIOS E BATERIAS",900,"ACESSÓRIOS E BATERIAS",9000902,"ACESSÓRIOS                                        ",",00","12,90","8,79",não,não,não,sim,SL1000TWGD,"4971850902065 ","0,117","0,598",136,200,22,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=11129054 ","Cor: Dourado  <BR>Garantia: 2 anos<BR>-","Cor:Dourado <br>Características:Visor com 10 dígitos<BR>2 fontes de alimentação<BR>Cálculo de impostos<BR>Corpo de metal <br>Garantia:2 anos<br>",,,Não,
11129055,"CALCULADORA CASIO BOLSO  -SL1000TWRD",394,CASIO,9,"ACESSÓRIOS E BATERIAS",900,"ACESSÓRIOS E BATERIAS",9000902,"ACESSÓRIOS                                        ",",00","12,90","8,79",não,não,não,sim,SL1000TWRD,"4971850901983 ","0,117","0,598",136,200,22,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=11129055 ","Cor: Vermelho  <BR>Garantia: 2 anos<BR>-","Cor:Vermelho <br>Características:Visor com 10 dígitos<BR>2 fontes de alimentação<BR>Cálculo de impostos<BR>Corpo de metal <br>Garantia:2 anos<br>",,,Não,
11129056,"CALCULADORA CASIO BOLSO  -SL1000TWWE",394,CASIO,9,"ACESSÓRIOS E BATERIAS",900,"ACESSÓRIOS E BATERIAS",9000902,"ACESSÓRIOS                                        ",",00","12,90","8,79",não,não,não,sim,SL1000TWWE,"4971850901945 ","0,117","0,598",136,200,22,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=11129056 ","Cor: Branco  <BR>Garantia: 2 anos<BR>-","Cor:Branco <br>Características:Visor com 10 dígitos<BR>2 fontes de alimentação<BR>Cálculo de impostos<BR>Corpo de metal <br>Garantia:2 anos<br>",,,Não,
11129057,"CALCULADORA CASIO SECRETAR.-MS20NCPK",394,CASIO,9,"ACESSÓRIOS E BATERIAS",900,"ACESSÓRIOS E BATERIAS",9000902,"ACESSÓRIOS                                        ",",00","14,90","9,69",não,não,não,sim,MS20NCPK,"4971850087458 ","0,176","1,209",158,232,33,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=11129057 ","Cor: Branco / Rosa  <BR>Garantia: 2 anos<BR>-","Cor:Branco / Rosa <br>Características:Visor extra grande<BR>Cálculo de impostos<BR>Função de câmbio<BR>Teclas de plástico<BR>12 digitos<BR>2 vias de alimentação <br>Garantia:2 anos<br>",,,Não,
