34750597,"ENC.DOM AEG MESA VC.2Z.-HC452021EB",9,AEG,1,"GRANDES DOMÉSTICOS",70,"ENCASTRE - MESAS",700077,"DOMINÓS - ELÉCTRICOS                              ",",00","526,90","350,57",não,não,não,não,949.595.442,"7332543455270 ","6,6","32,921",458,599,120,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=34750597 ","Tipo de Mesa: Vitrocerâmica  <BR>Queimadores/Zonas: 2 Z  <BR>Potência: 3500 W<BR>Comandos: Frontais  <BR>Altura: 3,8 cm<BR>Largura: 36 cm<BR>Profundidade: 52 cm<BR>Cor: Preto  <BR>Garantia: 2 anos<BR>-","Tipo de Mesa:Vitrocerâmica <br>Queimadores/Zonas:2 Z <br>Potência:3500 W<br>Comandos:Frontais <br>Altura:3,8 cm<br>Largura:36 cm<br>Profundidade:52 cm<br>Cor:Preto <br>Características:DirekTouch<BR>Controlo OptiHeat<BR>Indicadores luminosos<BR>Aquecimento rápido automático<BR>Stop & Go<BR>Bloqueio de segurança<BR>Segurança para crianças<BR>Desconexão automática de segurança<BR>Sinal acústico com opção desligar<BR>Cronómetro<BR>Timer Eco<BR>Temporizador<BR>Facetada <br>Garantia:2 anos<br>",,,Não,
34750598,"ENC.DOM AEG MESA VCG.2G-HC412001GB",9,AEG,1,"GRANDES DOMÉSTICOS",70,"ENCASTRE - MESAS",700076,"DOMINÓS C/GÁS                                     ",",00","536,90","356,91",não,não,não,não,949.738.234,"7332543465682 ",9,"56,997",564,620,163,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=34750598 ","Tipo de Mesa: Cristal Gás  <BR>Queimadores/Zonas: 2 G  <BR>Comandos: Frontais  <BR>Altura: 6 cm<BR>Largura: 36 cm<BR>Profundidade: 52 cm<BR>Cor: Preto  <BR>Acessórios Incluídos: Injectores para mudança de gás  <BR>Garantia: 2 anos<BR>-","Tipo de Mesa:Cristal Gás <br>Queimadores/Zonas:2 G <br>Comandos:Frontais <br>Altura:6 cm<br>Largura:36 cm<br>Profundidade:52 cm<br>Cor:Preto <br>Características:Controlo por botões rotativos<BR>Ignição elétrica no próprio comando<BR>Segurança termoelétrica<BR>Grelha em ferro fundido<BR>Facetada <br>Acessórios Incluídos:Injectores para mudança de gás <br>Garantia:2 anos<br>",,,Sim,
34750599,"ENC.MESA AEG CRIST.5G. -HG795450XB",9,AEG,1,"GRANDES DOMÉSTICOS",70,"ENCASTRE - MESAS",700071,"CONVENCIONAIS C/GÁS                               ",",00","457,90","304,81",não,não,não,não,949.630.697,"7332543459926 ","14,8","86,452",620,840,166,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=34750599 ","Tipo de Mesa: CristalGás  <BR>Queimadores/Zonas: 5 G  <BR>Comandos: Frontais  <BR>Largura: 69,6 cm<BR>Profundidade: 51,6 cm<BR>Cor: Preto  <BR>Acessórios Incluídos: Injectores para mudança de gás  <BR>Garantia: 2 anos<BR>-","Tipo de Mesa:CristalGás <br>Queimadores/Zonas:5 G <br>Comandos:Frontais <br>Largura:69,6 cm<br>Profundidade:51,6 cm<br>Cor:Preto <br>Características:Controlo por botões rotativos<BR>Ignição elétrica no próprio comando<BR>Segurança termoelétrica<BR>Grelhas em ferro fundido<BR>Moldura em inox <br>Acessórios Incluídos:Injectores para mudança de gás <br>Garantia:2 anos<br>",,,Sim,
34750600,"ENC.MESA AEG CRIST.4G. -HG694550XB",9,AEG,1,"GRANDES DOMÉSTICOS",70,"ENCASTRE - MESAS",700071,"CONVENCIONAIS C/GÁS                               ",",00","350,90","233,01",não,não,não,não,949.640.371,"7332543460052 ","12,4","72,726",690,620,170,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=34750600 ","Tipo de Mesa: Cristalgás  <BR>Queimadores/Zonas: 4 Z  <BR>Comandos: Frontais  <BR>Altura: 5,3 cm<BR>Largura: 57,6 cm<BR>Profundidade: 51,6 cm<BR>Cor: Preto  <BR>Acessórios Incluídos: Injetores para mudança de gás  <BR>Garantia: 2 anos<BR>-","Tipo de Mesa:Cristalgás <br>Queimadores/Zonas:4 Z <br>Comandos:Frontais <br>Altura:5,3 cm<br>Largura:57,6 cm<br>Profundidade:51,6 cm<br>Cor:Preto <br>Características:Controlo por botões rotativos<BR>Tripla coroa<BR>Ignição elétrica no próprio comando<BR>Grelhas em ferro fundido<BR>Segurança termoelétrica<BR>Moldura em inox <br>Acessórios Incluídos:Injetores para mudança de gás <br>Garantia:2 anos<br>",,,Sim,
34750602,"ENC.MESA AEG 4G.AE.GFF -HG654550SY",9,AEG,1,"GRANDES DOMÉSTICOS",70,"ENCASTRE - MESAS",700071,"CONVENCIONAIS C/GÁS                               ",",00","292,90","194,99",não,não,não,não,949.640.397,"7332543467938 ","10,2","64,954",597,693,157,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=34750602 ","Tipo de Mesa: Gás  <BR>Queimadores/Zonas: 4 G  <BR>Comandos: Frontais  <BR>Largura: 59,5 cm<BR>Profundidade: 51 cm<BR>Cor: Inox  <BR>Acessórios Incluídos: Injetores para mudança de gás  <BR>Garantia: 2 anos<BR>-","Tipo de Mesa:Gás <br>Queimadores/Zonas:4 G <br>Comandos:Frontais <br>Largura:59,5 cm<br>Profundidade:51 cm<br>Cor:Inox <br>Características:Controlo por botões rotativos<BR>Ignição elétrica no próprio comando<BR>Tripla coroa<BR>2 grelhas em ferro fundido<BR>Segurança termoelétrica <br>Acessórios Incluídos:Injetores para mudança de gás <br>Garantia:2 anos<br>",,,Não,
34750603,"ENC.MESA AEG 4G.AE.GFF -HG654350SM",9,AEG,1,"GRANDES DOMÉSTICOS",70,"ENCASTRE - MESAS",700071,"CONVENCIONAIS C/GÁS                               ",",00","233,90","155,57",não,não,não,não,949.640.396,"7332543467921 ","10,3","65,472",600,682,160,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=34750603 ","Tipo de Mesa: Gás  <BR>Queimadores/Zonas: 4 G  <BR>Comandos: Frontais  <BR>Largura: 59,5 cm<BR>Profundidade: 51 cm<BR>Cor: Inox  <BR>Acessórios Incluídos: Injetores para mudança de gás  <BR>Garantia: 2 anos<BR>-","Tipo de Mesa:Gás <br>Queimadores/Zonas:4 G <br>Comandos:Frontais <br>Largura:59,5 cm<br>Profundidade:51 cm<br>Cor:Inox <br>Características:Comandos por botões rotativos<BR>Ignição elétrica no próprio comando<BR>Segurança termoelétrica<BR>2 grelhas em ferro fundido <br>Acessórios Incluídos:Injetores para mudança de gás <br>Garantia:2 anos<br>",,,Sim,
34750615,"FRISO AEG FREN.P/X66164MP1-BF6070M",9,AEG,1,"GRANDES DOMÉSTICOS",170,"ENCASTRE - OUTRAS",1700179,"ACESSORIOS ENCASTRE                               ",",00","46,90","30,97",não,não,não,não,902.979.620,"7332543464180 ","0,3","1,052",32,609,54,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=34750615 ","Características: Painel frontal para DPB5650M  <BR>Garantia: 2 anos<BR>-","Características:Painel frontal para DPB5650M <br>Garantia:2 anos<br>",,,Não,
34750616,"ENC.COMBI AEG 279L.CA++ -SCT81800F0",9,AEG,1,"GRANDES DOMÉSTICOS",120,"ENCASTRE - FRIO",1200122,"COMBINADOS                                        ",",00","1.277,90","827,74",não,não,não,sim,925.516.015,"7332543334940 ",60,666,600,600,1850,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=34750616 ","Capacidade: 279 Litros<BR>Capacidade Refrigerador: 192 Litros<BR>Capacidade Congelador: 63 Litros<BR>Consumo: 230 kWh/ano<BR>Classe Energética: A&#43 &#43   <BR>Capacidade de Congelação: 10 Kg/24h<BR>Autonomia: 23 horas<BR>Tecnologia: No Frost  <BR>Altura: 176,9 cm<BR>Largura: 55,6 cm<BR>Profundidade: 54,9 cm<BR>Cor: Branco  <BR>Garantia: 2 anos<BR>-","Capacidade:279 Litros<br>Capacidade Refrigerador:192 Litros<br>Capacidade Congelador:63 Litros<br>Consumo:230 kWh/ano<br>Classe Energética:A++ <br>Capacidade de Congelação:10 Kg/24h<br>Autonomia:23 horas<br>Tecnologia:No Frost <br>Altura:176,9 cm<br>Largura:55,6 cm<br>Profundidade:54,9 cm<br>Cor:Branco <br>Características:Display LCD<BR>Controlo eletrónico<BR>Refrigeração ventilada<BR>Descongelação automática do frigorífico<BR>Função Férias<BR>Função Coolmatic para o arrefecimento rápido dos alimentos frescos<BR>3 prateleiras vidro<BR>Iluminação interior<BR>Função Frostmatic para um congelamento rápido<BR>2 prateleiras no congelador<BR>3 gavetas no congelador <br>Garantia:2 anos<br>",A++,http://services.sorefoz.pt/redes/mostraretiqenerg.aspx?fich=34750616,Não,
34750628,"ENC.M.O AEG 25L.900W+GRI-MSB2548CM",9,AEG,1,"GRANDES DOMÉSTICOS",140,"ENCASTRE - MICROONDAS",1400141,"MICROONDAS                                        ",",00","334,90","222,45",não,não,não,não,,"7332543511242 ","23,7","194,43",550,667,530,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=34750628 ","Capacidade: 25 Litros<BR>Potência: 900 W<BR>Grill: 1100 W<BR>Nº de Potências: 10  <BR>Altura: 46 cm<BR>Largura: 59,5 cm<BR>Profundidade: 47,1 cm<BR>Cor: Inox / Preto  <BR>Acessórios Incluídos: Prato rotativo: 31,5 cm<BR>Grelha  <BR>Garantia: 2 anos<BR>-","Capacidade:25 Litros<br>Potência:900 W<br>Grill:1100 W<br>Nº de Potências:10 <br>Altura:46 cm<br>Largura:59,5 cm<br>Profundidade:47,1 cm<br>Cor:Inox / Preto <br>Características:Eletrónico com display digital<BR>Controlo de potência tátil<BR>Programas automáticos para descongelar por peso<BR>Sinal acústico<BR>Iluminação interior<BR>Mecanismo para abertura da porta: Push Control <br>Acessórios Incluídos:Prato rotativo: 31,5 cm<BR>Grelha <br>Garantia:2 anos<br>",,,Não,
34750629,"ENC.MLL ELECTRO.5P.4T.TI.CA+ -ESL5310LO",114,ELECTROLUX,1,"GRANDES DOMÉSTICOS",150,"ENCASTRE - MAQ.LOUÇA",1500151,"MAQ.LAVAR LOUÇA 60 Cm                             ",",00","509,90","327,67",não,não,não,sim,911.536.092,"7332543398201 ",37,"382,976",680,640,880,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=34750629 ","Capacidade: 13 Talheres<BR>Nº de Programas: 5  <BR>Nº de Temperaturas: 4  <BR>Classe Energética: A&#43   <BR>Eficiência Lavagem: A  <BR>Eficiência Secagem: A  <BR>Consumo de Água: 11 Lts<BR>Altura: 81,8 cm<BR>Largura: 59,6 cm<BR>Profundidade: 55,5 cm<BR>Cor: Painel Silver  <BR>Garantia: 2 anos<BR>-","Capacidade:13 Talheres<br>Nº de Programas:5 <br>Nº de Temperaturas:4 <br>Classe Energética:A+ <br>Eficiência Lavagem:A <br>Eficiência Secagem:A <br>Consumo de Água:11 Lts<br>Altura:81,8 cm<br>Largura:59,6 cm<br>Profundidade:55,5 cm<br>Cor:Painel Silver <br>Características:Display LCD<BR>Desconexão automática<BR>Sistema termoeficiente<BR>Início diferido de 1 a 24 horas<BR>Indicação do tempo restante<BR>AquaSensor: deteta o nível de sujidade e ajusta o consumo de água<BR>Indicadores de falta de sal e abrilhantador<BR>Cesto superior regulável Flexi lift<BR>Cesto superior regulável em altura em plena carga<BR>Sistema WaterStop <br>Garantia:2 anos<br>",A+,http://services.sorefoz.pt/redes/mostraretiqenerg.aspx?fich=34750629,Não,
