37750926,"ENC.FORNO TEKA MF(8)-70L.+ -HSB635IX",388,TEKA,1,"GRANDES DOMÉSTICOS",90,"ENCASTRE - FORNOS",900092,"INDEPENDENTES - ELÉCTRICOS                        ",",00","358,90","206,14",não,não,não,não,41560144,"8421152148952 ","32,3","270,285",655,630,655,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=37750926 ","Forno: Multifunções  <BR>Capacidade do Forno: 70 Litros<BR>Nº de Programas: 8  <BR>Sist. de Limpeza: Teka Hydroclean  <BR>Classe Energética: A&#43   <BR>Altura: 59,5 cm<BR>Largura: 59,5 cm<BR>Profundidade: 55,9 cm<BR>Cor: Aço inoxidável anti mancha  <BR>Acessórios Incluídos: Bandeja profunda esmaltada<BR>Grelha  <BR>Garantia: 2 anos<BR>-","Forno:Multifunções <br>Capacidade do Forno:70 Litros<br>Nº de Programas:8 <br>Sist. de Limpeza:Teka Hydroclean <br>Classe Energética:A+ <br>Altura:59,5 cm<br>Largura:59,5 cm<br>Profundidade:55,9 cm<br>Cor:Aço inoxidável anti mancha <br>Características:Painel Touch Control com programação de início e fim de cozinhado<BR>Comandos em aço inoxidável com frente em cor preto<BR>Aquecimento rápido<BR>Iluminação superior<BR>Porta de vidro duplo, interior em vidro<BR>Ventilação dinâmica<BR>Saída de vapores pela parte superior da porta<BR>Suportes laterais cromados com 1 guia telescópica, 5 alturas de cozinhado<BR>Bloqueio de segurança para crianças no painel de comandos <br>Acessórios Incluídos:Bandeja profunda esmaltada<BR>Grelha <br>Garantia:2 anos<br>",A+,,Não,
37750928,"EXAUST TEKA ILHA-TUBO-4VEL.-CC485IX",388,TEKA,1,"GRANDES DOMÉSTICOS",80,"ENCASTRE - EXAUSTOR/EXTRATORES",800083,"EXAUST.DE CHAMINÉ                                 ",",00","873,00","501,43",não,não,não,não,40480330,"8421152145869 ","27,55","242,501",1010,490,490,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=37750928 ","Aspiração/Extracção: 771 m3/hora<BR>Ef. fluído dinâmica: A  <BR>Ef. iluminação: A  <BR>Ef. filtragem gordura: C  <BR>Nº de Velocidades: 4  <BR>Classe Energética: A  <BR>Consumo: 45 kWh/ano<BR>Nº de Lâmpadas: 2  <BR>Filtro: Metálico  <BR>Nível de Ruído: 72 dB<BR>Largura: 40 cm<BR>Profundidade: 40 cm<BR>Cor: Inox  <BR>Garantia: 2 anos<BR>-","Aspiração/Extracção:771 m3/hora<br>Ef. fluído dinâmica:A <br>Ef. iluminação:A <br>Ef. filtragem gordura:C <br>Nº de Velocidades:4 <br>Classe Energética:A <br>Consumo:45 kWh/ano<br>Nº de Lâmpadas:2 <br>Filtro:Metálico <br>Nível de Ruído:72 dB<br>Largura:40 cm<br>Profundidade:40 cm<br>Cor:Inox <br>Características:Painel de comandos Touch Control com display digital branco<BR>Indicador digital de velocidade selecionada<BR>Programação do tempo de aspiração<BR>Indicador luminoso de saturação de filtros<BR>Iluminação LED<BR>Motor blindado de dupla turbina<BR>Válvula anti retorno <br>Garantia:2 anos<br>",A,,Não,
37750940,"ENC.FORNO TEKA MF(18)-TU-IOVENIX/PR",388,TEKA,1,"GRANDES DOMÉSTICOS",90,"ENCASTRE - FORNOS",900092,"INDEPENDENTES - ELÉCTRICOS                        ",",00","1.150,00","667,87",não,não,não,sim,41560160,"8421152148976 ",33,"269,041",657,630,650,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=37750940 ","Forno: Multifunções  <BR>Capacidade do Forno: 70 Litros<BR>Nº de Programas: 18  <BR>Sist. de Limpeza: Teka Hydroclean  <BR>Classe Energética: A&#43   <BR>Potência: 3198 W<BR>Altura: 59,5 cm<BR>Largura: 59,5 cm<BR>Profundidade: 55,9 cm<BR>Cor: Aço inoxidável anti-mancha / Vidro Preto  <BR>Acessórios Incluídos: Bandeja rasa e profunda esmaltadas<BR>Bandeja Multicook<BR>2 grelhas  <BR>Garantia: 2 anos<BR>-","Forno:Multifunções <br>Capacidade do Forno:70 Litros<br>Nº de Programas:18 <br>Sist. de Limpeza:Teka Hydroclean <br>Classe Energética:A+ <br>Potência:3198 W<br>Altura:59,5 cm<br>Largura:59,5 cm<br>Profundidade:55,9 cm<br>Cor:Aço inoxidável anti-mancha / Vidro Preto <br>Características:Display a cores TFT 5 polegadas<BR>Painel Touch Control multifunções com programação de início e fim de cozinhado<BR>Proposta automática de temperatura e tempo segundo função selecionada<BR>Função Slowcook<BR>Aquecimento rápido automático<BR>Grill rebatível<BR>Função manutenção calor<BR>Função cozer pão<BR>Dupla iluminação lateral LED<BR>Porta vidro triplo, interior em vidro<BR>Ventilação tangencial<BR>Desligar de segurança com abertura da porta<BR>Bloqueio de segurança crianças <br>Acessórios Incluídos:Bandeja rasa e profunda esmaltadas<BR>Bandeja Multicook<BR>2 grelhas <br>Garantia:2 anos<br>",A+,,Não,
37750941,"ENC.FORNO TEKA PIROL.+ -HLB840PIX/PR",388,TEKA,1,"GRANDES DOMÉSTICOS",90,"ENCASTRE - FORNOS",900094,"PIROLITICOS                                       ",",00","635,00","372,36",não,não,não,sim,41566010,"8421152148808 ",38,264,660,625,640,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=37750941 ","Forno: Multifunções  <BR>Capacidade do Forno: 70 Litros<BR>Nº de Programas: 8  <BR>Sist. de Limpeza: Pirolítica (3 níveis) &#43  Teka Hydroclean  <BR>Classe Energética: A&#43   <BR>Potência: 3215 W<BR>Altura: 59,5 cm<BR>Largura: 59,5 cm<BR>Profundidade: 55,9 cm<BR>Cor: Inox / Vidro preto  <BR>Acessórios Incluídos: Bandeja profunda esmaltada<BR>Grelha  <BR>Garantia: 2 anos<BR>-","Forno:Multifunções <br>Capacidade do Forno:70 Litros<br>Nº de Programas:8 <br>Sist. de Limpeza:Pirolítica (3 níveis) + Teka Hydroclean <br>Classe Energética:A+ <br>Potência:3215 W<br>Altura:59,5 cm<br>Largura:59,5 cm<br>Profundidade:55,9 cm<br>Cor:Inox / Vidro preto <br>Características:Comandos em aço inoxidável com frente em cor preto<BR>Painel Touch Control com programação de início e fim de cozinhado<BR>Aquecimento rápido<BR>Bloqueio de segurança para crianças no painel de comandos<BR>Iluminação superior<BR>Porta com 4 vidros, interior em vidro<BR>Ventilação tangencial de 2 velocidades<BR>Suportes laterais cromados com 1 guia telescópica, 5 alturas de cozinhado<BR>Saída de vapores pela parte superior da porta<BR>Sistema de abertura e fecho da porta Soft Close <br>Acessórios Incluídos:Bandeja profunda esmaltada<BR>Grelha <br>Garantia:2 anos<br>",A+,,Não,
37750943,"ENC.FORNO TEKA PIROL.+ -HLB860PIX/PR",388,TEKA,1,"GRANDES DOMÉSTICOS",90,"ENCASTRE - FORNOS",900094,"PIROLITICOS                                       ",",00","777,60","446,61",sim,não,não,não,41566020,"8421152148822 ",47,"277,526",664,647,646,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=37750943 ","Forno: Multifunções  <BR>Capacidade do Forno: 70 Litros<BR>Nº de Programas: 12  <BR>Sist. de Limpeza: Pirolítico &#43  Hydroclean PRO  <BR>Classe Energética: A&#43   <BR>Potência: 3552 W<BR>Altura: 59,5 cm<BR>Largura: 59,5 cm<BR>Profundidade: 55,9 cm<BR>Cor: Inox / Vidro preto  <BR>Acessórios Incluídos: Bandeja profunda esmaltada<BR>Grelha  <BR>Garantia: 2 anos<BR>-","Forno:Multifunções <br>Capacidade do Forno:70 Litros<br>Nº de Programas:12 <br>Sist. de Limpeza:Pirolítico + Hydroclean PRO <br>Classe Energética:A+ <br>Potência:3552 W<br>Altura:59,5 cm<br>Largura:59,5 cm<br>Profundidade:55,9 cm<br>Cor:Inox / Vidro preto <br>Características:Comandos em aço inoxidável retroiluminados com frente em cor preto<BR>Display TFT<BR>Painel Touch Control com programação de início e fim de cozinhado<BR>Aquecimento rápido<BR>Iluminação superior<BR>Porta com quatro vidros, interior em vidro<BR>Ventilação tangencial de duas velocidades<BR>Função Slowcook<BR>Suportes laterais cromados, 5 alturas de cozinhado<BR>Bloqueio de segurança para crianças no painel de comandos<BR>Fecho automático de segurança durante a pirólise <br>Acessórios Incluídos:Bandeja profunda esmaltada<BR>Grelha <br>Garantia:2 anos<br>",A+,,Sim,
37750944,"ENC.FORNO TEKA MF(12)-+ -HLB860IX/PR",388,TEKA,1,"GRANDES DOMÉSTICOS",90,"ENCASTRE - FORNOS",900092,"INDEPENDENTES - ELÉCTRICOS                        ",",00","611,10","350,99",não,não,não,não,41560090,"8421152148600 ",32,"266,175",650,630,650,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=37750944 ","Forno: Multifunções  <BR>Capacidade do Forno: 70 Litros<BR>Nº de Programas: 12  <BR>Sist. de Limpeza: Teka Hydroclean  <BR>Classe Energética: A&#43   <BR>Potência: 3215 W<BR>Altura: 59,5 cm<BR>Largura: 59,5 cm<BR>Profundidade: 55,9 cm<BR>Cor: Inox / Vidro preto  <BR>Acessórios Incluídos: Bandeja profunda esmaltada<BR>Grelha  <BR>Garantia: 2 anos<BR>-","Forno:Multifunções <br>Capacidade do Forno:70 Litros<br>Nº de Programas:12 <br>Sist. de Limpeza:Teka Hydroclean <br>Classe Energética:A+ <br>Potência:3215 W<br>Altura:59,5 cm<br>Largura:59,5 cm<br>Profundidade:55,9 cm<br>Cor:Inox / Vidro preto <br>Características:Comandos em aço inoxidável com frente em cor preto<BR>Display TFT<BR>Painel Touch Control com programação de início e fim de cozinhado<BR>Aquecimento rápido<BR>Iluminação superior<BR>Porta em vidro triplo, interior em vidro<BR>Ventilação tangencial<BR>Função Slowcook<BR>Suportes laterais cromados com 1 guia telescópica, 5 alturas de cozinhado<BR>Bloqueio de segurança para crianças no painel de comandos<BR>Desligar de segurança com abertura da porta <br>Acessórios Incluídos:Bandeja profunda esmaltada<BR>Grelha <br>Garantia:2 anos<br>",A+,,Sim,
37750945,"ENC.FORNO TEKA MF(9)-TU-HLB840IX/PR",388,TEKA,1,"GRANDES DOMÉSTICOS",90,"ENCASTRE - FORNOS",900092,"INDEPENDENTES - ELÉCTRICOS                        ",",00","455,00","276,49",não,não,não,sim,41560070,"8421152148587 ","30,8","262,08",640,630,650,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=37750945 ","Forno: Multifunções  <BR>Capacidade do Forno: 70 Litros<BR>Nº de Programas: 9  <BR>Sist. de Limpeza: Teka Hydroclean  <BR>Classe Energética: A&#43   <BR>Potência: 3215 W<BR>Altura: 59,5 cm<BR>Largura: 59,5 cm<BR>Profundidade: 55,9 cm<BR>Cor: Inox / Vidro preto  <BR>Acessórios Incluídos: Bandeja profunda esmaltada<BR>Grelha  <BR>Garantia: 2 anos<BR>-","Forno:Multifunções <br>Capacidade do Forno:70 Litros<br>Nº de Programas:9 <br>Sist. de Limpeza:Teka Hydroclean <br>Classe Energética:A+ <br>Potência:3215 W<br>Altura:59,5 cm<br>Largura:59,5 cm<br>Profundidade:55,9 cm<br>Cor:Inox / Vidro preto <br>Características:Comandos em aço inoxidável com frente em cor preto<BR>Painel Touch Control com programação de início e fim de cozinhado<BR>Aquecimento rápido<BR>Bloqueio de segurança para crianças no painel de comandos<BR>Grill rebatível<BR>Iluminação superior<BR>Porta de vidro duplo, interior em vidro<BR>Ventilação dinâmica<BR>Suportes laterais cromados com 1 guia telescópica, 5 alturas de cozinhado<BR>Saída de vapores pela parte superior da porta <br>Acessórios Incluídos:Bandeja profunda esmaltada<BR>Grelha <br>Garantia:2 anos<br>",A+,,Não,
37750947,"ENC.FORNO TEKA MF(6)-A+ -HLB830IX/PR",388,TEKA,1,"GRANDES DOMÉSTICOS",90,"ENCASTRE - FORNOS",900092,"INDEPENDENTES - ELÉCTRICOS                        ",",00","415,00","252,18",não,não,não,sim,41560060,"8421152148570 ",30,"266,112",640,630,660,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=37750947 ","Forno: Multifunções  <BR>Capacidade do Forno: 70 Litros<BR>Nº de Programas: 6  <BR>Sist. de Limpeza: Teka Hydroclean  <BR>Classe Energética: A&#43   <BR>Potência: 2615 W<BR>Altura: 59,5 cm<BR>Largura: 59,5 cm<BR>Profundidade: 55,9 cm<BR>Cor: Inox / Vidro preto  <BR>Acessórios Incluídos: Bandeja profunda esmaltada<BR>Grelha  <BR>Garantia: 2 anos<BR>-","Forno:Multifunções <br>Capacidade do Forno:70 Litros<br>Nº de Programas:6 <br>Sist. de Limpeza:Teka Hydroclean <br>Classe Energética:A+ <br>Potência:2615 W<br>Altura:59,5 cm<br>Largura:59,5 cm<br>Profundidade:55,9 cm<br>Cor:Inox / Vidro preto <br>Características:Comandos em aço inoxidável com frente em cor preto<BR>Painel Touch Control com programação de início e fim de cozinhado<BR>Aquecimento rápido<BR>Bloqueio de segurança para crianças no painel de comandos<BR>Iluminação superior<BR>Porta de vidro duplo, interior em vidro<BR>Ventilação dinâmica<BR>Suportes laterais cromados com 1 guia telescópica, 5 alturas de cozinhado<BR>Saída de vapores pela parte superior da porta <br>Acessórios Incluídos:Bandeja profunda esmaltada<BR>Grelha <br>Garantia:2 anos<br>",A+,,Não,
37750948,"ENC.FORNO TEKA PIROL.MF.+ -HSB635PIX",388,TEKA,1,"GRANDES DOMÉSTICOS",90,"ENCASTRE - FORNOS",900094,"PIROLITICOS                                       ",",00","570,00","334,24",não,não,não,sim,41566060,"8421152148884 ","31,5","270,351",650,635,655,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=37750948 ","Forno: Multifunções  <BR>Capacidade do Forno: 70 Litros<BR>Nº de Programas: 8  <BR>Sist. de Limpeza: Pirolítica &#43  Teka Hydroclean  <BR>Classe Energética: A&#43   <BR>Potência: 3552 W<BR>Altura: 59,5 cm<BR>Largura: 59,5 cm<BR>Profundidade: 55,9 cm<BR>Cor: Aço inoxidável anti mancha  <BR>Garantia: 2 anos<BR>-","Forno:Multifunções <br>Capacidade do Forno:70 Litros<br>Nº de Programas:8 <br>Sist. de Limpeza:Pirolítica + Teka Hydroclean <br>Classe Energética:A+ <br>Potência:3552 W<br>Altura:59,5 cm<br>Largura:59,5 cm<br>Profundidade:55,9 cm<br>Cor:Aço inoxidável anti mancha <br>Características:Comandos em aço inoxidável com frente em cor preto<BR>Painel Touch Control com programação de início e fim de cozinhado<BR>Aquecimento rápido<BR>Bloqueio de segurança para crianças no painel de comandos<BR>Iluminação superior<BR>Porta com quatro vidros, interior em vidro<BR>Ventilação tangencial de duas velocidades<BR>Suportes laterais cromados com 1 guia telescópica, 5 alturas de cozinhado<BR>Saída vapores pela parte superior da porta<BR>Fecho automático de segurança durante pirólise <br>Garantia:2 anos<br>",A+,,Não,
37750949,"ENC.FORNO TEKA PIROL.MF.+ -HSB630PBR",388,TEKA,1,"GRANDES DOMÉSTICOS",90,"ENCASTRE - FORNOS",900094,"PIROLITICOS                                       ",",00","566,40","325,32",sim,não,não,não,41566051,"8421152148877 ",30,0,0,0,0,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=37750949 ","Forno: Multifunções  <BR>Capacidade do Forno: 70 Litros<BR>Nº de Programas: 8  <BR>Sist. de Limpeza: Pirolítica &#43  Teka Hydroclean  <BR>Classe Energética: A&#43   <BR>Potência: 3552 W<BR>Altura: 59,5 cm<BR>Largura: 59,5 cm<BR>Profundidade: 55,9 cm<BR>Cor: Branco  <BR>Acessórios Incluídos: Bandeja profunda esmaltada<BR>Grelha  <BR>Garantia: 2 anos<BR>-","Forno:Multifunções <br>Capacidade do Forno:70 Litros<br>Nº de Programas:8 <br>Sist. de Limpeza:Pirolítica + Teka Hydroclean <br>Classe Energética:A+ <br>Potência:3552 W<br>Altura:59,5 cm<br>Largura:59,5 cm<br>Profundidade:55,9 cm<br>Cor:Branco <br>Características:Comandos em aço inoxidável com frente em cor branco<BR>Painel Touch Control com programação de início e fim de cozinhado<BR>Aquecimento rápido<BR>Bloqueio de segurança para crianças no painel de comandos<BR>Iluminação superior<BR>Porta com quatro vidros, interior em vidro<BR>Ventilação tangencial de duas velocidades<BR>Suportes laterais cromados com 1 guia telescópica, 5 alturas de cozinhado<BR>Saída vapores pela parte superior da porta<BR>Fecho automático de segurança durante pirólise <br>Acessórios Incluídos:Bandeja profunda esmaltada<BR>Grelha <br>Garantia:2 anos<br>",A+,,Não,
