19536636,"COMP.PORT HP OMEN     15-DC0004NP",351,HP,5,INFORMÁTICA,510,"COMPUTADORES E TABLET'S",5100512,"PORTÁTEIS                                         ","1.099,99","1.099,99","845,43",não,não,não,não,4JW41EA,"0192545838597 ","3,64","10,92",70,520,300,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=19536636 ","Processador: Intel Core i5-8300H - 2,30 GHz  <BR>Memória RAM: 8 GB  <BR>Capacidade: SSD 256 GB  <BR>Placa Gráfica: NVIDIA GeForce GTX 1050  <BR>S.O.: Windows 10 Home  <BR>Som: B&O  <BR>Monitor: Ecrã FHD IPS de 15,6 polegadas<BR>Resolução: 1920 x 1080  <BR>Conectividade: 4x  USB 3.1<BR>HDMI<BR>RJ-45<BR>Leitor de cartões SD<BR>Wi-Fi<BR>Bluetooth  <BR>Peso: 2,32 Kg  <BR>Bateria: Até 12 horas  <BR>Cor: Preto  <BR>Garantia: 2 anos<BR>-","Processador:Intel Core i5-8300H - 2,30 GHz <br>Memória RAM:8 GB <br>Capacidade:SSD 256 GB <br>Placa Gráfica:NVIDIA GeForce GTX 1050 <br>S.O.:Windows 10 Home <br>Som:B&O <br>Monitor:Ecrã FHD IPS de 15,6 polegadas<BR>Resolução: 1920 x 1080 <br>Conectividade:4x  USB 3.1<BR>HDMI<BR>RJ-45<BR>Leitor de cartões SD<BR>Wi-Fi<BR>Bluetooth <br>Peso:2,32 Kg <br>Bateria:Até 12 horas <br>Cor:Preto <br>Características:Câmara HP TrueVision HD com microfone digital de matriz dupla integrado<BR>Certificação ENERGY STAR<BR>Registo EPEAT Silver <br>Garantia:2 anos<br>",,,Sim,
19536637,"COMP.PORT HP STREAM     11-Y001NP",351,HP,5,INFORMÁTICA,510,"COMPUTADORES E TABLET'S",5100512,"PORTÁTEIS                                         ","279,00","228,78","181,78",sim,não,não,não,Y5S78EA,"0192545161978 ","1,745","8,58",75,440,260,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=19536637 ","Processador: Intel Celeron N3060 - 1,60 GHz  <BR>Memória RAM: 4 GB  <BR>Capacidade: 32 GB eMMC  <BR>Placa Gráfica: Intel HD 400  <BR>S.O.: Windows 10  <BR>Monitor: Ecrã HD SVA de 11,6 polegadas<BR>Resolução: 1366 x 768  <BR>Conectividade: Micro HDMI<BR>USB 2.0<BR>USB 3.1<BR>Wi-Fi<BR>Bluetooth<BR>Leitor de cartões microSD  <BR>Peso: 1,17 Kg  <BR>Bateria: Até 11 horas  <BR>Cor: Azul  <BR>Garantia: 2 anos<BR>-","Processador:Intel Celeron N3060 - 1,60 GHz <br>Memória RAM:4 GB <br>Capacidade:32 GB eMMC <br>Placa Gráfica:Intel HD 400 <br>S.O.:Windows 10 <br>Monitor:Ecrã HD SVA de 11,6 polegadas<BR>Resolução: 1366 x 768 <br>Conectividade:Micro HDMI<BR>USB 2.0<BR>USB 3.1<BR>Wi-Fi<BR>Bluetooth<BR>Leitor de cartões microSD <br>Peso:1,17 Kg <br>Bateria:Até 11 horas <br>Cor:Azul <br>Características:Web Cam <br>Garantia:2 anos<br>",,,Sim,
19536638,"MULTIF HP DESKJET eAIO      -3760",351,HP,5,INFORMÁTICA,520,IMPRESSORAS,5200524,"MULTIFUNÇÕES J.TINTA                              ","69,99","65,79","49,74",sim,não,não,não,T8X19B,"0193015105317 ",3,"19,125",250,450,170,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=19536638 ","Velocidade de Impressão: 19 ppm / P&B<BR>15 ppm / Cores  <BR>Conectividade: USB 2.0<BR>Wi-Fi  <BR>Capacidade da Bandeja: 60 folhas<BR>Compatibilidade: Windows, Mac  <BR>Res. de Impressão: Até 1200 x 1200 ppp / preto<BR>Até 4800 x 1200 ppp / cores  <BR>Res. de Digitalização: Até 600 ppp  <BR>Cor: Branco  <BR>Garantia: 2 anos<BR>-","Velocidade de Impressão:19 ppm / P&B<BR>15 ppm / Cores <br>Conectividade:USB 2.0<BR>Wi-Fi <br>Capacidade da Bandeja:60 folhas<br>Compatibilidade:Windows, Mac <br>Res. de Impressão:Até 1200 x 1200 ppp / preto<BR>Até 4800 x 1200 ppp / cores <br>Res. de Digitalização:Até 600 ppp <br>Cor:Branco <br>Características:Impressão, cópia, digitalização<BR>Duplex manual<BR>Tecnologia HP Auto Off<BR>Certificação Energy Star <br>Garantia:2 anos<br>",,,Sim,
19536639,"MULTIF HP DESKJET eAIO      -3762",351,HP,5,INFORMÁTICA,520,IMPRESSORAS,5200524,"MULTIFUNÇÕES J.TINTA                              ","69,99","65,79","49,74",sim,não,não,não,T8X23B,"0193015105393 ",3,"19,125",250,450,170,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=19536639 ","Velocidade de Impressão: 19 ppm / P&B<BR>15 ppm / Cores  <BR>Conectividade: USB 2.0<BR>Wi-Fi  <BR>Capacidade da Bandeja: 60 folhas<BR>Compatibilidade: Windows, Mac  <BR>Res. de Impressão: Até 1200 x 1200 ppp / preto<BR>Até 4800 x 1200 ppp / cores  <BR>Res. de Digitalização: Até 600 ppp  <BR>Cor: Branco  <BR>Garantia: 2 anos<BR>-","Velocidade de Impressão:19 ppm / P&B<BR>15 ppm / Cores <br>Conectividade:USB 2.0<BR>Wi-Fi <br>Capacidade da Bandeja:60 folhas<br>Compatibilidade:Windows, Mac <br>Res. de Impressão:Até 1200 x 1200 ppp / preto<BR>Até 4800 x 1200 ppp / cores <br>Res. de Digitalização:Até 600 ppp <br>Cor:Branco <br>Características:Impressão, cópia, digitalização<BR>Duplex manual<BR>Tecnologia HP Auto Off<BR>Certificação Energy Star <br>Garantia:2 anos<br>",,,Sim,
19536640,"COMP.PORT HP i3-      14-DF0000NP",351,HP,5,INFORMÁTICA,510,"COMPUTADORES E TABLET'S",5100512,"PORTÁTEIS                                         ","499,00","499,00","396,78",não,não,não,sim,4XV06EA,"0193015723801 ","2,635","10,959",307,525,68,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=19536640 ","Processador: Intel Core i3-8130U - 2,20 GHz  <BR>Memória RAM: 4 GB  <BR>Capacidade: SSD 128 GB  <BR>Placa Gráfica: Intel UHD 620  <BR>S.O.: Windows 10 S  <BR>Som: B&O Play  <BR>Monitor: Ecrã HD SVA tátil de 14 polegadas<BR>Resolução: 1366 x 768  <BR>Conectividade: USB-C 3.1<BR>2 x USB 3.1<BR>HDMI<BR>Auscultadores / microfone<BR>Leitor de cartões SD<BR>Wi-Fi<BR>Bluetooth  <BR>Peso: 1,59 Kg  <BR>Bateria: 3 células  <BR>Cor: Prateado Natural  <BR>Garantia: 2 anos<BR>-","Processador:Intel Core i3-8130U - 2,20 GHz <br>Memória RAM:4 GB <br>Capacidade:SSD 128 GB <br>Placa Gráfica:Intel UHD 620 <br>S.O.:Windows 10 S <br>Som:B&O Play <br>Monitor:Ecrã HD SVA tátil de 14 polegadas<BR>Resolução: 1366 x 768 <br>Conectividade:USB-C 3.1<BR>2 x USB 3.1<BR>HDMI<BR>Auscultadores / microfone<BR>Leitor de cartões SD<BR>Wi-Fi<BR>Bluetooth <br>Peso:1,59 Kg <br>Bateria:3 células <br>Cor:Prateado Natural <br>Características:Câmara HP Wide Vision HD com microfone digital de matriz dupla<BR>Certificação ENERGY STAR<BR>Registo EPEAT Silver<BR>Acelerómetro<BR>Giroscópio<BR>eCompass <br>Garantia:2 anos<br>",,,Não,
19536641,"COMP.PORT HP i3-      15-DA0051NP",351,HP,5,INFORMÁTICA,510,"COMPUTADORES E TABLET'S",5100512,"PORTÁTEIS                                         ","549,00","516,06","404,75",sim,não,não,não,5ER05EA,"0193424051786 ","2,635","10,959",307,525,68,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=19536641 ","Processador: Intel Core i3-7020U - 2,30 GHz  <BR>Memória RAM: 4 GB  <BR>Capacidade: 1 TB  <BR>Placa Gráfica: NVIDIA GeForce MX110  <BR>S.O.: Windows 10 Home  <BR>Monitor: Ecrã HD SVA de 15,6 polegadas<BR>Resolução: 1366 x 768  <BR>Conectividade: 2 x USB 3.1<BR>USB 2.0<BR>HDMI<BR>RJ-45<BR>Auscultadores / microfone<BR>Leitor de cartões SD<BR>Wi-Fi<BR>Bluetooth<BR>LAN  <BR>Peso: 1,77 Kg  <BR>Bateria: 3 células  <BR>Cor: Prateado Natural  <BR>Garantia: 2 anos<BR>-","Processador:Intel Core i3-7020U - 2,30 GHz <br>Memória RAM:4 GB <br>Capacidade:1 TB <br>Placa Gráfica:NVIDIA GeForce MX110 <br>S.O.:Windows 10 Home <br>Monitor:Ecrã HD SVA de 15,6 polegadas<BR>Resolução: 1366 x 768 <br>Conectividade:2 x USB 3.1<BR>USB 2.0<BR>HDMI<BR>RJ-45<BR>Auscultadores / microfone<BR>Leitor de cartões SD<BR>Wi-Fi<BR>Bluetooth<BR>LAN <br>Peso:1,77 Kg <br>Bateria:3 células <br>Cor:Prateado Natural <br>Características:Câmara HP Wide Vision HD com microfone digital<BR>Certificação ENERGY STAR<BR>Registo EPEAT Silver <br>Garantia:2 anos<br>",,,Sim,
19536642,"COMP.PORT HP i5-      15-DA0052NP",351,HP,5,INFORMÁTICA,510,"COMPUTADORES E TABLET'S",5100512,"PORTÁTEIS                                         ","699,00","657,06","514,22",sim,não,não,não,5ER06EA,"0193424051809 ","2,635","10,959",307,525,68,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=19536642 ","Processador: Intel Core i5-8250U - 1,60 GHz  <BR>Memória RAM: 8 GB  <BR>Capacidade: 1 TB  <BR>Placa Gráfica: NVIDIA GeForce MX110  <BR>S.O.: Windows 10 Home  <BR>Monitor: Ecrã HD SVA de 15,6 polegadas<BR>Resolução: 1366 x 768  <BR>Conectividade: 2 x USB 3.1<BR>USB 2.0<BR>HDMI<BR>RJ-45<BR>Auscultadores / microfone<BR>Leitor de cartões SD<BR>Wi-Fi<BR>Bluetooth  <BR>Peso: 1,77 Kg  <BR>Bateria: 3 células  <BR>Cor: Prateado Natural  <BR>Garantia: 2 anos<BR>-","Processador:Intel Core i5-8250U - 1,60 GHz <br>Memória RAM:8 GB <br>Capacidade:1 TB <br>Placa Gráfica:NVIDIA GeForce MX110 <br>S.O.:Windows 10 Home <br>Monitor:Ecrã HD SVA de 15,6 polegadas<BR>Resolução: 1366 x 768 <br>Conectividade:2 x USB 3.1<BR>USB 2.0<BR>HDMI<BR>RJ-45<BR>Auscultadores / microfone<BR>Leitor de cartões SD<BR>Wi-Fi<BR>Bluetooth <br>Peso:1,77 Kg <br>Bateria:3 células <br>Cor:Prateado Natural <br>Características:Câmara HP Wide Vision HD com microfone digital de matriz dupla<BR>Certificação ENERGY STAR<BR>Registo EPEAT Silver <br>Garantia:2 anos<br>",,,Sim,
19536643,"COMP.PORT HP OMEN     15-DC0043NP",351,HP,5,INFORMÁTICA,510,"COMPUTADORES E TABLET'S",5100512,"PORTÁTEIS                                         ","999,00","999,00","779,96",não,não,não,não,6BH96EA,"0193808403620 ",0,0,0,0,0,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=19536643 ","Processador: Intel Core i5-8300H - 2,30 GHz  <BR>Memória RAM: 8 GB  <BR>Capacidade: 1 TB  <BR>Placa Gráfica: NVIDIA GeForce GTX 1050  <BR>S.O.: Windows 10  <BR>Som: Bang & Olufsen  <BR>Monitor: Ecrã FHD IPS de 15,6 polegadas<BR>Resolução: 1920 x 1080  <BR>Conectividade: USB-C 3.1<BR>3 x USB 3.1<BR>HDMI<BR>RJ-45<BR>Leitor de cartões SD<BR>Bluetooth<BR>Wi-Fi  <BR>Peso: 2,38 Kg  <BR>Bateria: 4 células  <BR>Cor: Preto sombra  <BR>Garantia: 2 anos<BR>-","Processador:Intel Core i5-8300H - 2,30 GHz <br>Memória RAM:8 GB <br>Capacidade:1 TB <br>Placa Gráfica:NVIDIA GeForce GTX 1050 <br>S.O.:Windows 10 <br>Som:Bang & Olufsen <br>Monitor:Ecrã FHD IPS de 15,6 polegadas<BR>Resolução: 1920 x 1080 <br>Conectividade:USB-C 3.1<BR>3 x USB 3.1<BR>HDMI<BR>RJ-45<BR>Leitor de cartões SD<BR>Bluetooth<BR>Wi-Fi <br>Peso:2,38 Kg <br>Bateria:4 células <br>Cor:Preto sombra <br>Características:WebCam HP com microfone digital<BR>Acelerómetro<BR>Certificação ENERGY STAR<BR>Registo EPEAT Silver <br>Garantia:2 anos<br>",,,Não,
19536644,"COMP.PORT HP PAVILION 15-CX0003NP",351,HP,5,INFORMÁTICA,510,"COMPUTADORES E TABLET'S",5100512,"PORTÁTEIS                                         ","999,00","999,00","781,07",não,não,não,não,4ML11EA,"0192545942522 ",0,0,0,0,0,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=19536644 ","Processador: Intel Core i5-8250U - 1,60 GHz  <BR>Memória RAM: 8 GB  <BR>Capacidade: 1 TB &#43  256 GB SSD  <BR>Placa Gráfica: NVIDIA GeForce GTX 1050  <BR>S.O.: Windows 10  <BR>Som: B&O Play  <BR>Monitor: Ecrã FHD SVA WLED de 15,6 polegadas<BR>Resolução: 1920 x 1080  <BR>Conectividade: USB-C 3.1<BR>2 x USB 3.1<BR>HDMI<BR>RJ-45<BR>Auscultadores / microfone<BR>Leitor de cartões SD<BR>Wi-Fi<BR>Bluetooth  <BR>Peso: 2,3 Kg  <BR>Bateria: 3 células  <BR>Cor: Preto sombra  <BR>Garantia: 2 anos<BR>-","Processador:Intel Core i5-8250U - 1,60 GHz <br>Memória RAM:8 GB <br>Capacidade:1 TB + 256 GB SSD <br>Placa Gráfica:NVIDIA GeForce GTX 1050 <br>S.O.:Windows 10 <br>Som:B&O Play <br>Monitor:Ecrã FHD SVA WLED de 15,6 polegadas<BR>Resolução: 1920 x 1080 <br>Conectividade:USB-C 3.1<BR>2 x USB 3.1<BR>HDMI<BR>RJ-45<BR>Auscultadores / microfone<BR>Leitor de cartões SD<BR>Wi-Fi<BR>Bluetooth <br>Peso:2,3 Kg <br>Bateria:3 células <br>Cor:Preto sombra <br>Características:Câmara HP Wide Vision HD com microfone digital de matriz dupla<BR>Certificação ENERGY STAR<BR>Registo EPEAT Silver <br>Garantia:2 anos<br>",,,Não,
19536645,"COMP.PORT HP ENVY     13-AH0002NP",351,HP,5,INFORMÁTICA,510,"COMPUTADORES E TABLET'S",5100512,"PORTÁTEIS                                         ","1.099,00","1.099,00","854,37",não,não,não,não,4AW26EA,"0192545767705 ",0,0,0,0,0,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=19536645 ","Processador: Intel Core i5-8250U - 1,60 GHz  <BR>Memória RAM: 8 GB  <BR>Capacidade: SSD 256 GB  <BR>Placa Gráfica: NVIDIA GeForce MX150  <BR>S.O.: Windows 10  <BR>Som: Bang & Olufsen  <BR>Monitor: Ecrã FHD IPS WLED de 13,3 polegadas<BR>Resolução: 1920 x 1080  <BR>Conectividade: USB-C 3.1<BR>2 x USB 3.1<BR>Auscultadores / microfone>BR>Leitor de cartões microSD<BR>Wi-Fi<BR>Bluetooth  <BR>Peso: 1,3 Kg  <BR>Bateria: 4 células  <BR>Cor: Prateado Natural  <BR>Garantia: 2 anos<BR>-","Processador:Intel Core i5-8250U - 1,60 GHz <br>Memória RAM:8 GB <br>Capacidade:SSD 256 GB <br>Placa Gráfica:NVIDIA GeForce MX150 <br>S.O.:Windows 10 <br>Som:Bang & Olufsen <br>Monitor:Ecrã FHD IPS WLED de 13,3 polegadas<BR>Resolução: 1920 x 1080 <br>Conectividade:USB-C 3.1<BR>2 x USB 3.1<BR>Auscultadores / microfone>BR>Leitor de cartões microSD<BR>Wi-Fi<BR>Bluetooth <br>Peso:1,3 Kg <br>Bateria:4 células <br>Cor:Prateado Natural <br>Características:Câmara HP Wide Vision HD com microfone digital de matriz dupla <br>Garantia:2 anos<br>",,,Não,
