23820290,"GPS TOMTOM GO PROFESSIONAL 6250",384,TOMTOM,5,INFORMÁTICA,560,GPS,5600561,"GPS AUTOMÓVEL                                     ","449,95","449,95","345,04",não,não,não,não,1PL6.002.13,"0636926089890 ","0,665","2,558",85,215,140,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=23820290 ","Mapa: Europa 48  <BR>Monitor: Ecrã tátil de 15 cm  <BR>Autonomia: Até 1 horas<BR>Capacidade: 16 GB  <BR>Cor: Preto  <BR>Garantia: 2 anos<BR>-","Mapa:Europa 48 <br>Monitor:Ecrã tátil de 15 cm <br>Autonomia:Até 1 horas<br>Capacidade:16 GB <br>Cor:Preto <br>Características:TomTom Traffic através de SIM incorporado<BR>PI específicos para camiões e autocarros<BR>Planeamento de percursos MyDrive<BR>Atualizações através de Wi-Fi<BR>Navegação profissional<BR>Radares de trânsito TomTom<BR>Mapas vitalícios para veículos pesados<BR>Alertas de trânsito parado<BR>TomTom Traffic<BR>Tecnologia avançada de indicação de faixa de rodagem<BR>Compatível com a Siri e Google Now<BR>Mensagens de Smartphone <br>Garantia:2 anos<br>",,,Não,
23820291,"GPS TOMTOM GO PROFESSIONAL 6200",384,TOMTOM,5,INFORMÁTICA,560,GPS,5600561,"GPS AUTOMÓVEL                                     ","399,95","399,95","306,70",não,não,não,não,1PL6.002.10,"0636926089852 ","0,66","2,462",84,214,137,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=23820291 ","Mapa: Europa 48  <BR>Monitor: Ecrã tátil de 15 cm  <BR>Autonomia: Até 1 horas<BR>Capacidade: 16 GB  <BR>Cor: Preto  <BR>Garantia: 2 anos<BR>-","Mapa:Europa 48 <br>Monitor:Ecrã tátil de 15 cm <br>Autonomia:Até 1 horas<br>Capacidade:16 GB <br>Cor:Preto <br>Características:TomTom Traffic através de SIM incorporado<BR>PI específicos para camiões e autocarros<BR>Planeamento de percursos MyDrive<BR>Atualizações através de Wi-Fi<BR>Navegação profissional<BR>Radares de trânsito TomTom 1 ano<BR>Mapas vitalícios para veículos pesados<BR>Alertas de trânsito parado<BR>TomTom Traffic<BR>Tecnologia avançada de indicação de faixa de rodagem<BR>Compatível com a Siri e Google Now<BR>Mensagens de Smartphone <br>Garantia:2 anos<br>",,,Sim,
23820292,"GPS TOMTOM GO PROFESSIONAL 620",384,TOMTOM,5,INFORMÁTICA,560,GPS,5600561,"GPS AUTOMÓVEL                                     ","349,95","349,95","268,36",não,não,não,não,1PN6.002.06,"0636926089821 ","0,645","2,381",82,212,137,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=23820292 ","Mapa: Europa 48  <BR>Monitor: Ecrã tátil de 15 cm  <BR>Autonomia: Até 1 horas<BR>Capacidade: 16 GB  <BR>Cor: Preto  <BR>Garantia: 2 anos<BR>-","Mapa:Europa 48 <br>Monitor:Ecrã tátil de 15 cm <br>Autonomia:Até 1 horas<br>Capacidade:16 GB <br>Cor:Preto <br>Características:PI específicos para camiões e autocarros<BR>Planeamento de percursos MyDrive<BR>Atualizações através de Wi-Fi<BR>Navegação profissional<BR>Radares de trânsito TomTom<BR>Mapas vitalícios para veículos pesados<BR>Alertas de trânsito parado<BR>TomTom Traffic<BR>Tecnologia avançada de indicação de faixa de rodagem<BR>Compatível com a Siri e Google Now<BR>Mensagens de Smartphone <br>Garantia:2 anos<br>",,,Sim,
23820293,"GPS TOMTOM VIA 53 WI-FI EUR48",384,TOMTOM,5,INFORMÁTICA,560,GPS,5600561,"GPS AUTOMÓVEL                                     ","199,95","199,95","153,33",não,não,não,sim,1AL5.002.03,"0636926090346 ","0,435","1,276",56,190,120,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=23820293 ","Mapa: Europa 48  <BR>Monitor: Ecrã tátil de 13 cm  <BR>Autonomia: Até 1 horas<BR>Capacidade: 16 GB  <BR>Cor: Preto  <BR>Garantia: 2 anos<BR>-","Mapa:Europa 48 <br>Monitor:Ecrã tátil de 13 cm <br>Autonomia:Até 1 horas<br>Capacidade:16 GB <br>Cor:Preto <br>Características:TomTom My Drive<BR>Pesquisa rápida<BR>Mapas vitalícios da Europa<BR>TomTom Traffic vitalício<BR>3 meses de radares de trânsito<BR>Serviços TomTom via Smartphone<BR>Atualizações através de Wi-Fi<BR>Compatível com Siri e Google Now<BR>Mensagens de Smartphone<BR>Comando por voz<BR>Chamadas mãos-livres via Bluetooth <br>Garantia:2 anos<br>",,,Não,
23820294,"GPS TOMTOM START 52 EUR48",384,TOMTOM,5,INFORMÁTICA,560,GPS,5600561,"GPS AUTOMÓVEL                                     ","149,95","149,95","115,41",não,não,não,não,1AA5.002.00,"0636926081368 ","0,398","1,368",60,190,120,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=23820294 ","Mapa: Mapa de Europa (48 países)  <BR>Monitor: Ecrã tátil de 12,7 cm  <BR>Autonomia: Até 1 horas<BR>Capacidade: 8 GB  <BR>Cor: Preto  <BR>Garantia: 2 anos<BR>-","Mapa:Mapa de Europa (48 países) <br>Monitor:Ecrã tátil de 12,7 cm <br>Autonomia:Até 1 horas<br>Capacidade:8 GB <br>Cor:Preto <br>Características:Mapas vitalícios<BR>3 meses de radares de trânsito<BR>Tecnologia avançada de indicação de faixa de rodagem<BR>Ranhura para cartão SD<BR>Entrada micro SD <br>Garantia:2 anos<br>",,,Sim,
23820295,"GPS TOMTOM START 25 EUR.22 - 1 ATUAL.",384,TOMTOM,5,INFORMÁTICA,560,GPS,5600561,"GPS AUTOMÓVEL                                     ","99,95","99,95","76,46",não,não,não,sim,1EN5.002.17,"0636926034784 ","1,225","1,225",165,165,45,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=23820295 ","Mapa: Mapa de 22 países da Europa  <BR>Monitor: Ecrã táctil de 13 cm  <BR>Autonomia: Até 2 horas<BR>Cor: Preto  <BR>Garantia: 2 anos<BR>-","Mapa:Mapa de 22 países da Europa <br>Monitor:Ecrã táctil de 13 cm <br>Autonomia:Até 2 horas<br>Cor:Preto <br>Características:IQ Routes: percursos inteligentes<BR>Tecnologia avançada de indicação de faixa de rodagem<BR>Suporte integrado com ecrã rotativo<BR>Radares de trânsito<BR>Assistência a estacionamento<BR>Garantia do mapa mais recente<BR><b>1 atualização disponível</b> <br>Garantia:2 anos<br>",,,Não,
23820296,"GPS TOMTOM GO BASIC 6",384,TOMTOM,5,INFORMÁTICA,560,GPS,5600561,"GPS AUTOMÓVEL                                     ","179,95","176,35","135,69",sim,não,não,não,1BA6.002.00,"0636926100397 ","0,5","1,368",60,190,120,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=23820296 ","Mapa: Europa 45  <BR>Monitor: Ecrã tátil de 15,5 cm  <BR>Cor: Preto  <BR>Garantia: 2 anos<BR>-","Mapa:Europa 45 <br>Monitor:Ecrã tátil de 15,5 cm <br>Cor:Preto <br>Características:TomTom Road Trips<BR>TomTom MyDrive<BR>Pontos de interesse<BR>Pesquisa rápida<BR>Mapas vitalícios da Europa<BR>TomTom Traffic vitalício<BR>Tecnologia avançada de indicação de faixa de rodagem<BR>Processador quad-core rápido<BR>Atualizações através de Wi-Fi<BR>Mensagens de smartphone<BR>Serviços TomTom via smartphone <br>Garantia:2 anos<br>",,,Sim,
23820297,"GPS TOMTOM GO BASIC 5",384,TOMTOM,5,INFORMÁTICA,560,GPS,5600561,"GPS AUTOMÓVEL                                     ","159,95","153,55","118,14",sim,não,não,não,1BA5.002.00,"0636926100410 ","0,441","1,368",60,120,190,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=23820297 ","Mapa: Europa 45  <BR>Monitor: Ecrã tátil de 13 cm  <BR>Cor: Preto  <BR>Garantia: 2 anos<BR>-","Mapa:Europa 45 <br>Monitor:Ecrã tátil de 13 cm <br>Cor:Preto <br>Características:TomTom Road Trips<BR>TomTom MyDrive<BR>Pontos de interesse<BR>Pesquisa rápida<BR>Mapas vitalícios da Europa<BR>TomTom Traffic vitalício<BR>Tecnologia avançada de indicação de faixa de rodagem<BR>Processador quad-core rápido<BR>Atualizações através de Wi-Fi<BR>Mensagens de smartphone<BR>Serviços TomTom via smartphone <br>Garantia:2 anos<br>",,,Sim,
23820298,"GPS TOMTOM GO CAMPER",384,TOMTOM,5,INFORMÁTICA,560,GPS,5600561,"GPS AUTOMÓVEL                                     ","399,95","399,95","304,40",não,não,não,não,1PL6.002.20,"0636926100571 ","0,625","2,709",215,140,90,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=23820298 ","Mapa: Mundo vitalícios  <BR>Monitor: Ecrã tátil de 15,5 cm  <BR>Autonomia: Até 1 horas<BR>Capacidade: 16 GB  <BR>Cor: Preto  <BR>Acessórios Incluídos: Suporte magnético ativo  <BR>Garantia: 2 anos<BR>-","Mapa:Mundo vitalícios <br>Monitor:Ecrã tátil de 15,5 cm <br>Autonomia:Até 1 horas<br>Capacidade:16 GB <br>Cor:Preto <br>Características:TomTom Road Trips<BR>TomTom MyDrive<BR>Planeamento de percursos para autocaravanas e roulottes<BR>PI para autocaravanas e roulottes<BR>Mensagens de smartphone<BR>TomTom Traffic vitalício<BR>Radares de trânsito vitalícios<BR>Tecnologia avançada de indicação de faixa de rodagem<BR>Atualizações através de Wi-Fi<BR>Chamas em modo mãos-livres <br>Acessórios Incluídos:Suporte magnético ativo <br>Garantia:2 anos<br>",,,Não,
23820299,"CARREG.ISQ.DUPLO TOMTOM  -9UUC.001.26",384,TOMTOM,5,INFORMÁTICA,590,ACESSÓRIOS,5900594,"ACESSÓRIOS P/GPS                                  ","24,95","24,95","15,34",não,não,não,não,9UUC.001.26,"0636926092296 ","0,074","0,241",105,230,10,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=23820299 ","Compatibilidade: iPad, iPod, iPhone  <BR>Cor: Preto  <BR>Garantia: 2 anos<BR>-","Compatibilidade:iPad, iPod, iPhone <br>Cor:Preto <br>Características:Carrega até 4x mais rápido<BR>Carrega dois equipamentos ao mesmo tempo<BR>Funciona em veículos ligeiros e pesados<BR>Deteta automaticamente a forma de carregar o equipamento ligado o mais rápido possível <br>Garantia:2 anos<br>",,,Não,
