11129078,"CALCULADORA CASIO SECRET.-FR2650TGYB",394,CASIO,5,INFORMÁTICA,510,"COMPUTADORES E TABLET'S",5100515,"CALCULADORAS                                      ",",00","71,90","49,39",não,não,não,sim,FR2650TGYB,"4971850167273 ","1,583","7,124",245,359,81,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=11129078 ","Cor: Silver  <BR>Garantia: 2 anos<BR>-","Cor:Silver <br>Características:Visor de 12 dígitos<BR>Cálculo de taxas<BR>Impressão a 2 cores<BR>Margens e lucros<BR>Contador de parcelas<BR>Velocidade: 2,4 linhas / seg<BR>220 volts <br>Garantia:2 anos<br>",,,Não,
11129079,"CALCULADORA CASIO CIENTIFIC-FX350SPX",394,CASIO,5,INFORMÁTICA,510,"COMPUTADORES E TABLET'S",5100515,"CALCULADORAS                                      ",",00","22,90","15,52",não,não,não,sim,FX350SPX,"4971850034797 ","0,241","0,881",142,230,27,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=11129079 ","Cor: Preto  <BR>Garantia: 2 anos<BR>-","Cor:Preto <br>Características:Ecrã LCD com 10 + 2 dígitos<BR>292 funções<BR>Fatorização em números primos<BR>MDC e MMC<BR>Números aleatórios<BR>Memórias variáveis (8+1)<BR>Lista de variáveis<BR>Alimentação a pilha <br>Garantia:2 anos<br>",,,Não,
11129080,"CALCULADORA CASIO CIENTIFIC-FX570SPX",394,CASIO,5,INFORMÁTICA,510,"COMPUTADORES E TABLET'S",5100515,"CALCULADORAS                                      ",",00","26,90","18,48",não,não,não,não,FX570SPX,"4971850034803 ","0,254","0,979",142,230,30,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=11129080 ","Cor: Preto  <BR>Garantia: 2 anos<BR>-","Cor:Preto <br>Características:Ecrã LCD com 10 + 2 dígitos<BR>575 funções<BR>Folha de cálculo<BR>QR Code<BR>Resolução numérica de sistemas de equações até 4 incógnitas<BR>Matrizes e determinantes até 4 linhas x 4 colunas<BR>Função CALC e SOLVE<BR>Integrais e derivadas numéricas<BR>Cálculos com números complexos<BR>Cálculos base n<BR>Vetores<BR>40 conversões métricas e 47 constantes científicas<BR>Alimentação a pilha <br>Garantia:2 anos<br>",,,Não,
11129081,"CALCULADORA CASIO CIENTIFICA-FX82SPX",394,CASIO,5,INFORMÁTICA,510,"COMPUTADORES E TABLET'S",5100515,"CALCULADORAS                                      ",",00","22,94","15,30",sim,não,não,não,FX82SPX,"4971850034780 ","0,233","0,979",142,230,30,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=11129081 ","Cor: Preto  <BR>Garantia: 2 anos<BR>-","Cor:Preto <br>Características:Ecrã LCD com 10 + 2 dígitos<BR>292 funções<BR>Tecla de simplificação de frações<BR>Memória PreAns<BR>Tecla de cálculo do resto da divisão<BR>Tecla numérica para 1 ou 2 funções<BR>Fatorização em números primos<BR>Números aleatórios<BR>Memórias variáveis (8+1)<BR>Lista de variáveis<BR>Alimentação a pilha <br>Garantia:2 anos<br>",,,Sim,
11129082,"CALCULADORA CASIO CIENTIF-FX85ESPLUS",394,CASIO,9,"ACESSÓRIOS E BATERIAS",900,"ACESSÓRIOS E BATERIAS",9000902,"ACESSÓRIOS                                        ",",00","22,90","15,52",não,não,não,sim,FX85ESPLUS,"4971850182191 ","0,276","1,045",142,230,32,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=11129082 ","Cor: Preto  <BR>Garantia: 2 anos<BR>-","Cor:Preto <br>Características:Duas fontes de alimentação<BR>Visor natural de texto livre<BR>Visor de matriz de pontos<BR>15 e 10+2 dígitos<BR>249 funções<BR>Funções trigonométricas<BR>6 memórias de variáveis<BR>Estatísticas bidimensionais<BR>Análise de regressão<BR>Função de repetição<BR>Cálculo de frações automático (2 modos)<BR>Tabela de função <br>Garantia:2 anos<br>",,,Não,
11129083,"CALCULADORA CASIO CIENTIFIC-FX991SPX",394,CASIO,5,INFORMÁTICA,510,"COMPUTADORES E TABLET'S",5100515,"CALCULADORAS                                      ",",00","32,90","22,29",não,não,não,não,FX991SPX,"4971850034810 ","0,255","1,077",142,230,33,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=11129083 ","Cor: Preto  <BR>Garantia: 2 anos<BR>-","Cor:Preto <br>Características:Ecrã LCD com 10 + 2 dígitos<BR>575 funções<BR>Folha de cálculo<BR>QR Code<BR>Resolução numérica de sistemas de equações até 4 incógnitas<BR>Matrizes e determinantes até 4 linhas x 4 colunas<BR>Função CALC e SOLVE<BR>Integrais e derivadas numéricas<BR>Cálculos com números complexos<BR>Cálculos base n<BR>Vetores<BR>40 conversões métricas e 47 constantes científicas<BR>Alimentação solar e a pilha <br>Garantia:2 anos<br>",,,Não,
11129084,"CALCULADORA CASIO CIENTIFICA -FC200V",394,CASIO,5,INFORMÁTICA,510,"COMPUTADORES E TABLET'S",5100515,"CALCULADORAS                                      ",",00","110,90","76,19",não,não,não,não,FC200V,"4971850167006 ","0,369","1,632",155,245,43,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=11129084 ","Cor: Silver  <BR>Garantia: 2 anos<BR>-","Cor:Silver <br>Características:Cálculo de juros compostos<BR>Amortização de empréstimos<BR>Cálculo de preço / custo / margem<BR>Análise de cash-flow descontado<BR>Visor de matriz de pontos de 4 linhas, 15 e 10+2 dígitos<BR>Títulos e desvalorização<BR>Cálculo do ponto de equilíbrio<BR>Duas fontes de alimentação <br>Garantia:2 anos<br>",,,Não,
11129085,"CALCULADORA CASIO CIENTIFICA-FXCP400",394,CASIO,5,INFORMÁTICA,510,"COMPUTADORES E TABLET'S",5100515,"CALCULADORAS                                      ",",00","182,26","124,76",sim,não,não,não,FXCP400,"4549526600906 ","0,45","1,361",152,224,40,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=11129085 ","Cor: Preto  <BR>Garantia: 2 anos<BR>-","Cor:Preto <br>Características:Ecrã LCD a cores 320 x 528 dots<BR>Ecrã tátil com caneta e dedo<BR>Divide o ecrã em duas janelas de aplicativos<BR>Função Drag&Drop e Copy&Paste<BR>Expressões matemáticas pré-instaladas e formulários para uma mais fácil introdução de coeficiente<BR>Cálculo de fração com um único toque conversão entre fração e decimal<BR>Uso de funções matemáticas usando o teclado virtual para cálculos numéricos e algébricos<BR>Cálculo com números complexos<BR>Cálculo vetorial <br>Garantia:2 anos<br>",,,Sim,
11129086,"ETIQUETADORA CASIO            -KL130",394,CASIO,9,"ACESSÓRIOS E BATERIAS",900,"ACESSÓRIOS E BATERIAS",9000902,"ACESSÓRIOS                                        ",",00","44,90","30,49",não,não,não,sim,KL130,"4971850098379 ","0,658","1,931",228,121,70,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=11129086 ","Cor: Branco  <BR>Garantia: 2 anos<BR>-","Cor:Branco <br>Características:12 x 1 linha<BR>Fitas de 6 a 18 mm<BR>6 mm/s<BR>Imprime código de barras <br>Garantia:2 anos<br>",,,Não,
11129087,"ETIQUETADORA CASIO            -KLHD1",394,CASIO,9,"ACESSÓRIOS E BATERIAS",900,"ACESSÓRIOS E BATERIAS",9000902,"ACESSÓRIOS                                        ",",00","44,90","30,49",não,não,não,sim,KLHD1,"4971850098188 ","0,586","2,561",117,89,246,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=11129087 ","Cor: Branco  <BR>Garantia: 2 anos<BR>-","Cor:Branco <br>Características:12 x 1 linha<BR>Fitas de 6 a 18 mm<BR>10 mm/s <br>Garantia:2 anos<br>",,,Não,
11129088,"ETIQUETADORA CASIO             -KLG2",394,CASIO,9,"ACESSÓRIOS E BATERIAS",900,"ACESSÓRIOS E BATERIAS",9000902,"ACESSÓRIOS                                        ",",00","120,90","82,76",não,não,não,sim,KLG2,"4971850098140 ","1,71","5,49",228,280,86,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=11129088 ","Cor: Branco  <BR>Garantia: 2 anos<BR>-","Cor:Branco <br>Características:16 x 3 linhas<BR>Fitas de 6 a 24 mm<BR>20 mm/s<BR>Imprime código de barras <br>Garantia:2 anos<br>",,,Não,
11129089,"CALCULADORA CASIO BOLSO   -SL310UCBU",394,CASIO,5,INFORMÁTICA,510,"COMPUTADORES E TABLET'S",5100515,"CALCULADORAS                                      ",",00","7,90","5,39",não,não,não,não,SL310UCBU,"4549526700095 ",0,0,0,0,0,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=11129089 ","Cor: Azul  <BR>Garantia: 2 anos<BR>-","Cor:Azul <br>Características:Visor de 10 dígitos<BR>Cálculo de taxas<BR>Cálculo de tempo<BR>Pilhas e solar <br>Garantia:2 anos<br>",,,Não,
11129090,"CALCULADORA CASIO BOLSO   -SL310UCRD",394,CASIO,5,INFORMÁTICA,510,"COMPUTADORES E TABLET'S",5100515,"CALCULADORAS                                      ",",00","7,90","5,39",não,não,não,não,SL310UCRD,"4549526700101 ",0,0,0,0,0,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=11129090 ","Cor: Vermelho  <BR>Garantia: 2 anos<BR>-","Cor:Vermelho <br>Características:Visor de 10 dígitos<BR>Cálculo de taxas<BR>Cálculo de tempo<BR>Pilhas e solar <br>Garantia:2 anos<br>",,,Não,
11129091,"CALCULADORA CASIO BOLSO   -SL310UCPK",394,CASIO,5,INFORMÁTICA,510,"COMPUTADORES E TABLET'S",5100515,"CALCULADORAS                                      ",",00","7,90","5,39",não,não,não,não,SL310UCPK,"4549526700118 ",0,0,0,0,0,"http://services.sorefoz.pt/redes/imgredes2.aspx?IMG=11129091 ","Cor: Rosa  <BR>Garantia: 2 anos<BR>-","Cor:Rosa <br>Características:Visor de 10 dígitos<BR>Cálculo de taxas<BR>Cálculo de tempo<BR>Pilhas e solar <br>Garantia:2 anos<br>",,,Não,
